Participant,Device,Method,Size,Offset,aligned(Offset) for Device,aligned(Offset) for Method,aligned(Offset) for Device*Method,aligned(Offset) for Size,aligned(Offset) for Device*Size,aligned(Offset) for Method*Size,aligned(Offset) for Device*Method*Size,ART(Offset) for Device,ART(Offset) for Method,ART(Offset) for Device*Method,ART(Offset) for Size,ART(Offset) for Device*Size,ART(Offset) for Method*Size,ART(Offset) for Device*Method*Size
P2,tPad,Normal,ThreeQuarters,0.0414,-0.0853571235194585448392554991,-0.0559820482678778163683319975,-0.0679017437574293270142914116,-0.0452173045905025600457072538,-0.0824076761489581448540299388,-0.0653392300044116918762324268,-0.0619016588213449945283782067,124,292,231,384,153,248,255
P2,tPad,Normal,ThreeQuarters,0.0368,-0.0899571235194585448392554991,-0.0605820482678778163683319975,-0.0725017437574293270142914116,-0.0498173045905025600457072538,-0.0870076761489581448540299388,-0.0699392300044116918762324268,-0.0665016588213449945283782067,100,259,199,345,129,219,230
P2,tPad,Normal,ThreeQuarters,0.0413,-0.0854571235194585448392554991,-0.0560820482678778163683319975,-0.0680017437574293270142914116,-0.0453173045905025600457072538,-0.0825076761489581448540299388,-0.0654392300044116918762324268,-0.0620016588213449945283782067,123,291,229,383,152,247,254
P2,tPad,Normal,ThreeQuarters,0.0258,-0.1009571235194585448392554991,-0.0715820482678778163683319975,-0.0835017437574293270142914116,-0.0608173045905025600457072538,-0.0980076761489581448540299388,-0.0809392300044116918762324268,-0.0775016588213449945283782067,55,196,135,276,89,146,167
P2,tPad,Normal,ThreeQuarters,0.0407,-0.0860571235194585448392554991,-0.0566820482678778163683319975,-0.0686017437574293270142914116,-0.0459173045905025600457072538,-0.0831076761489581448540299388,-0.0660392300044116918762324268,-0.0626016588213449945283782067,119,285,226,380,147,239,250
P2,tPad,Normal,ThreeQuarters,0.0519,-0.0748571235194585448392554991,-0.0454820482678778163683319975,-0.0574017437574293270142914116,-0.0347173045905025600457072538,-0.0719076761489581448540299388,-0.0548392300044116918762324268,-0.0514016588213449945283782067,171,364,285,469,208,305,325
P2,tPad,Normal,Half,0.0415,-0.0948322299024372682435108182,-0.0654571546508565397725873166,-0.0773768501404080504185467307,-0.0773758812627827747974897260,-0.0644214542335955797549869661,-0.0708213999514975517492265298,-0.0705724532662776552154105615,78,230,173,177,256,211,210
P2,tPad,Normal,Half,0.0412,-0.0951322299024372682435108182,-0.0657571546508565397725873166,-0.0776768501404080504185467307,-0.0776758812627827747974897260,-0.0647214542335955797549869661,-0.0711213999514975517492265298,-0.0708724532662776552154105615,75.5,225.5,171.5,174.5,250.5,208.5,205.5
P2,tPad,Normal,Half,0.0767,-0.0596322299024372682435108182,-0.0302571546508565397725873166,-0.0421768501404080504185467307,-0.0421758812627827747974897260,-0.0292214542335955797549869661,-0.0356213999514975517492265298,-0.0353724532662776552154105615,282,500,385,415,510,447,449
P2,tPad,Normal,Half,0.0187,-0.1176322299024372682435108182,-0.0882571546508565397725873166,-0.1001768501404080504185467307,-0.1001758812627827747974897260,-0.0872214542335955797549869661,-0.0936213999514975517492265298,-0.0933724532662776552154105615,17,104,78,75,128,90,99
P2,tPad,Normal,Half,0.0263,-0.1100322299024372682435108182,-0.0806571546508565397725873166,-0.0925768501404080504185467307,-0.0925758812627827747974897260,-0.0796214542335955797549869661,-0.0860213999514975517492265298,-0.0857724532662776552154105615,38,145,92,107,165,127,124
P2,tPad,Normal,Half,0.0412,-0.0951322299024372682435108182,-0.0657571546508565397725873166,-0.0776768501404080504185467307,-0.0776758812627827747974897260,-0.0647214542335955797549869661,-0.0711213999514975517492265298,-0.0708724532662776552154105615,75.5,225.5,171.5,174.5,250.5,208.5,205.5
P2,tPad,Normal,Half,0.041,-0.0953322299024372682435108182,-0.0659571546508565397725873166,-0.0778768501404080504185467307,-0.0778758812627827747974897260,-0.0649214542335955797549869661,-0.0713213999514975517492265298,-0.0710724532662776552154105615,74,223,167,172,249,207,203
P2,tPad,Normal,Half,0.058,-0.0783322299024372682435108182,-0.0489571546508565397725873166,-0.0608768501404080504185467307,-0.0608758812627827747974897260,-0.0479214542335955797549869661,-0.0543213999514975517492265298,-0.0540724532662776552154105615,158,331,268,275,371,310,311
P2,tPad,Normal,Half,0.037,-0.0993322299024372682435108182,-0.0699571546508565397725873166,-0.0818768501404080504185467307,-0.0818758812627827747974897260,-0.0689214542335955797549869661,-0.0753213999514975517492265298,-0.0750724532662776552154105615,58,203,143,153,222,174,174
P3,Normal,Normal,ThreeQuarters,0.0447,-0.1126855295417659449566628681,-0.1252047013291023061642503648,-0.1316371664840127875889869706,-0.1144399576517270498416256211,-0.1174141809580315744202618749,-0.1345618830656361816721507941,-0.1401992844470541736577984445,32,30,25,45,34,19,16
P3,Normal,Normal,ThreeQuarters,0.1442,-0.0131855295417659449566628681,-0.0257047013291023061642503648,-0.0321371664840127875889869706,-0.0149399576517270498416256211,-0.0179141809580315744202618749,-0.0350618830656361816721507941,-0.0406992844470541736577984445,679,549,487,640,600,453,397
P3,Normal,Normal,ThreeQuarters,0.1299,-0.0274855295417659449566628681,-0.0400047013291023061642503648,-0.0464371664840127875889869706,-0.0292399576517270498416256211,-0.0322141809580315744202618749,-0.0493618830656361816721507941,-0.0549992844470541736577984445,568,420,361,516,487,341,305
P3,Normal,Normal,ThreeQuarters,0.0855,-0.0718855295417659449566628681,-0.0844047013291023061642503648,-0.0908371664840127875889869706,-0.0736399576517270498416256211,-0.0766141809580315744202618749,-0.0937618830656361816721507941,-0.0993992844470541736577984445,193,118,104,199,181,89,77
P3,Normal,Normal,ThreeQuarters,0.0382,-0.1191855295417659449566628681,-0.1317047013291023061642503648,-0.1381371664840127875889869706,-0.1209399576517270498416256211,-0.1239141809580315744202618749,-0.1410618830656361816721507941,-0.1466992844470541736577984445,16,20,13,20,27,12,11
P3,Normal,Normal,ThreeQuarters,0.0462,-0.1111855295417659449566628681,-0.1237047013291023061642503648,-0.1301371664840127875889869706,-0.1129399576517270498416256211,-0.1159141809580315744202618749,-0.1330618830656361816721507941,-0.1386992844470541736577984445,34,34,27,47,37,21,17
P3,Normal,Normal,ThreeQuarters,0.1695,0.0121144704582340550433371319,-0.0004047013291023061642503648,-0.0068371664840127875889869706,0.0103600423482729501583743789,0.0073858190419684255797381251,-0.0097618830656361816721507941,-0.0153992844470541736577984445,832,755,694,819,785,674,635
P3,Normal,Normal,ThreeQuarters,0.0559,-0.1014855295417659449566628681,-0.1140047013291023061642503648,-0.1204371664840127875889869706,-0.1032399576517270498416256211,-0.1062141809580315744202618749,-0.1233618830656361816721507941,-0.1289992844470541736577984445,51,52,38,66,61,32,24
P3,Normal,Normal,ThreeQuarters,0.093,-0.0643855295417659449566628681,-0.0769047013291023061642503648,-0.0833371664840127875889869706,-0.0661399576517270498416256211,-0.0691141809580315744202618749,-0.0862618830656361816721507941,-0.0918992844470541736577984445,237,164,136,247,221,124,105
P3,Normal,Clipped,Quarter,0.0978,0.0176046992770343024150130750,-0.0111919871301850997282469363,-0.0058110124083474337281443880,-0.0181805886627521495366760551,-0.0107165357984767351874951084,-0.0025531728655745961813740107,-0.0104527329762268221247578560,855,668,699,619,666,725,674
P3,Normal,Clipped,Quarter,0.0816,0.0014046992770343024150130750,-0.0273919871301850997282469363,-0.0220110124083474337281443880,-0.0343805886627521495366760551,-0.0269165357984767351874951084,-0.0187531728655745961813740107,-0.0266527329762268221247578560,770,530,568,472,535,610,525
P3,Normal,Clipped,Quarter,0.0797,-0.0004953007229656975849869250,-0.0292919871301850997282469363,-0.0239110124083474337281443880,-0.0362805886627521495366760551,-0.0288165357984767351874951084,-0.0206531728655745961813740107,-0.0285527329762268221247578560,758,503,555,461,515,581,515
P3,Normal,Clipped,Quarter,0.0223,-0.0578953007229656975849869250,-0.0866919871301850997282469363,-0.0813110124083474337281443880,-0.0936805886627521495366760551,-0.0862165357984767351874951084,-0.0780531728655745961813740107,-0.0859527329762268221247578560,301,109,148,102,133,159,123
P3,Normal,Clipped,Quarter,0.047,-0.0331953007229656975849869250,-0.0619919871301850997282469363,-0.0566110124083474337281443880,-0.0689805886627521495366760551,-0.0615165357984767351874951084,-0.0533531728655745961813740107,-0.0612527329762268221247578560,530.5,250.5,291.5,226.5,272.5,313.5,262.5
P3,Normal,Clipped,Quarter,0.1044,0.0242046992770343024150130750,-0.0045919871301850997282469363,0.0007889875916525662718556120,-0.0115805886627521495366760551,-0.0041165357984767351874951084,0.0040468271344254038186259893,-0.0038527329762268221247578560,887,722,748,672,713,776,717
P3,Normal,Clipped,Quarter,0.0657,-0.0144953007229656975849869250,-0.0432919871301850997282469363,-0.0379110124083474337281443880,-0.0502805886627521495366760551,-0.0428165357984767351874951084,-0.0346531728655745961813740107,-0.0425527329762268221247578560,669,392,422,339,411,459,386
P3,Normal,Clipped,Quarter,0.0522,-0.0279953007229656975849869250,-0.0567919871301850997282469363,-0.0514110124083474337281443880,-0.0637805886627521495366760551,-0.0563165357984767351874951084,-0.0481531728655745961813740107,-0.0560527329762268221247578560,563,284,337,261,305,347,292
P3,Normal,Clipped,Quarter,0.1054,0.0252046992770343024150130750,-0.0035919871301850997282469363,0.0017889875916525662718556120,-0.0105805886627521495366760551,-0.0031165357984767351874951084,0.0050468271344254038186259893,-0.0028527329762268221247578560,892,732,756,679,718,780,730
P3,Normal,Normal,Half,0.1637,0.0465259113982464236271342871,0.0340067396109100624195467904,0.0275742744559995809948101846,0.0220880129989838273946443810,0.0158251490786452553105804562,0.0286424943102690504429075772,0.0234633603096899930114223166,957,915,887,866,831,894,871
P3,Normal,Normal,Half,0.1501,0.0329259113982464236271342871,0.0204067396109100624195467904,0.0139742744559995809948101846,0.0084880129989838273946443810,0.0022251490786452553105804562,0.0150424943102690504429075772,0.0098633603096899930114223166,919,857,828,803,752,829,809
P3,Normal,Normal,Half,0.1159,-0.0012740886017535763728657129,-0.0137932603890899375804532096,-0.0202257255440004190051898154,-0.0257119870010161726053556190,-0.0319748509213547446894195438,-0.0191575056897309495570924228,-0.0243366396903100069885776834,755,649,581,549,489,604,550
P3,Normal,Normal,Half,0.265,0.1478259113982464236271342871,0.1353067396109100624195467904,0.1288742744559995809948101846,0.1233880129989838273946443810,0.1171251490786452553105804562,0.1299424943102690504429075772,0.1247633603096899930114223166,1105,1110,1099,1097,1090,1101,1097
P3,Normal,Normal,Half,0.1198,0.0026259113982464236271342871,-0.0098932603890899375804532096,-0.0163257255440004190051898154,-0.0218119870010161726053556190,-0.0280748509213547446894195438,-0.0152575056897309495570924228,-0.0204366396903100069885776834,781,683,619,583,525,637,594
P3,Normal,Normal,Half,0.0936,-0.0235740886017535763728657129,-0.0360932603890899375804532096,-0.0425257255440004190051898154,-0.0480119870010161726053556190,-0.0542748509213547446894195438,-0.0414575056897309495570924228,-0.0466366396903100069885776834,594,451,384,363,324,384,354
P3,Normal,Normal,Half,0.0428,-0.0743740886017535763728657129,-0.0868932603890899375804532096,-0.0933257255440004190051898154,-0.0988119870010161726053556190,-0.1050748509213547446894195438,-0.0922575056897309495570924228,-0.0974366396903100069885776834,178,107,88,78,68,96,79
P3,Normal,Normal,Half,0.032,-0.0851740886017535763728657129,-0.0976932603890899375804532096,-0.1041257255440004190051898154,-0.1096119870010161726053556190,-0.1158748509213547446894195438,-0.1030575056897309495570924228,-0.1082366396903100069885776834,125,84,66,55,38,66,67
P3,Normal,Normal,Half,0.1154,-0.0017740886017535763728657129,-0.0142932603890899375804532096,-0.0207257255440004190051898154,-0.0262119870010161726053556190,-0.0324748509213547446894195438,-0.0196575056897309495570924228,-0.0248366396903100069885776834,753,644,578,544,484,594,546
P3,Normal,Clipped,Half,0.0792,-0.0152306542583192329385222786,-0.0440273406655386350817822899,-0.0386463659437009690816797416,-0.0396685526575818291710121847,-0.0459314165779204012550761095,-0.0395296796656504940613110476,-0.0338794420079381846035097492,664,384,415,434,383,404,464
P3,Normal,Clipped,Half,0.0599,-0.0345306542583192329385222786,-0.0633273406655386350817822899,-0.0579463659437009690816797416,-0.0589685526575818291710121847,-0.0652314165779204012550761095,-0.0588296796656504940613110476,-0.0531794420079381846035097492,517,243,282,286,246,276,315
P3,Normal,Clipped,Half,0.0346,-0.0598306542583192329385222786,-0.0886273406655386350817822899,-0.0832463659437009690816797416,-0.0842685526575818291710121847,-0.0905314165779204012550761095,-0.0841296796656504940613110476,-0.0784794420079381846035097492,279,101,137,141,109,135,157
P3,Normal,Clipped,Half,0.1259,0.0314693457416807670614777214,0.0026726593344613649182177101,0.0080536340562990309183202584,0.0070314473424181708289878153,0.0007685834220795987449238905,0.0071703203343495059386889524,0.0128205579920618153964902508,912,772,796,799,746,792,825
P3,Normal,Clipped,Half,0.0463,-0.0481306542583192329385222786,-0.0769273406655386350817822899,-0.0715463659437009690816797416,-0.0725685526575818291710121847,-0.0788314165779204012550761095,-0.0724296796656504940613110476,-0.0667794420079381846035097492,395,163,208,203,170,196,229
P3,Normal,Clipped,Half,0.0965,0.0020693457416807670614777214,-0.0267273406655386350817822899,-0.0213463659437009690816797416,-0.0223685526575818291710121847,-0.0286314165779204012550761095,-0.0222296796656504940613110476,-0.0165794420079381846035097492,774,539,575,577,517,568,625
P3,Normal,Clipped,Half,0.0743,-0.0201306542583192329385222786,-0.0489273406655386350817822899,-0.0435463659437009690816797416,-0.0445685526575818291710121847,-0.0508314165779204012550761095,-0.0444296796656504940613110476,-0.0387794420079381846035097492,621,332,375,392,344,362,418
P3,Normal,Clipped,Half,0.0451,-0.0493306542583192329385222786,-0.0781273406655386350817822899,-0.0727463659437009690816797416,-0.0737685526575818291710121847,-0.0800314165779204012550761095,-0.0736296796656504940613110476,-0.0679794420079381846035097492,387,157,196,198,163,191,221
P3,Normal,Clipped,Half,0.0632,-0.0312306542583192329385222786,-0.0600273406655386350817822899,-0.0546463659437009690816797416,-0.0556685526575818291710121847,-0.0619314165779204012550761095,-0.0555296796656504940613110476,-0.0498794420079381846035097492,541,266,305,306,269,301,333
P3,Normal,Normal,Quarter,0.1373,0.0234832059936853489629668394,0.0109640342063489877553793427,0.0045315690514385063306427369,-0.0123020819461011029887222907,-0.0048380290818256886395413440,0.0014522738715449254651849077,0.0101787376402867683301311149,884,815,771,664,709,756,811
P3,Normal,Normal,Quarter,0.1334,0.0195832059936853489629668394,0.0070640342063489877553793427,0.0006315690514385063306427369,-0.0162020819461011029887222907,-0.0087380290818256886395413440,-0.0024477261284550745348150923,0.0062787376402867683301311149,868,797,747,633,684,727,785
P3,Normal,Normal,Quarter,0.0796,-0.0342167940063146510370331606,-0.0467359657936510122446206573,-0.0531684309485614936693572631,-0.0700020819461011029887222907,-0.0625380290818256886395413440,-0.0562477261284550745348150923,-0.0475212623597132316698688851,520,349,326,219,267,294,345
P3,Normal,Normal,Quarter,0.056,-0.0578167940063146510370331606,-0.0703359657936510122446206573,-0.0767684309485614936693572631,-0.0936020819461011029887222907,-0.0861380290818256886395413440,-0.0798477261284550745348150923,-0.0711212623597132316698688851,302,201,177,103,136,151,202
P3,Normal,Normal,Quarter,0.0613,-0.0525167940063146510370331606,-0.0650359657936510122446206573,-0.0714684309485614936693572631,-0.0883020819461011029887222907,-0.0808380290818256886395413440,-0.0745477261284550745348150923,-0.0658212623597132316698688851,354,234,211,126,157,184,233
P3,Normal,Normal,Quarter,0.1014,-0.0124167940063146510370331606,-0.0249359657936510122446206573,-0.0313684309485614936693572631,-0.0482020819461011029887222907,-0.0407380290818256886395413440,-0.0344477261284550745348150923,-0.0257212623597132316698688851,690,559,498,362,431,463,533
P3,Normal,Normal,Quarter,0.1121,-0.0017167940063146510370331606,-0.0142359657936510122446206573,-0.0206684309485614936693572631,-0.0375020819461011029887222907,-0.0300380290818256886395413440,-0.0237477261284550745348150923,-0.0150212623597132316698688851,754,645,580,453,505,559,636
P3,Normal,Normal,Quarter,0.0309,-0.0829167940063146510370331606,-0.0954359657936510122446206573,-0.1018684309485614936693572631,-0.1187020819461011029887222907,-0.1112380290818256886395413440,-0.1049477261284550745348150923,-0.0962212623597132316698688851,133,87,76,32,49,63,87
P3,Normal,Normal,Quarter,0.0929,-0.0209167940063146510370331606,-0.0334359657936510122446206573,-0.0398684309485614936693572631,-0.0567020819461011029887222907,-0.0492380290818256886395413440,-0.0429477261284550745348150923,-0.0342212623597132316698688851,611,474,402,300,361,375,463
P3,Normal,Clipped,ThreeQuarters,0.1033,-0.0482599471876121622314515715,-0.0770566335948315643747115828,-0.0716756588729938983746090345,-0.0500143752975732671164143245,-0.0529885986038777916950505783,-0.0678056839909642822907003000,-0.0631883118045543558675317669,393,161,207,344,331,229,247
P3,Normal,Clipped,ThreeQuarters,0.128,-0.0235599471876121622314515715,-0.0523566335948315643747115828,-0.0469756588729938983746090345,-0.0253143752975732671164143245,-0.0282885986038777916950505783,-0.0431056839909642822907003000,-0.0384883118045543558675317669,595,308,355,553,523,374,424
P3,Normal,Clipped,ThreeQuarters,0.0362,-0.1153599471876121622314515715,-0.1441566335948315643747115828,-0.1387756588729938983746090345,-0.1171143752975732671164143245,-0.1200885986038777916950505783,-0.1349056839909642822907003000,-0.1302883118045543558675317669,24,9,12,33,29,18,22
P3,Normal,Clipped,ThreeQuarters,0.0212,-0.1303599471876121622314515715,-0.1591566335948315643747115828,-0.1537756588729938983746090345,-0.1321143752975732671164143245,-0.1350885986038777916950505783,-0.1499056839909642822907003000,-0.1452883118045543558675317669,10,6,8,13,12,8,12
P3,Normal,Clipped,ThreeQuarters,0.0156,-0.1359599471876121622314515715,-0.1647566335948315643747115828,-0.1593756588729938983746090345,-0.1377143752975732671164143245,-0.1406885986038777916950505783,-0.1555056839909642822907003000,-0.1508883118045543558675317669,8,5,5,10,10,7,9
P3,Normal,Clipped,ThreeQuarters,0.0776,-0.0739599471876121622314515715,-0.1027566335948315643747115828,-0.0973756588729938983746090345,-0.0757143752975732671164143245,-0.0786885986038777916950505783,-0.0935056839909642822907003000,-0.0888883118045543558675317669,181,71,82,188,171,91,115
P3,Normal,Clipped,ThreeQuarters,0.0793,-0.0722599471876121622314515715,-0.1010566335948315643747115828,-0.0956756588729938983746090345,-0.0740143752975732671164143245,-0.0769885986038777916950505783,-0.0918056839909642822907003000,-0.0871883118045543558675317669,191,78,84,197,179,98,119
P3,Normal,Clipped,ThreeQuarters,0.0825,-0.0690599471876121622314515715,-0.0978566335948315643747115828,-0.0924756588729938983746090345,-0.0708143752975732671164143245,-0.0737885986038777916950505783,-0.0886056839909642822907003000,-0.0839883118045543558675317669,213,83,94,216,190,112,131
P3,Normal,Clipped,ThreeQuarters,0.0627,-0.0888599471876121622314515715,-0.1176566335948315643747115828,-0.1122756588729938983746090345,-0.0906143752975732671164143245,-0.0935885986038777916950505783,-0.1084056839909642822907003000,-0.1037883118045543558675317669,111,48,56,119,103,59,70
P3,tPad,Clipped,ThreeQuarters,0.0799,-0.0355156420379770633577740176,-0.0224180814062793758225230306,-0.0110440140466790212983106384,0.0046241768909789214357742277,-0.0325661946674766633725484573,-0.0131671318024120937385117478,-0.0164710091512488944834441813,508,585,668,782,482,653,628
P3,tPad,Clipped,ThreeQuarters,0.0563,-0.0591156420379770633577740176,-0.0460180814062793758225230306,-0.0346440140466790212983106384,-0.0189758231090210785642257723,-0.0561661946674766633725484573,-0.0367671318024120937385117478,-0.0400710091512488944834441813,290,356,455,612,307,431,401
P3,tPad,Clipped,ThreeQuarters,0.0953,-0.0201156420379770633577740176,-0.0070180814062793758225230306,0.0043559859533209787016893616,0.0200241768909789214357742277,-0.0171661946674766633725484573,0.0022328681975879062614882522,-0.0010710091512488944834441813,622,703,770,859,609,766,744
P3,tPad,Clipped,ThreeQuarters,0.0565,-0.0589156420379770633577740176,-0.0458180814062793758225230306,-0.0344440140466790212983106384,-0.0187758231090210785642257723,-0.0559661946674766633725484573,-0.0365671318024120937385117478,-0.0398710091512488944834441813,291,362,457,614,308,434,402
P3,tPad,Clipped,ThreeQuarters,0.0644,-0.0510156420379770633577740176,-0.0379180814062793758225230306,-0.0265440140466790212983106384,-0.0108758231090210785642257723,-0.0480661946674766633725484573,-0.0286671318024120937385117478,-0.0319710091512488944834441813,368,432,534,677,369,518,475
P3,tPad,Clipped,ThreeQuarters,0.089,-0.0264156420379770633577740176,-0.0133180814062793758225230306,-0.0019440140466790212983106384,0.0137241768909789214357742277,-0.0234661946674766633725484573,-0.0040671318024120937385117478,-0.0073710091512488944834441813,572,653,727,833,560,714,692
P3,tPad,Clipped,ThreeQuarters,0.0736,-0.0418156420379770633577740176,-0.0287180814062793758225230306,-0.0173440140466790212983106384,-0.0016758231090210785642257723,-0.0388661946674766633725484573,-0.0194671318024120937385117478,-0.0227710091512488944834441813,448.5,512.5,602.5,737.5,439.5,596.5,566.5
P3,tPad,Clipped,ThreeQuarters,0.1136,-0.0018156420379770633577740176,0.0112819185937206241774769694,0.0226559859533209787016893616,0.0383241768909789214357742277,0.0011338053325233366274515427,0.0205328681975879062614882522,0.0172289908487511055165558187,752,818,871,922,747,856,848
P3,tPad,Clipped,ThreeQuarters,0.0736,-0.0418156420379770633577740176,-0.0287180814062793758225230306,-0.0173440140466790212983106384,-0.0016758231090210785642257723,-0.0388661946674766633725484573,-0.0194671318024120937385117478,-0.0227710091512488944834441813,448.5,512.5,602.5,737.5,439.5,596.5,566.5
P3,tPad,Normal,Quarter,0.1114,0.0009734647158355728078033244,0.0303485399674163012787268260,0.0184288444778647906327674119,0.0070824238149662105346251926,0.0301995672555736805487116954,0.0208367796326122389885323910,0.0160071244375128315649593654,767,899,849,800,896,858,839
P3,tPad,Normal,Quarter,0.0654,-0.0450265352841644271921966756,-0.0156514600325836987212731740,-0.0275711555221352093672325881,-0.0389175761850337894653748074,-0.0158004327444263194512883046,-0.0251632203673877610114676090,-0.0299928755624871684350406346,426,633,527,441,621,547,497
P3,tPad,Normal,Quarter,0.0402,-0.0702265352841644271921966756,-0.0408514600325836987212731740,-0.0527711555221352093672325881,-0.0641175761850337894653748074,-0.0410004327444263194512883046,-0.0503632203673877610114676090,-0.0551928755624871684350406346,206,416,328,259,429,334,302
P3,tPad,Normal,Quarter,0.0356,-0.0748265352841644271921966756,-0.0454514600325836987212731740,-0.0573711555221352093672325881,-0.0687175761850337894653748074,-0.0456004327444263194512883046,-0.0549632203673877610114676090,-0.0597928755624871684350406346,172,365,286,228,387,304,272
P3,tPad,Normal,Quarter,0.0406,-0.0698265352841644271921966756,-0.0404514600325836987212731740,-0.0523711555221352093672325881,-0.0637175761850337894653748074,-0.0406004327444263194512883046,-0.0499632203673877610114676090,-0.0547928755624871684350406346,209,417,330,262,433,337,309
P3,tPad,Normal,Quarter,0.0635,-0.0469265352841644271921966756,-0.0175514600325836987212731740,-0.0294711555221352093672325881,-0.0408175761850337894653748074,-0.0177004327444263194512883046,-0.0270632203673877610114676090,-0.0318928755624871684350406346,407,616,513,424,604,531,476
P3,tPad,Normal,Quarter,0.0755,-0.0349265352841644271921966756,-0.0055514600325836987212731740,-0.0174711555221352093672325881,-0.0288175761850337894653748074,-0.0057004327444263194512883046,-0.0150632203673877610114676090,-0.0198928755624871684350406346,514,718,600,521,706,638,601
P3,tPad,Normal,Quarter,0.0647,-0.0457265352841644271921966756,-0.0163514600325836987212731740,-0.0282711555221352093672325881,-0.0396175761850337894653748074,-0.0165004327444263194512883046,-0.0258632203673877610114676090,-0.0306928755624871684350406346,417,624,517,436,615,541,487
P3,tPad,Normal,Quarter,0.0557,-0.0547265352841644271921966756,-0.0253514600325836987212731740,-0.0372711555221352093672325881,-0.0486175761850337894653748074,-0.0255004327444263194512883046,-0.0348632203673877610114676090,-0.0396928755624871684350406346,334,554,424,357,550,455,406
P3,tPad,Clipped,Half,0.1196,0.0053215633492283238476131878,0.0184191239809260113828641748,0.0297931913405263659070765670,0.0227779119888828172936342800,0.0357323390180700123361370399,0.0229167849808141524033354171,0.0232044214436904494243247205,798,851,897,870,923,873,869
P3,tPad,Clipped,Half,0.0904,-0.0238784366507716761523868122,-0.0107808760190739886171358252,0.0005931913405263659070765670,-0.0064220880111171827063657200,0.0065323390180700123361370399,-0.0062832150191858475966645829,-0.0059955785563095505756752795,591,673,746,708,780,698,701
P3,tPad,Clipped,Half,0.0532,-0.0610784366507716761523868122,-0.0479808760190739886171358252,-0.0366068086594736340929234330,-0.0436220880111171827063657200,-0.0306676609819299876638629601,-0.0434832150191858475966645829,-0.0431955785563095505756752795,268,340,432,406,499,370,379
P3,tPad,Clipped,Half,0.0252,-0.0890784366507716761523868122,-0.0759808760190739886171358252,-0.0646068086594736340929234330,-0.0716220880111171827063657200,-0.0586676609819299876638629601,-0.0714832150191858475966645829,-0.0711955785563095505756752795,109,170,252,209,291,204,201
P3,tPad,Clipped,Half,0.0399,-0.0743784366507716761523868122,-0.0612808760190739886171358252,-0.0499068086594736340929234330,-0.0569220880111171827063657200,-0.0439676609819299876638629601,-0.0567832150191858475966645829,-0.0564955785563095505756752795,177,255,344,298,399,290,286
P3,tPad,Clipped,Half,0.0978,-0.0164784366507716761523868122,-0.0033808760190739886171358252,0.0079931913405263659070765670,0.0009779119888828172936342800,0.0139323390180700123361370399,0.0011167849808141524033354171,0.0014044214436904494243247205,651,734,795,759,824,755,759
P3,tPad,Clipped,Half,0.1273,0.0130215633492283238476131878,0.0261191239809260113828641748,0.0374931913405263659070765670,0.0304779119888828172936342800,0.0434323390180700123361370399,0.0306167849808141524033354171,0.0309044214436904494243247205,837,880,923,904,953,905,901
P3,tPad,Clipped,Half,0.0927,-0.0215784366507716761523868122,-0.0084808760190739886171358252,0.0028931913405263659070765670,-0.0041220880111171827063657200,0.0088323390180700123361370399,-0.0039832150191858475966645829,-0.0036955785563095505756752795,607,693,762,725,796,715,721
P3,tPad,Clipped,Half,0.0895,-0.0247784366507716761523868122,-0.0116808760190739886171358252,-0.0003068086594736340929234330,-0.0073220880111171827063657200,0.0056323390180700123361370399,-0.0071832150191858475966645829,-0.0068955785563095505756752795,583,662,742,701,773,690,697
P3,tPad,Normal,Half,0.0812,-0.0551322299024372682435108182,-0.0257571546508565397725873166,-0.0376768501404080504185467307,-0.0376758812627827747974897260,-0.0247214542335955797549869661,-0.0311213999514975517492265298,-0.0308724532662776552154105615,332,548,423,451,553,496,486
P3,tPad,Normal,Half,0.04,-0.0963322299024372682435108182,-0.0669571546508565397725873166,-0.0788768501404080504185467307,-0.0788758812627827747974897260,-0.0659214542335955797549869661,-0.0723213999514975517492265298,-0.0720724532662776552154105615,69,216,159,168,241,198,190
P3,tPad,Normal,Half,0.0909,-0.0454322299024372682435108182,-0.0160571546508565397725873166,-0.0279768501404080504185467307,-0.0279758812627827747974897260,-0.0150214542335955797549869661,-0.0214213999514975517492265298,-0.0211724532662776552154105615,422,629,522,530,629,575,586
P3,tPad,Normal,Half,0.0566,-0.0797322299024372682435108182,-0.0503571546508565397725873166,-0.0622768501404080504185467307,-0.0622758812627827747974897260,-0.0493214542335955797549869661,-0.0557213999514975517492265298,-0.0554724532662776552154105615,149.5,317.5,263.5,266.5,358.5,297.5,298.5
P3,tPad,Normal,Half,0.0956,-0.0407322299024372682435108182,-0.0113571546508565397725873166,-0.0232768501404080504185467307,-0.0232758812627827747974897260,-0.0103214542335955797549869661,-0.0167213999514975517492265298,-0.0164724532662776552154105615,458,666,559,564,672,625,627
P3,tPad,Normal,Half,0.0353,-0.1010322299024372682435108182,-0.0716571546508565397725873166,-0.0835768501404080504185467307,-0.0835758812627827747974897260,-0.0706214542335955797549869661,-0.0770213999514975517492265298,-0.0767724532662776552154105615,54,193,134,144,214,163,170
P3,tPad,Normal,Half,0.0399,-0.0964322299024372682435108182,-0.0670571546508565397725873166,-0.0789768501404080504185467307,-0.0789758812627827747974897260,-0.0660214542335955797549869661,-0.0724213999514975517492265298,-0.0721724532662776552154105615,67,215,158,167,240,197,189
