Participant,Device,Method,Size,Offset,aligned(Offset) for Device,aligned(Offset) for Method,aligned(Offset) for Device*Method,aligned(Offset) for Size,aligned(Offset) for Device*Size,aligned(Offset) for Method*Size,aligned(Offset) for Device*Method*Size,ART(Offset) for Device,ART(Offset) for Method,ART(Offset) for Device*Method,ART(Offset) for Size,ART(Offset) for Device*Size,ART(Offset) for Method*Size,ART(Offset) for Device*Method*Size
P9,Normal,Normal,Quarter,0.217,0.1031832059936853489629668394,0.0906640342063489877553793427,0.0842315690514385063306427369,0.0673979180538988970112777093,0.0748619709181743113604586560,0.0811522738715449254651849077,0.0898787376402867683301311149,1062,1057,1045,1002,1019,1037,1059
P9,Normal,Normal,Quarter,0.1789,0.0650832059936853489629668394,0.0525640342063489877553793427,0.0461315690514385063306427369,0.0292979180538988970112777093,0.0367619709181743113604586560,0.0430522738715449254651849077,0.0517787376402867683301311149,1007,972,954,897,932,948,968
P9,Normal,Clipped,Half,0.0971,0.0026693457416807670614777214,-0.0261273406655386350817822899,-0.0207463659437009690816797416,-0.0217685526575818291710121847,-0.0280314165779204012550761095,-0.0216296796656504940613110476,-0.0159794420079381846035097492,782,544,577,584,526,573,630
P9,Normal,Clipped,Half,0,-0.0944306542583192329385222786,-0.1232273406655386350817822899,-0.1178463659437009690816797416,-0.1188685526575818291710121847,-0.1251314165779204012550761095,-0.1187296796656504940613110476,-0.1130794420079381846035097492,82.5,38.5,48.5,27.5,22.5,42.5,46.5
P9,Normal,Clipped,Half,0.0997,0.0052693457416807670614777214,-0.0235273406655386350817822899,-0.0181463659437009690816797416,-0.0191685526575818291710121847,-0.0254314165779204012550761095,-0.0190296796656504940613110476,-0.0133794420079381846035097492,797,576,592,611,551,606,651
P9,Normal,Clipped,Half,0.1225,0.0280693457416807670614777214,-0.0007273406655386350817822899,0.0046536340562990309183202584,0.0036314473424181708289878153,-0.0026314165779204012550761095,0.0037703203343495059386889524,0.0094205579920618153964902508,898,751,772,772,722,773,804
P9,Normal,Clipped,Half,0.5368,0.4423693457416807670614777214,0.4135726593344613649182177101,0.4189536340562990309183202584,0.4179314473424181708289878153,0.4116685834220795987449238905,0.4180703203343495059386889524,0.4237205579920618153964902508,1173,1173,1173,1173,1173,1173,1173
P9,Normal,Clipped,Half,0.1013,0.0068693457416807670614777214,-0.0219273406655386350817822899,-0.0165463659437009690816797416,-0.0175685526575818291710121847,-0.0238314165779204012550761095,-0.0174296796656504940613110476,-0.0117794420079381846035097492,807,588,612,623,557,621,666
P9,Normal,Clipped,Half,0,-0.0944306542583192329385222786,-0.1232273406655386350817822899,-0.1178463659437009690816797416,-0.1188685526575818291710121847,-0.1251314165779204012550761095,-0.1187296796656504940613110476,-0.1130794420079381846035097492,82.5,38.5,48.5,27.5,22.5,42.5,46.5
P9,Normal,Clipped,Half,0.1118,0.0173693457416807670614777214,-0.0114273406655386350817822899,-0.0060463659437009690816797416,-0.0070685526575818291710121847,-0.0133314165779204012550761095,-0.0069296796656504940613110476,-0.0012794420079381846035097492,854,665,698,703,637,693,742
P9,Normal,Clipped,Half,0.1293,0.0348693457416807670614777214,0.0060726593344613649182177101,0.0114536340562990309183202584,0.0104314473424181708289878153,0.0041685834220795987449238905,0.0105703203343495059386889524,0.0162205579920618153964902508,926,793,815,820,763,810,842
P9,Normal,Normal,Half,0.3101,0.1929259113982464236271342871,0.1804067396109100624195467904,0.1739742744559995809948101846,0.1684880129989838273946443810,0.1622251490786452553105804562,0.1750424943102690504429075772,0.1698633603096899930114223166,1136,1138,1133,1125,1125,1133,1131
P9,Normal,Normal,Half,0.2339,0.1167259113982464236271342871,0.1042067396109100624195467904,0.0977742744559995809948101846,0.0922880129989838273946443810,0.0860251490786452553105804562,0.0988424943102690504429075772,0.0936633603096899930114223166,1086,1079,1072,1057,1050,1072,1067
P9,Normal,Normal,Half,0.1349,0.0177259113982464236271342871,0.0052067396109100624195467904,-0.0012257255440004190051898154,-0.0067119870010161726053556190,-0.0129748509213547446894195438,-0.0001575056897309495570924228,-0.0053366396903100069885776834,856,787,731,707,641,747,709
P9,Normal,Normal,Half,0.1215,0.0043259113982464236271342871,-0.0081932603890899375804532096,-0.0146257255440004190051898154,-0.0201119870010161726053556190,-0.0263748509213547446894195438,-0.0135575056897309495570924228,-0.0187366396903100069885776834,789,694,638,599,540,648,611
P9,Normal,Normal,Half,0.2214,0.1042259113982464236271342871,0.0917067396109100624195467904,0.0852742744559995809948101846,0.0797880129989838273946443810,0.0735251490786452553105804562,0.0863424943102690504429075772,0.0811633603096899930114223166,1064,1061,1047,1033,1016,1051,1042
P9,Normal,Normal,Half,0.0732,-0.0439740886017535763728657129,-0.0564932603890899375804532096,-0.0629257255440004190051898154,-0.0684119870010161726053556190,-0.0746748509213547446894195438,-0.0618575056897309495570924228,-0.0670366396903100069885776834,429,287,259,234,185,260,227
P9,Normal,Normal,Half,0.2201,0.1029259113982464236271342871,0.0904067396109100624195467904,0.0839742744559995809948101846,0.0784880129989838273946443810,0.0722251490786452553105804562,0.0850424943102690504429075772,0.0798633603096899930114223166,1061,1056,1043,1030,1013,1046,1036
P9,Normal,Normal,Half,0.2447,0.1275259113982464236271342871,0.1150067396109100624195467904,0.1085742744559995809948101846,0.1030880129989838273946443810,0.0968251490786452553105804562,0.1096424943102690504429075772,0.1044633603096899930114223166,1094,1089,1083,1073,1066,1086,1081
P9,Normal,Normal,Half,0.1222,0.0050259113982464236271342871,-0.0074932603890899375804532096,-0.0139257255440004190051898154,-0.0194119870010161726053556190,-0.0256748509213547446894195438,-0.0128575056897309495570924228,-0.0180366396903100069885776834,793,699,645,605,546,656,618
P9,Normal,Clipped,Quarter,0.2066,0.1264046992770343024150130750,0.0976080128698149002717530637,0.1029889875916525662718556120,0.0906194113372478504633239449,0.0980834642015232648125048916,0.1062468271344254038186259893,0.0983472670237731778752421440,1093,1070,1075,1052,1070,1079,1072
P9,Normal,Clipped,Quarter,0.1847,0.1045046992770343024150130750,0.0757080128698149002717530637,0.0810889875916525662718556120,0.0687194113372478504633239449,0.0761834642015232648125048916,0.0843468271344254038186259893,0.0764472670237731778752421440,1065,1022,1037,1007,1022,1042,1031
P9,Normal,Clipped,Quarter,0.0366,-0.0435953007229656975849869250,-0.0723919871301850997282469363,-0.0670110124083474337281443880,-0.0793805886627521495366760551,-0.0719165357984767351874951084,-0.0637531728655745961813740107,-0.0716527329762268221247578560,433,187,235,164,207,249,195
P9,Normal,Clipped,Quarter,0.2584,0.1782046992770343024150130750,0.1494080128698149002717530637,0.1547889875916525662718556120,0.1424194113372478504633239449,0.1498834642015232648125048916,0.1580468271344254038186259893,0.1501472670237731778752421440,1128,1120,1123,1111,1113,1124,1120
P9,Normal,Clipped,Quarter,0.1789,0.0987046992770343024150130750,0.0699080128698149002717530637,0.0752889875916525662718556120,0.0629194113372478504633239449,0.0703834642015232648125048916,0.0785468271344254038186259893,0.0706472670237731778752421440,1056,1013,1023,993,1008,1034,1014
P9,Normal,Clipped,Quarter,0.1891,0.1089046992770343024150130750,0.0801080128698149002717530637,0.0854889875916525662718556120,0.0731194113372478504633239449,0.0805834642015232648125048916,0.0887468271344254038186259893,0.0808472670237731778752421440,1071,1032,1048,1022,1031,1058,1041
P9,Normal,Clipped,Quarter,0.1258,0.0456046992770343024150130750,0.0168080128698149002717530637,0.0221889875916525662718556120,0.0098194113372478504633239449,0.0172834642015232648125048916,0.0254468271344254038186259893,0.0175472670237731778752421440,954,841,869,815,839,889,850
P9,Normal,Clipped,Quarter,0.1781,0.0979046992770343024150130750,0.0691080128698149002717530637,0.0744889875916525662718556120,0.0621194113372478504633239449,0.0695834642015232648125048916,0.0777468271344254038186259893,0.0698472670237731778752421440,1053,1010,1021,991,1007,1030,1012
P9,Normal,Clipped,Quarter,0.1695,0.0893046992770343024150130750,0.0605080128698149002717530637,0.0658889875916525662718556120,0.0535194113372478504633239449,0.0609834642015232648125048916,0.0691468271344254038186259893,0.0612472670237731778752421440,1041,991,995,966,990,1007,992
P9,Normal,Normal,ThreeQuarters,0.3485,0.1911144704582340550433371319,0.1785952986708976938357496352,0.1721628335159872124110130294,0.1893600423482729501583743789,0.1863858190419684255797381251,0.1692381169343638183278492059,0.1636007155529458263422015555,1135,1134,1132,1135,1137,1131,1128
P9,Normal,Normal,ThreeQuarters,0.2714,0.1140144704582340550433371319,0.1014952986708976938357496352,0.0950628335159872124110130294,0.1122600423482729501583743789,0.1092858190419684255797381251,0.0921381169343638183278492059,0.0865007155529458263422015555,1082,1074,1067,1089,1086,1062,1052
P9,Normal,Normal,ThreeQuarters,0.2441,0.0867144704582340550433371319,0.0741952986708976938357496352,0.0677628335159872124110130294,0.0849600423482729501583743789,0.0819858190419684255797381251,0.0648381169343638183278492059,0.0592007155529458263422015555,1036,1019,1001,1040,1035,995,988
P9,Normal,Normal,ThreeQuarters,0.3974,0.2400144704582340550433371319,0.2274952986708976938357496352,0.2210628335159872124110130294,0.2382600423482729501583743789,0.2352858190419684255797381251,0.2181381169343638183278492059,0.2125007155529458263422015555,1149,1148,1148,1151,1151,1148,1148
P9,Normal,Normal,ThreeQuarters,0.6491,0.4917144704582340550433371319,0.4791952986708976938357496352,0.4727628335159872124110130294,0.4899600423482729501583743789,0.4869858190419684255797381251,0.4698381169343638183278492059,0.4642007155529458263422015555,1176,1176,1176,1177,1177,1176,1175
P9,Normal,Normal,ThreeQuarters,0.281,0.1236144704582340550433371319,0.1110952986708976938357496352,0.1046628335159872124110130294,0.1218600423482729501583743789,0.1188858190419684255797381251,0.1017381169343638183278492059,0.0961007155529458263422015555,1091,1084,1076,1093,1093,1074,1070
P9,Normal,Normal,ThreeQuarters,0.4964,0.3390144704582340550433371319,0.3264952986708976938357496352,0.3200628335159872124110130294,0.3372600423482729501583743789,0.3342858190419684255797381251,0.3171381169343638183278492059,0.3115007155529458263422015555,1165,1164,1163,1165,1165,1163,1162
P9,Normal,Normal,ThreeQuarters,0.2656,0.1082144704582340550433371319,0.0956952986708976938357496352,0.0892628335159872124110130294,0.1064600423482729501583743789,0.1034858190419684255797381251,0.0863381169343638183278492059,0.0807007155529458263422015555,1069.5,1065.5,1055.5,1079.5,1078.5,1049.5,1039.5
P9,Normal,Normal,ThreeQuarters,0.5707,0.4133144704582340550433371319,0.4007952986708976938357496352,0.3943628335159872124110130294,0.4115600423482729501583743789,0.4085858190419684255797381251,0.3914381169343638183278492059,0.3858007155529458263422015555,1171,1172,1171,1172,1172,1171,1170
P10,tPad,Clipped,Quarter,0.0681,-0.0463341605564955818762925361,-0.0332365999247978943410415491,-0.0218625325651975398168291569,-0.0402252014573649441494706679,-0.0171080580167574741353841651,-0.0245977856601873907941686235,-0.0199046691514044766352622577,412,478,570,427,610,553,600
P10,tPad,Clipped,Quarter,0.1368,0.0223658394435044181237074639,0.0354634000752021056589584509,0.0468374674348024601831708431,0.0284747985426350558505293321,0.0515919419832425258646158349,0.0441022143398126092058313765,0.0487953308485955233647377423,879,921,957,892,969,951,958
P10,tPad,Clipped,Quarter,0.0972,-0.0172341605564955818762925361,-0.0041365999247978943410415491,0.0072374674348024601831708431,-0.0111252014573649441494706679,0.0119919419832425258646158349,0.0045022143398126092058313765,0.0091953308485955233647377423,642,727,791,675,813,777,801
P10,tPad,Clipped,Quarter,0.0527,-0.0617341605564955818762925361,-0.0486365999247978943410415491,-0.0372625325651975398168291569,-0.0556252014573649441494706679,-0.0325080580167574741353841651,-0.0399977856601873907941686235,-0.0353046691514044766352622577,260,333,425,307,483,400,450
P10,tPad,Clipped,Quarter,0.0739,-0.0405341605564955818762925361,-0.0274365999247978943410415491,-0.0160625325651975398168291569,-0.0344252014573649441494706679,-0.0113080580167574741353841651,-0.0187977856601873907941686235,-0.0141046691514044766352622577,460,527,623,471,658,609,643
P10,tPad,Clipped,Quarter,0.1054,-0.0090341605564955818762925361,0.0040634000752021056589584509,0.0154374674348024601831708431,-0.0029252014573649441494706679,0.0201919419832425258646158349,0.0127022143398126092058313765,0.0173953308485955233647377423,712,781,835,730,853,820,849
P10,tPad,Clipped,Quarter,0.0745,-0.0399341605564955818762925361,-0.0268365999247978943410415491,-0.0154625325651975398168291569,-0.0338252014573649441494706679,-0.0107080580167574741353841651,-0.0181977856601873907941686235,-0.0135046691514044766352622577,474,538,632,479,667,616,649
P10,tPad,Clipped,Quarter,0.1181,0.0036658394435044181237074639,0.0167634000752021056589584509,0.0281374674348024601831708431,0.0097747985426350558505293321,0.0328919419832425258646158349,0.0254022143398126092058313765,0.0300953308485955233647377423,787,839,889,814,909,888,900
P10,tPad,Clipped,Quarter,0.0865,-0.0279341605564955818762925361,-0.0148365999247978943410415491,-0.0034625325651975398168291569,-0.0218252014573649441494706679,0.0012919419832425258646158349,-0.0061977856601873907941686235,-0.0015046691514044766352622577,564,640,720,582,749,699,740
P10,tPad,Clipped,Half,0.0962,-0.0180784366507716761523868122,-0.0049808760190739886171358252,0.0063931913405263659070765670,-0.0006220880111171827063657200,0.0123323390180700123361370399,-0.0004832150191858475966645829,-0.0001955785563095505756752795,635,721,788,748,817,746,750
P10,tPad,Clipped,Half,0.0509,-0.0633784366507716761523868122,-0.0502808760190739886171358252,-0.0389068086594736340929234330,-0.0459220880111171827063657200,-0.0329676609819299876638629601,-0.0457832150191858475966645829,-0.0454955785563095505756752795,245,320,413,379,477,356,359
P10,tPad,Clipped,Half,0.1193,0.0050215633492283238476131878,0.0181191239809260113828641748,0.0294931913405263659070765670,0.0224779119888828172936342800,0.0354323390180700123361370399,0.0226167849808141524033354171,0.0229044214436904494243247205,791,850,896,868,918,869,868
P10,tPad,Clipped,Half,0.1206,0.0063215633492283238476131878,0.0194191239809260113828641748,0.0307931913405263659070765670,0.0237779119888828172936342800,0.0367323390180700123361370399,0.0239167849808141524033354171,0.0242044214436904494243247205,805,853,901,873,931,878,873
P10,tPad,Clipped,Half,0.1102,-0.0040784366507716761523868122,0.0090191239809260113828641748,0.0203931913405263659070765670,0.0133779119888828172936342800,0.0263323390180700123361370399,0.0135167849808141524033354171,0.0138044214436904494243247205,740,805,857,831,881,824,831
P10,tPad,Clipped,Half,0.0851,-0.0291784366507716761523868122,-0.0160808760190739886171358252,-0.0047068086594736340929234330,-0.0117220880111171827063657200,0.0012323390180700123361370399,-0.0115832150191858475966645829,-0.0112955785563095505756752795,554,627,708,670,748,667,669
P10,tPad,Clipped,Half,0.084,-0.0302784366507716761523868122,-0.0171808760190739886171358252,-0.0058068086594736340929234330,-0.0128220880111171827063657200,0.0001323390180700123361370399,-0.0126832150191858475966645829,-0.0123955785563095505756752795,549,619,700,656,738,659,660
P10,tPad,Clipped,Half,0.0758,-0.0384784366507716761523868122,-0.0253808760190739886171358252,-0.0140068086594736340929234330,-0.0210220880111171827063657200,-0.0080676609819299876638629601,-0.0208832150191858475966645829,-0.0205955785563095505756752795,483,553,643,593,691,579,592
P10,tPad,Clipped,Half,0.0666,-0.0476784366507716761523868122,-0.0345808760190739886171358252,-0.0232068086594736340929234330,-0.0302220880111171827063657200,-0.0172676609819299876638629601,-0.0300832150191858475966645829,-0.0297955785563095505756752795,399,468,560,504,608,505,501
P10,tPad,Normal,ThreeQuarters,0.0655,-0.0612571235194585448392554991,-0.0318820482678778163683319975,-0.0438017437574293270142914116,-0.0211173045905025600457072538,-0.0583076761489581448540299388,-0.0412392300044116918762324268,-0.0378016588213449945283782067,267,492,374,592,294,389,428
P10,tPad,Normal,ThreeQuarters,0.0702,-0.0565571235194585448392554991,-0.0271820482678778163683319975,-0.0391017437574293270142914116,-0.0164173045905025600457072538,-0.0536076761489581448540299388,-0.0365392300044116918762324268,-0.0331016588213449945283782067,320,536,410,630,329,435,468
P10,tPad,Normal,ThreeQuarters,0.0745,-0.0522571235194585448392554991,-0.0228820482678778163683319975,-0.0348017437574293270142914116,-0.0121173045905025600457072538,-0.0493076761489581448540299388,-0.0322392300044116918762324268,-0.0288016588213449945283782067,357,581,451,665,360,484,510
P10,tPad,Normal,ThreeQuarters,0.0498,-0.0769571235194585448392554991,-0.0475820482678778163683319975,-0.0595017437574293270142914116,-0.0368173045905025600457072538,-0.0740076761489581448540299388,-0.0569392300044116918762324268,-0.0535016588213449945283782067,161,344,274,454,187,288,314
P10,tPad,Normal,ThreeQuarters,0.0684,-0.0583571235194585448392554991,-0.0289820482678778163683319975,-0.0409017437574293270142914116,-0.0182173045905025600457072538,-0.0554076761489581448540299388,-0.0383392300044116918762324268,-0.0349016588213449945283782067,296,507,392,618,315,417,456
P10,tPad,Normal,ThreeQuarters,0.1293,0.0025428764805414551607445009,0.0319179517321221836316680025,0.0199982562425706729857085884,0.0426826954094974399542927462,0.0054923238510418551459700612,0.0225607699955883081237675732,0.0259983411786550054716217933,780,902,853,945,772,868,882
P10,tPad,Normal,ThreeQuarters,0.0524,-0.0743571235194585448392554991,-0.0449820482678778163683319975,-0.0569017437574293270142914116,-0.0342173045905025600457072538,-0.0714076761489581448540299388,-0.0543392300044116918762324268,-0.0509016588213449945283782067,179,371,290,475,210,309,329
P10,tPad,Normal,ThreeQuarters,0.0376,-0.0891571235194585448392554991,-0.0597820482678778163683319975,-0.0717017437574293270142914116,-0.0490173045905025600457072538,-0.0862076761489581448540299388,-0.0691392300044116918762324268,-0.0657016588213449945283782067,108,270,206,353,134,223,236
P10,tPad,Normal,ThreeQuarters,0.0754,-0.0513571235194585448392554991,-0.0219820482678778163683319975,-0.0339017437574293270142914116,-0.0112173045905025600457072538,-0.0484076761489581448540299388,-0.0313392300044116918762324268,-0.0279016588213449945283782067,363,587,463,673,366,493,519
P10,tPad,Clipped,ThreeQuarters,0.0749,-0.0405156420379770633577740176,-0.0274180814062793758225230306,-0.0160440140466790212983106384,-0.0003758231090210785642257723,-0.0375661946674766633725484573,-0.0181671318024120937385117478,-0.0214710091512488944834441813,462.5,528.5,624.5,750.5,447.5,617.5,580.5
P10,tPad,Clipped,ThreeQuarters,0.0749,-0.0405156420379770633577740176,-0.0274180814062793758225230306,-0.0160440140466790212983106384,-0.0003758231090210785642257723,-0.0375661946674766633725484573,-0.0181671318024120937385117478,-0.0214710091512488944834441813,462.5,528.5,624.5,750.5,447.5,617.5,580.5
P10,tPad,Clipped,ThreeQuarters,0.0902,-0.0252156420379770633577740176,-0.0121180814062793758225230306,-0.0007440140466790212983106384,0.0149241768909789214357742277,-0.0222661946674766633725484573,-0.0028671318024120937385117478,-0.0061710091512488944834441813,581,660,737,839,567,723,700
P10,tPad,Clipped,ThreeQuarters,0.0833,-0.0321156420379770633577740176,-0.0190180814062793758225230306,-0.0076440140466790212983106384,0.0080241768909789214357742277,-0.0291661946674766633725484573,-0.0097671318024120937385117478,-0.0130710091512488944834441813,535,607,689,802,511,673,655
P10,tPad,Clipped,ThreeQuarters,0.0948,-0.0206156420379770633577740176,-0.0075180814062793758225230306,0.0038559859533209787016893616,0.0195241768909789214357742277,-0.0176661946674766633725484573,0.0017328681975879062614882522,-0.0015710091512488944834441813,616,697,766,857,605,759,739
P10,tPad,Clipped,ThreeQuarters,0.0751,-0.0403156420379770633577740176,-0.0272180814062793758225230306,-0.0158440140466790212983106384,-0.0001758231090210785642257723,-0.0373661946674766633725484573,-0.0179671318024120937385117478,-0.0212710091512488944834441813,467.5,534.5,629.5,752.5,450.5,619.5,583.5
P10,tPad,Clipped,ThreeQuarters,0.0845,-0.0309156420379770633577740176,-0.0178180814062793758225230306,-0.0064440140466790212983106384,0.0092241768909789214357742277,-0.0279661946674766633725484573,-0.0085671318024120937385117478,-0.0118710091512488944834441813,545,614,696,809,527,681,665
P10,tPad,Clipped,ThreeQuarters,0.0691,-0.0463156420379770633577740176,-0.0332180814062793758225230306,-0.0218440140466790212983106384,-0.0061758231090210785642257723,-0.0433661946674766633725484573,-0.0239671318024120937385117478,-0.0272710091512488944834441813,413,479,571,710,407,558,522
P10,tPad,Clipped,ThreeQuarters,0.084,-0.0314156420379770633577740176,-0.0183180814062793758225230306,-0.0069440140466790212983106384,0.0087241768909789214357742277,-0.0284661946674766633725484573,-0.0090671318024120937385117478,-0.0123710091512488944834441813,540,609,693,805,519,677,661
P10,tPad,Normal,Half,0.0909,-0.0454322299024372682435108182,-0.0160571546508565397725873166,-0.0279768501404080504185467307,-0.0279758812627827747974897260,-0.0150214542335955797549869661,-0.0214213999514975517492265298,-0.0211724532662776552154105615,422,629,522,530,629,575,586
P10,tPad,Normal,Half,0.0611,-0.0752322299024372682435108182,-0.0458571546508565397725873166,-0.0577768501404080504185467307,-0.0577758812627827747974897260,-0.0448214542335955797549869661,-0.0512213999514975517492265298,-0.0509724532662776552154105615,169,360,284,294,391,328,328
P10,tPad,Normal,Half,0.0866,-0.0497322299024372682435108182,-0.0203571546508565397725873166,-0.0322768501404080504185467307,-0.0322758812627827747974897260,-0.0193214542335955797549869661,-0.0257213999514975517492265298,-0.0254724532662776552154105615,382,600,484,490,590,544,537
P10,tPad,Normal,Half,0.0336,-0.1027322299024372682435108182,-0.0733571546508565397725873166,-0.0852768501404080504185467307,-0.0852758812627827747974897260,-0.0723214542335955797549869661,-0.0787213999514975517492265298,-0.0784724532662776552154105615,49,182,130,138,200,154,158
P10,tPad,Normal,Half,0.0716,-0.0647322299024372682435108182,-0.0353571546508565397725873166,-0.0472768501404080504185467307,-0.0472758812627827747974897260,-0.0343214542335955797549869661,-0.0407213999514975517492265298,-0.0404724532662776552154105615,236,458,354,370,466,393,399
P10,tPad,Normal,Half,0.0748,-0.0615322299024372682435108182,-0.0321571546508565397725873166,-0.0440768501404080504185467307,-0.0440758812627827747974897260,-0.0311214542335955797549869661,-0.0375213999514975517492265298,-0.0372724532662776552154105615,265,490,371,399,496,424,436
P10,tPad,Normal,Half,0.0909,-0.0454322299024372682435108182,-0.0160571546508565397725873166,-0.0279768501404080504185467307,-0.0279758812627827747974897260,-0.0150214542335955797549869661,-0.0214213999514975517492265298,-0.0211724532662776552154105615,422,629,522,530,629,575,586
P10,tPad,Normal,Half,0.1291,-0.0072322299024372682435108182,0.0221428453491434602274126834,0.0102231498595919495814532693,0.0102241187372172252025102740,0.0231785457664044202450130339,0.0167786000485024482507734702,0.0170275467337223447845894385,726,865,809,818,872,837,847
P10,tPad,Normal,Half,0.0872,-0.0491322299024372682435108182,-0.0197571546508565397725873166,-0.0316768501404080504185467307,-0.0316758812627827747974897260,-0.0187214542335955797549869661,-0.0251213999514975517492265298,-0.0248724532662776552154105615,390,606,494,495,597,549,545
P10,Normal,Normal,Quarter,0.1368,0.0229832059936853489629668394,0.0104640342063489877553793427,0.0040315690514385063306427369,-0.0128020819461011029887222907,-0.0053380290818256886395413440,0.0009522738715449254651849077,0.0096787376402867683301311149,881,810,767,657,707,752,807
P10,Normal,Normal,Quarter,0.1543,0.0404832059936853489629668394,0.0279640342063489877553793427,0.0215315690514385063306427369,0.0046979180538988970112777093,0.0121619709181743113604586560,0.0184522738715449254651849077,0.0271787376402867683301311149,940,889,863,783,815,843,889
P10,Normal,Normal,Quarter,0.0159,-0.0979167940063146510370331606,-0.1104359657936510122446206573,-0.1168684309485614936693572631,-0.1337020819461011029887222907,-0.1262380290818256886395413440,-0.1199477261284550745348150923,-0.1112212623597132316698688851,62,55,53,12,18,37,53
P10,Normal,Normal,Quarter,0.1197,0.0058832059936853489629668394,-0.0066359657936510122446206573,-0.0130684309485614936693572631,-0.0299020819461011029887222907,-0.0224380290818256886395413440,-0.0161477261284550745348150923,-0.0074212623597132316698688851,803,708,653,510,566,632,691
P10,Normal,Normal,Quarter,0.0453,-0.0685167940063146510370331606,-0.0810359657936510122446206573,-0.0874684309485614936693572631,-0.1043020819461011029887222907,-0.0968380290818256886395413440,-0.0905477261284550745348150923,-0.0818212623597132316698688851,214,140,118,64,94,104,144
P10,Normal,Normal,Quarter,0.0586,-0.0552167940063146510370331606,-0.0677359657936510122446206573,-0.0741684309485614936693572631,-0.0910020819461011029887222907,-0.0835380290818256886395413440,-0.0772477261284550745348150923,-0.0685212623597132316698688851,330,213,189,116,145,161,219
P10,Normal,Normal,Quarter,0.0811,-0.0327167940063146510370331606,-0.0452359657936510122446206573,-0.0516684309485614936693572631,-0.0685020819461011029887222907,-0.0610380290818256886395413440,-0.0547477261284550745348150923,-0.0460212623597132316698688851,532,368,334,230,276,306,355
P10,Normal,Normal,Quarter,0,-0.1138167940063146510370331606,-0.1263359657936510122446206573,-0.1327684309485614936693572631,-0.1496020819461011029887222907,-0.1421380290818256886395413440,-0.1358477261284550745348150923,-0.1271212623597132316698688851,28,28,22,5,7,14,29
P10,Normal,Normal,Quarter,0.0347,-0.0791167940063146510370331606,-0.0916359657936510122446206573,-0.0980684309485614936693572631,-0.1149020819461011029887222907,-0.1074380290818256886395413440,-0.1011477261284550745348150923,-0.0924212623597132316698688851,153,95,80,44,60,67,103
P10,tPad,Normal,Quarter,0.0579,-0.0525265352841644271921966756,-0.0231514600325836987212731740,-0.0350711555221352093672325881,-0.0464175761850337894653748074,-0.0233004327444263194512883046,-0.0326632203673877610114676090,-0.0374928755624871684350406346,352.5,578.5,447.5,375.5,561.5,481.5,430.5
P10,tPad,Normal,Quarter,0.0769,-0.0335265352841644271921966756,-0.0041514600325836987212731740,-0.0160711555221352093672325881,-0.0274175761850337894653748074,-0.0043004327444263194512883046,-0.0136632203673877610114676090,-0.0184928755624871684350406346,522.5,725.5,621.5,535.5,711.5,645.5,614.5
P10,tPad,Normal,Quarter,0.1078,-0.0026265352841644271921966756,0.0267485399674163012787268260,0.0148288444778647906327674119,0.0034824238149662105346251926,0.0265995672555736805487116954,0.0172367796326122389885323910,0.0124071244375128315649593654,749,886,833,770,883,839,822
P10,tPad,Normal,Quarter,0.0769,-0.0335265352841644271921966756,-0.0041514600325836987212731740,-0.0160711555221352093672325881,-0.0274175761850337894653748074,-0.0043004327444263194512883046,-0.0136632203673877610114676090,-0.0184928755624871684350406346,522.5,725.5,621.5,535.5,711.5,645.5,614.5
P10,tPad,Normal,Quarter,0.0579,-0.0525265352841644271921966756,-0.0231514600325836987212731740,-0.0350711555221352093672325881,-0.0464175761850337894653748074,-0.0233004327444263194512883046,-0.0326632203673877610114676090,-0.0374928755624871684350406346,352.5,578.5,447.5,375.5,561.5,481.5,430.5
P10,tPad,Normal,Quarter,0.0654,-0.0450265352841644271921966756,-0.0156514600325836987212731740,-0.0275711555221352093672325881,-0.0389175761850337894653748074,-0.0158004327444263194512883046,-0.0251632203673877610114676090,-0.0299928755624871684350406346,426,633,527,441,621,547,497
P10,tPad,Normal,Quarter,0.0748,-0.0356265352841644271921966756,-0.0062514600325836987212731740,-0.0181711555221352093672325881,-0.0295175761850337894653748074,-0.0064004327444263194512883046,-0.0157632203673877610114676090,-0.0205928755624871684350406346,507,713,591,513,701,634,593
P10,tPad,Normal,Quarter,0.0359,-0.0745265352841644271921966756,-0.0451514600325836987212731740,-0.0570711555221352093672325881,-0.0684175761850337894653748074,-0.0453004327444263194512883046,-0.0546632203673877610114676090,-0.0594928755624871684350406346,175,369,288,232,390,307,274
P10,tPad,Normal,Quarter,0.0568,-0.0536265352841644271921966756,-0.0242514600325836987212731740,-0.0361711555221352093672325881,-0.0475175761850337894653748074,-0.0244004327444263194512883046,-0.0337632203673877610114676090,-0.0385928755624871684350406346,345,569,440,368,556,468,421
P10,Normal,Normal,Half,0.0463,-0.0708740886017535763728657129,-0.0833932603890899375804532096,-0.0898257255440004190051898154,-0.0953119870010161726053556190,-0.1015748509213547446894195438,-0.0887575056897309495570924228,-0.0939366396903100069885776834,202,124,107,94,76,110,96
P10,Normal,Normal,Half,0,-0.1171740886017535763728657129,-0.1296932603890899375804532096,-0.1361257255440004190051898154,-0.1416119870010161726053556190,-0.1478748509213547446894195438,-0.1350575056897309495570924228,-0.1402366396903100069885776834,19.5,23.5,18.5,7.5,5.5,16.5,14.5
