Participant,Ticks,Device,Method,Size,Trial,Capture,TimeMillis,Offset,Angle,CaptureRatio,MissRatio,Damaged
P5,635138951881594602,tPad,Normal,ThreeQuarters,2,1,8827.5049,7.8252,47.1976,0,0,1
P5,635138951964029317,tPad,Normal,ThreeQuarters,2,2,4747.2715,8.983,50.2457,0,0,1
P5,635138952213233570,Normal,Normal,Quarter,0,0,13110.7498,2.8524,40.469,0,0,1
P5,635138952550472859,Normal,Normal,Quarter,0,1,29675.6973,0.7132,0.9719,0,0,0
P5,635138952729233084,Normal,Normal,Quarter,0,2,10571.6047,0.2938,0.7162,0,0,0
P5,635138952849349954,Normal,Normal,Quarter,1,0,9687.5541,0.0435,0.8488,0,0,0
P5,635138952963026456,Normal,Normal,Quarter,1,1,8235.471,0.0283,1.2018,0,0,0
P5,635138953074672842,Normal,Normal,Quarter,1,2,8475.4848,0.0727,3.9005,0,0,0
P5,635138953258613363,Normal,Normal,Quarter,2,0,16341.9347,0.1584,2.4628,0,0,0
P5,635138953384700575,Normal,Normal,Quarter,2,1,10162.5813,0.2439,2.583,0,0,0
P5,635138953530318903,Normal,Normal,Quarter,2,2,11496.6575,0.3319,1.1233,0,0,0
P5,635138953897269892,tPad,Clipped,Quarter,0,0,34579.9779,0.0358,0.7695,2.0441,0,0
P5,635138954034867762,tPad,Clipped,Quarter,0,1,11488.6571,0.1375,0.1402,1.298,0.0015,0
P5,635138954163345110,tPad,Clipped,Quarter,0,2,10587.6055,0.072,0.7515,1.2943,0,0
P5,635138954220378373,tPad,Clipped,Quarter,1,0,4175.2388,0.089,0.0831,4.0931,0,0
P5,635138954414299464,tPad,Clipped,Quarter,1,1,17166.9819,0.0792,4.229,1.4303,0,0
P5,635138954541336730,tPad,Clipped,Quarter,1,2,10811.6184,0.0647,2.8119,1.3957,0,0
P5,635138954686345024,tPad,Clipped,Quarter,2,0,12416.7102,0.0645,0.0575,1.2731,0,0
P5,635138954800341545,tPad,Clipped,Quarter,2,1,9111.5212,0.0383,0.3872,1.3371,0,0
P5,635138954969341211,tPad,Clipped,Quarter,2,2,14947.855,0.0889,0.2309,1.2844,0,0
P5,635138955180093265,tPad,Clipped,ThreeQuarters,0,0,10639.6085,0.0251,0.8441,1.2315,0,0
P5,635138955355173279,tPad,Clipped,ThreeQuarters,0,1,11387.6513,0.129,0.3621,1.2296,0,0
P5,635138955588616631,tPad,Clipped,ThreeQuarters,0,2,17668.0105,0.0795,0.7558,1.2142,0,0
P5,635138955730774762,tPad,Clipped,ThreeQuarters,1,0,10975.6277,0.0734,1.052,1.2598,0,0
P5,635138955903694653,tPad,Clipped,ThreeQuarters,1,1,14951.8552,0.0179,0.115,1.1712,0,0
P5,635138956108286355,tPad,Clipped,ThreeQuarters,1,2,17042.9748,0.0751,1.2747,1.2275,0,0
P5,635138956238323792,tPad,Clipped,ThreeQuarters,2,0,10170.5817,0.1441,1.8978,1.2325,0,0
P5,635138956347370030,tPad,Clipped,ThreeQuarters,2,1,9032.5167,0.0356,0.0428,1.2259,0,0
P5,635138956513849552,tPad,Clipped,ThreeQuarters,2,2,12443.7118,0.0537,0.7476,1.225,0,0
P5,635138956691009685,tPad,Clipped,Half,0,0,15691.8976,0.093,0.3471,1.4729,0,0
P5,635138956834247877,tPad,Clipped,Half,0,1,12771.7305,0.1131,0.0276,1.3726,0,0
P5,635138956983886436,tPad,Clipped,Half,0,2,13711.7842,0.1027,0.1255,1.395,0,0
P5,635138957105433388,tPad,Clipped,Half,1,0,10234.5854,0.0722,3.0308,1.2969,0,0
P5,635138957327766105,tPad,Clipped,Half,1,1,20900.1954,0.0506,0.3672,1.2761,0,0
P5,635138957509186482,tPad,Clipped,Half,1,2,14582.8341,0.041,0.3275,1.3048,0,0
P5,635138957655034824,tPad,Clipped,Half,2,0,12699.7264,0.0773,0.5136,1.3626,0,0
P5,635138957829314792,tPad,Clipped,Half,2,1,15723.8994,0.0762,0.591,1.2959,0,0
P5,635138958003794772,tPad,Clipped,Half,2,2,13743.7861,0.0576,0.6436,1.2934,0,0
P6,6.35139E+17,Normal,Clipped,ThreeQuarters,0,0,28179.6118,0.2949,0.6184,1.5193,0,0
P6,6.35139E+17,Normal,Clipped,ThreeQuarters,0,1,20226.1568,0.1844,0.2814,1.274,0,0
P6,6.35139E+17,Normal,Clipped,ThreeQuarters,0,2,16023.9165,0.1623,0.4274,1.26,0,0
P6,6.35139E+17,Normal,Clipped,ThreeQuarters,1,0,19918.1393,0.3044,0.3911,1.5156,0,0
P6,6.35139E+17,Normal,Clipped,ThreeQuarters,1,1,14716.8418,0.0705,0.2837,1.2075,0,0
P6,6.35139E+17,Normal,Clipped,ThreeQuarters,1,2,14390.8231,0.1435,1.2199,1.3569,0,0
P6,6.35139E+17,Normal,Clipped,ThreeQuarters,2,0,16911.9673,0.1116,0.7459,1.3232,0,0
P6,6.35139E+17,Normal,Clipped,ThreeQuarters,2,1,13171.7534,0.1452,0.6259,1.2451,0,0
P6,6.35139E+17,Normal,Clipped,ThreeQuarters,2,2,16719.9563,0.0948,0.0534,1.2013,0,0
P6,6.35139E+17,tPad,Normal,Quarter,0,0,40955.3425,3.6367,36.0923,0,0,1
P6,6.35139E+17,tPad,Normal,Quarter,0,1,10783.6168,2.6075,41.0196,0,0,1
P6,6.35139E+17,tPad,Normal,Quarter,0,2,4067.2327,0.0566,0.389,0,0,0
P6,6.35139E+17,tPad,Normal,Quarter,1,0,7295.4173,2.7386,37.7757,0,0,1
P6,6.35139E+17,tPad,Normal,Quarter,1,1,5883.3365,0.0778,0.785,0,0,0
P6,6.35139E+17,tPad,Normal,Quarter,1,2,7600.4347,2.8272,32.4211,0,0,1
P6,6.35139E+17,tPad,Normal,Quarter,2,0,4967.2841,0.0984,1.1966,0,0,0
P6,6.35139E+17,tPad,Normal,Quarter,2,1,5760.3294,3.208,33.1839,0,0,1
P6,6.35139E+17,tPad,Normal,Quarter,2,2,4220.2414,3.4325,29.9097,0,0,1
P6,6.35139E+17,Normal,Clipped,Half,0,0,10535.6026,0.1053,0.2814,1.1878,0,0
P6,6.35139E+17,Normal,Clipped,Half,0,1,16422.9394,0.1132,1.4399,1.3253,0,0
P6,6.35139E+17,Normal,Clipped,Half,0,2,32171.8401,0.1061,0.0863,1.1937,0,0
P6,6.35139E+17,Normal,Clipped,Half,1,0,13282.7598,0.087,1.1497,1.1548,0,0
P6,6.35139E+17,Normal,Clipped,Half,1,1,9618.5502,0.1166,0,1.2296,0,0
P6,6.35139E+17,Normal,Clipped,Half,1,2,7743.4429,0.1086,0.5536,1.2995,0,0
P6,6.35139E+17,Normal,Clipped,Half,2,0,6787.3882,0.1096,0,1.494,0,0
P6,6.35139E+17,Normal,Clipped,Half,2,1,10031.5738,0.0773,0.3064,1.2472,0,0
P6,6.35139E+17,Normal,Clipped,Half,2,2,10024.5734,0,0.0428,1.3289,0,0
P6,6.35139E+17,tPad,Normal,Half,0,0,32218.8428,0.0258,1.7029,0,0,0
P6,6.35139E+17,tPad,Normal,Half,0,1,5659.3237,0.0778,0.0668,0,0,0
P6,6.35139E+17,tPad,Normal,Half,0,2,4224.2416,0.0935,0.5041,0,0,0
P6,6.35139E+17,tPad,Normal,Half,1,0,4015.2297,0.0904,0.45,0,0,0
P6,6.35139E+17,tPad,Normal,Half,1,1,7498.4289,0.0931,0.8543,0,0,0
P6,6.35139E+17,tPad,Normal,Half,1,2,5611.3209,0.0572,1.7353,0,0,0
P6,6.35139E+17,tPad,Normal,Half,2,0,4951.2832,0.0746,0.7515,0,0,0
P6,6.35139E+17,tPad,Normal,Half,2,1,4695.2685,0.0566,0.7917,0,0,0
P6,6.35139E+17,tPad,Normal,Half,2,2,3588.2053,0.0408,1.1742,0,0,0
P6,6.35139E+17,Normal,Clipped,Quarter,0,0,20897.1952,0.0939,1.7723,1.4545,0,0
P6,6.35139E+17,Normal,Clipped,Quarter,0,1,14668.839,0.0596,1.6736,1.3155,0,0
P6,6.35139E+17,Normal,Clipped,Quarter,0,2,13823.7907,0.0885,1.1017,1.3379,0,0
P6,6.35139E+17,Normal,Clipped,Quarter,1,0,10127.5793,0.0259,0.4897,1.554,0,0
P6,6.35139E+17,Normal,Clipped,Quarter,1,1,11889.68,0.0709,0.9535,1.3848,0,0
P6,6.35139E+17,Normal,Clipped,Quarter,1,2,12282.7025,0.0467,0.3603,1.5132,0,0
P6,6.35139E+17,Normal,Clipped,Quarter,2,0,18079.0341,0.0998,0.0735,1.582,0,0
P6,6.35139E+17,Normal,Clipped,Quarter,2,1,9719.5559,0.1202,0,1.4433,0,0
P6,6.35139E+17,Normal,Clipped,Quarter,2,2,9604.5494,0.0993,0.4952,1.375,0,0
P6,6.35139E+17,tPad,Normal,ThreeQuarters,0,0,25679.4688,0.1093,0.1338,0,0,0
P6,6.35139E+17,tPad,Normal,ThreeQuarters,0,1,5233.2993,0.0512,0.6349,0,0,0
P6,6.35139E+17,tPad,Normal,ThreeQuarters,0,2,3309.1892,0.1082,1.7237,0,0,0
P6,6.35139E+17,tPad,Normal,ThreeQuarters,1,0,3032.1734,0.0911,0.0928,0,0,0
P6,6.35139E+17,tPad,Normal,ThreeQuarters,1,1,3035.1736,0.0543,0.1182,0,0,0
P6,6.35139E+17,tPad,Normal,ThreeQuarters,1,2,3375.193,0.0743,1.4634,0,0,0
P6,6.35139E+17,tPad,Normal,ThreeQuarters,2,0,2928.1675,0.0364,0.9511,0,0,0
P6,6.35139E+17,tPad,Normal,ThreeQuarters,2,1,2916.1668,0.0361,2.5178,0,0,0
P6,6.35139E+17,tPad,Normal,ThreeQuarters,2,2,4131.2363,0.0904,0.432,0,0,0
P6,6.35139E+17,Normal,Normal,ThreeQuarters,0,0,9692.5544,0.083,0.1628,0,0,0
P6,6.35139E+17,Normal,Normal,ThreeQuarters,0,1,8051.4606,0,2.3137,0,0,0
P6,6.35139E+17,Normal,Normal,ThreeQuarters,0,2,4288.2452,0.0402,0.6987,0,0,0
P6,6.35139E+17,Normal,Normal,ThreeQuarters,1,0,4647.2658,0.0943,1.6227,0,0,0
P6,6.35139E+17,Normal,Normal,ThreeQuarters,1,1,5116.2927,0.0889,2.3579,0,0,0
P6,6.35139E+17,Normal,Normal,ThreeQuarters,1,2,5511.3153,0.091,0.5041,0,0,0
P6,6.35139E+17,Normal,Normal,ThreeQuarters,2,0,5811.3324,0.159,0,0,0,0
P6,6.35139E+17,Normal,Normal,ThreeQuarters,2,1,5024.2874,0.1036,0.5768,0,0,0
P6,6.35139E+17,Normal,Normal,ThreeQuarters,2,2,6160.3523,0.107,3.1701,0,0,0
P6,6.35139E+17,tPad,Clipped,Quarter,0,0,21935.2546,0.0579,0.3677,1.9467,0,0
P6,6.35139E+17,tPad,Clipped,Quarter,0,1,9983.571,0.0181,2.8627,1.4534,0,0
P6,6.35139E+17,tPad,Clipped,Quarter,0,2,7077.4048,0.1221,0.4444,1.3502,0,0
P6,6.35139E+17,tPad,Clipped,Quarter,1,0,7316.4185,0.074,0.636,1.2846,0,0
P6,6.35139E+17,tPad,Clipped,Quarter,1,1,6115.3498,0.0647,0.7201,1.5938,0,0
P6,6.35139E+17,tPad,Clipped,Quarter,1,2,11435.6541,0.0725,4.2542,1.5246,0,0
P6,6.35139E+17,tPad,Clipped,Quarter,2,0,8779.5021,0.1565,0.2863,1.6309,0,0
P6,6.35139E+17,tPad,Clipped,Quarter,2,1,15083.8627,0.0543,0.9349,1.3267,0,0
P6,6.35139E+17,tPad,Clipped,Quarter,2,2,10924.6249,0.074,1.1499,1.4952,0,0
P6,6.35139E+17,Normal,Normal,Half,0,0,7012.401,0.0951,1.9092,0,0,0
P6,6.35139E+17,Normal,Normal,Half,0,1,5413.3096,0.0441,0.8637,0,0,0
P6,6.35139E+17,Normal,Normal,Half,0,2,6084.348,0.0934,2.1113,0,0,0
P6,6.35139E+17,Normal,Normal,Half,1,0,7435.4253,0.0828,1.7014,0,0,0
P6,6.35139E+17,Normal,Normal,Half,1,1,5267.3013,0.199,0.3515,0,0,0
P6,6.35139E+17,Normal,Normal,Half,1,2,7463.4269,0.105,1.7715,0,0,0
P6,6.35139E+17,Normal,Normal,Half,2,0,5422.3101,0.0947,1.0878,0,0,0
P6,6.35139E+17,Normal,Normal,Half,2,1,5715.3269,0.174,2.035,0,0,0
P6,6.35139E+17,Normal,Normal,Half,2,2,7824.4476,0.1057,1.3721,0,0,0
P6,6.35139E+17,tPad,Clipped,Half,0,0,27529.5747,0.0646,2.7999,0.9868,0.0428,0
P6,6.35139E+17,tPad,Clipped,Half,0,1,8099.4633,0.1516,0.4801,0.9546,0.0765,0
P6,6.35139E+17,tPad,Clipped,Half,0,2,3919.2242,0.0572,0.1255,0.9956,0.0328,0
P6,6.35139E+17,tPad,Clipped,Half,1,0,5667.3242,0.0734,0.2551,0.9678,0.0691,0
P6,6.35139E+17,tPad,Clipped,Half,1,1,3732.2134,0.0665,0.1426,0.9841,0.0553,0
P6,6.35139E+17,tPad,Clipped,Half,1,2,4851.2775,0.0993,0.6891,0.9879,0.0453,0
P6,6.35139E+17,tPad,Clipped,Half,2,0,4096.2343,0.058,0.4053,0.9845,0.0594,0
P6,6.35139E+17,tPad,Clipped,Half,2,1,3991.2283,0.054,0.1097,0.9745,0.0462,0
P6,6.35139E+17,tPad,Clipped,Half,2,2,4480.2562,0.0566,0.4907,0.974,0.0394,0
P6,6.35139E+17,Normal,Normal,Quarter,0,0,6387.3654,0.0623,0.6095,0,0,0
P6,6.35139E+17,Normal,Normal,Quarter,0,1,6599.3775,0.1234,1.8476,0,0,0
P6,6.35139E+17,Normal,Normal,Quarter,0,2,4576.2617,0.0004,1.828,0,0,0
P6,6.35139E+17,Normal,Normal,Quarter,1,0,5367.307,0.053,2.2724,0,0,0
P6,6.35139E+17,Normal,Normal,Quarter,1,1,6974.3989,0.0901,1.3577,0,0,0
P6,6.35139E+17,Normal,Normal,Quarter,1,2,3739.2139,0.1156,0,0,0,0
P6,6.35139E+17,Normal,Normal,Quarter,2,0,6075.3475,0.0747,0.5509,0,0,0
P6,6.35139E+17,Normal,Normal,Quarter,2,1,6858.3923,0.0498,2.0026,0,0,0
P6,6.35139E+17,Normal,Normal,Quarter,2,2,6443.3685,0.0544,0,0,0,0
P6,6.35139E+17,tPad,Clipped,ThreeQuarters,0,0,11701.6693,0.1985,0.0439,1.1484,0,0
P6,6.35139E+17,tPad,Clipped,ThreeQuarters,0,1,2392.1368,0.1711,1.5362,1.2568,0,0
P6,6.35139E+17,tPad,Clipped,ThreeQuarters,0,2,4015.2297,0.1482,0.4552,1.3005,0,0
P6,6.35139E+17,tPad,Clipped,ThreeQuarters,1,0,2347.1342,0.1463,0.7204,1.2704,0,0
P6,6.35139E+17,tPad,Clipped,ThreeQuarters,1,1,1791.1025,0.1839,0.4154,0.4183,0.5817,0
P6,6.35139E+17,tPad,Clipped,ThreeQuarters,1,2,6.35E+13,0.1638,1.0136,1.3088,0,0
P6,6.35139E+17,tPad,Clipped,ThreeQuarters,2,0,8176.4677,0.0406,1.0823,1.2597,0,0
P6,6.35139E+17,tPad,Clipped,ThreeQuarters,2,1,7423.4246,0.0748,0.2587,1.349,0,0
P6,6.35139E+17,tPad,Clipped,ThreeQuarters,2,2,2352.1345,0.052,1.3489,1.1724,0,0
P7,635139090949878946,tPad,Normal,Quarter,0,0,32011.831,0.1104,1.8798,0,0,0
P7,635139091109668085,tPad,Normal,Quarter,0,1,12971.7419,0.0989,2.0793,0,0,0
P7,635139091218904333,tPad,Normal,Quarter,0,2,6551.3747,0.0752,0.967,0,0,0
P7,635139091294018630,tPad,Normal,Quarter,1,0,6639.3798,0.0881,0.1862,0,0,0
P7,635139091377823423,tPad,Normal,Quarter,1,1,7443.4257,0.0176,1.1545,0,0,0
P7,635139091415465576,tPad,Normal,Quarter,1,2,2864.1638,0.0629,0.577,0,0,0
P7,635139091485779598,tPad,Normal,Quarter,2,0,6127.3505,0.0713,1.1532,0,0,0
P7,635139091530022128,tPad,Normal,Quarter,2,1,3667.2097,0.039,0.6427,0,0,0
P7,635139091586265345,tPad,Normal,Quarter,2,2,4928.2819,0.0386,0.5603,0,0,0
P7,635139091682780866,tPad,Normal,Half,0,0,8979.5136,0.1039,1.9745,0,0,0
P7,635139091706382215,tPad,Normal,Half,0,1,1508.0862,0.1249,2.7058,0,0,0
P7,635139091757775155,tPad,Normal,Half,0,2,4159.2379,0.1977,0.1359,0,0,0
P7,635139091806697953,tPad,Normal,Half,1,0,4355.2491,0.1607,1.4857,0,0,0
P7,635139091923214618,tPad,Normal,Half,1,1,11131.6367,0.1375,1.8347,0,0,0
P7,635139091987098271,tPad,Normal,Half,1,2,5671.3243,0.1274,0.7448,0,0,0
P7,635139092011299656,tPad,Normal,Half,2,0,1892.1082,0.1031,1.233,0,0,0
P7,635139092028470638,tPad,Normal,Half,2,1,1257.0719,0.1087,2.0825,0,0,0
P7,635139092075333318,tPad,Normal,Half,2,2,4171.2386,0.1232,0.6335,0,0,0
P7,635139092837056886,Normal,Clipped,ThreeQuarters,0,0,75731.3316,0.956,1.8581,1.9199,0,0
P7,635139093076570586,Normal,Clipped,ThreeQuarters,0,1,18368.0506,0.1628,0.6576,1.2924,0,0
P7,635139093247690373,Normal,Clipped,ThreeQuarters,0,2,13555.7753,0.2396,0.3343,1.4089,0,0
P7,635139093472043205,Normal,Clipped,ThreeQuarters,1,0,19875.1367,0.1218,2.4437,1.307,0,0
P7,635139093605240824,Normal,Clipped,ThreeQuarters,1,1,11690.6687,0.354,0.1567,1.48,0,0
P7,635139093844884531,Normal,Clipped,ThreeQuarters,1,2,15307.8756,0.1543,0.4755,1.4065,0,0
P7,635139093978322163,Normal,Clipped,ThreeQuarters,2,0,9079.5193,0.1919,3.9198,1.3448,0,0
P7,635139094084678246,Normal,Clipped,ThreeQuarters,2,1,7423.4246,0.2021,1.7687,1.3962,0,0
P7,635139094196764657,Normal,Clipped,ThreeQuarters,2,2,9659.5525,0.4427,1.7889,1.6323,0,0
P7,635139094455519457,tPad,Normal,ThreeQuarters,0,0,13795.7891,8.5105,38.3675,0,0,1
P7,635139094523163326,tPad,Normal,ThreeQuarters,0,1,5605.3206,8.8229,24.3045,0,0,1
P7,635139094610078297,tPad,Normal,ThreeQuarters,0,2,7907.4522,5.5376,24.2182,0,0,1
P7,635139094622078984,tPad,Normal,ThreeQuarters,1,0,6.35139E+13,7.0242,29.0361,0,0,1
P7,635139094690042871,tPad,Normal,ThreeQuarters,1,1,6388.3654,7.4683,27.8381,0,0,1
P7,635139094738635650,tPad,Normal,ThreeQuarters,1,2,4339.2481,7.567,29.2299,0,0,1
P7,635139094790318607,tPad,Normal,ThreeQuarters,2,0,4623.2645,7.9132,30.8157,0,0,1
P7,635139094843921672,tPad,Normal,ThreeQuarters,2,1,4456.2548,7.7548,24.3994,0,0,1
P7,635139094902355015,tPad,Normal,ThreeQuarters,2,2,5403.3091,8.307,31.31,0,0,1
P7,635139095425674947,Normal,Clipped,Half,0,0,51863.9665,0.5852,2.1442,1.7316,0,0
P7,635139095616635869,Normal,Clipped,Half,0,1,15647.895,0.1607,1.0984,1.1977,0.0024,0
P7,635139095724872060,Normal,Clipped,Half,0,2,9071.5189,0.1661,0.5678,1.2039,0.0027,0
P7,635139095968065970,Normal,Clipped,Half,1,0,22775.3027,0.113,0.4636,1.4199,0,0
P7,635139096083432568,Normal,Clipped,Half,1,1,10532.6024,0.2051,2.712,1.4198,0,0
P7,635139096265342973,Normal,Clipped,Half,1,2,16970.9707,0.1562,0.7725,1.382,0,0
P7,635139096320066103,Normal,Clipped,Half,2,0,4263.2438,0.0902,2.3373,1.2084,0.0005,0
P7,635139096434982676,Normal,Clipped,Half,2,1,9615.55,0.2535,3.6124,1.7231,0,0
P7,635139096649784962,Normal,Clipped,Half,2,2,16635.9515,0.1207,1.0341,1.3361,0,0
P7,635139097453460930,tPad,Clipped,Quarter,0,0,75974.3455,0.1266,1.0035,4.072,0,0
P7,635139097581578257,tPad,Clipped,Quarter,0,1,11819.676,0.2089,1.6095,3.999,0,0
P7,635139097636221383,tPad,Clipped,Quarter,0,2,3865.2211,0.1589,1.1222,4.0895,0,0
P7,635139097745337624,tPad,Clipped,Quarter,1,0,10375.5935,0.1581,1.2172,3.9468,0,0
P7,635139097769098983,tPad,Clipped,Quarter,1,1,1832.1048,0.1388,0.8425,4.0242,0,0
P7,635139097821932005,tPad,Clipped,Quarter,1,2,4391.2512,0.1635,0.6664,4.0935,0,0
P7,635139097941178825,tPad,Clipped,Quarter,2,0,11459.6554,0.1015,0.2551,1.4308,0.0013,0
P7,635139098038894414,tPad,Clipped,Quarter,2,1,9047.5174,0.1624,0.4239,1.6959,0,0
P7,635139098127969509,tPad,Clipped,Quarter,2,2,7911.4525,0.0953,1.6665,1.7639,0,0
P7,635139098588175832,Normal,Clipped,Quarter,0,0,18584.063,0.5092,0.5787,2.9859,0,0
P7,635139098786407170,Normal,Clipped,Quarter,0,1,14355.8211,0,4.4683,1.9395,0,0
P7,635139098957596961,Normal,Clipped,Quarter,0,2,13234.757,0.2006,4.5701,1.7591,0,0
P7,635139099095804866,Normal,Clipped,Quarter,1,0,12315.7044,0.1654,1.2842,2.0537,0,0
P7,635139099287245816,Normal,Clipped,Quarter,1,1,17876.0224,0.2454,1.5556,2.0672,0,0
P7,635139099416523210,Normal,Clipped,Quarter,1,2,11758.6725,0.1933,9.5009,2.6711,0,0
P7,635139099563781633,Normal,Clipped,Quarter,2,0,11101.635,0.0858,9.8029,2.484,0,0
P7,635139099655126858,Normal,Clipped,Quarter,2,1,6708.3837,0.1585,1.1465,2.5662,0,0
P7,635139099764123092,Normal,Clipped,Quarter,2,2,9615.55,0.2659,2.4689,2.8477,0,0
P7,635139100101622396,tPad,Clipped,Half,0,0,32233.8437,4.9466,47.7766,7.3833,0,1
P7,635139100216038940,tPad,Clipped,Half,0,1,3520.2013,4.0868,42.5769,8.5476,0,1
P7,635139100298603662,tPad,Clipped,Half,0,2,3800.2173,5.3319,41.3277,9.2207,0,1
P7,635139100378158213,tPad,Clipped,Half,1,0,6631.3793,5.6327,46.5291,8.5594,0,1
P7,635139100475473779,tPad,Clipped,Half,1,1,4811.2752,5.4059,41.564,8.4195,0,1
P7,635139100577399609,tPad,Clipped,Half,1,2,9663.5528,5.5209,46.1233,10.001,0,1
P7,635139100674315152,tPad,Clipped,Half,2,0,3576.2046,6.4204,47.0497,8.1646,0,1
P7,635139100777511054,tPad,Clipped,Half,2,1,3459.1978,6.3131,42.3736,9.6695,0,1
P7,635139100887327335,tPad,Clipped,Half,2,2,6145.3514,6.0303,32.5588,10.4363,0,1
P7,635139101287510225,Normal,Normal,ThreeQuarters,0,0,9703.555,0.3366,0.2099,0,0,0
P7,635139101383545718,Normal,Normal,ThreeQuarters,0,1,3890.2226,0.0221,3.6522,0,0,0
P7,635139101461670186,Normal,Normal,ThreeQuarters,0,2,2448.14,0.4792,3.8506,0,0,0
P7,635139101537944549,Normal,Normal,ThreeQuarters,1,0,3284.1879,0.323,1.0053,0,0,0
P7,635139101599188052,Normal,Normal,ThreeQuarters,1,1,2443.1398,0.2301,1.3575,0,0,0
P7,635139101649710941,Normal,Normal,ThreeQuarters,1,2,1936.1107,0.1499,1.1812,0,0,0
P7,635139101729465503,Normal,Normal,ThreeQuarters,2,0,4039.231,0.5313,0.507,0,0,0
P7,635139101783348585,Normal,Normal,ThreeQuarters,2,1,1916.1096,0.2469,4.4716,0,0,0
P7,635139101828231152,Normal,Normal,ThreeQuarters,2,2,2876.1645,0.1445,3.3945,0,0,0
P7,635139102588944662,tPad,Clipped,ThreeQuarters,0,0,74127.2398,0.3624,0.2947,1.3767,0.0002,0
P7,635139102704741286,tPad,Clipped,ThreeQuarters,0,1,7395.423,0.2016,0.3088,1.1727,0,0
P7,635139102767664885,tPad,Clipped,ThreeQuarters,0,2,4988.2854,0.1391,0.5183,1.5672,0,0
P7,635139102873940963,tPad,Clipped,ThreeQuarters,1,0,9455.5408,0.1975,1.1802,1.8089,0,0
P7,635139103002258303,tPad,Clipped,ThreeQuarters,1,1,8207.4695,0.1793,0.78,1.5387,0,0
P7,635139103141416262,tPad,Clipped,ThreeQuarters,1,2,3295.1885,0.0986,0.5091,1.3298,0,0
P7,635139103346818010,tPad,Clipped,ThreeQuarters,2,0,10607.6067,0.1516,2.6045,1.279,0,0
P7,635139103491126264,tPad,Clipped,ThreeQuarters,2,1,10242.5858,0.1499,0.1807,1.6902,0,0
P7,635139103570850824,tPad,Clipped,ThreeQuarters,2,2,5079.2905,0.2136,0.0937,1.2404,0,0
P7,635139104353805607,Normal,Normal,Half,0,0,6543.3743,0.2523,0.4621,0,0,0
P7,635139104397928130,Normal,Normal,Half,0,1,2771.1585,0.1079,0.7673,0,0,0
P7,635139104455411418,Normal,Normal,Half,0,2,4731.2706,0.7183,3.3513,0,0,0
P7,635139104532525829,Normal,Normal,Half,1,0,3613.2067,0.1289,1.6135,0,0,0
P7,635139104694685104,Normal,Normal,Half,1,1,7319.4187,0.0884,8.2463,0,0,0
P7,635139104818602192,Normal,Normal,Half,1,2,3739.2139,0.1527,4.3276,0,0,0
P7,635139104902286978,Normal,Normal,Half,2,0,5315.304,0.1319,2.3373,0,0,0
P7,635139104931808667,Normal,Normal,Half,2,1,2056.1176,0.0604,1.1458,0,0,0
P7,635139104984331671,Normal,Normal,Half,2,2,4524.2588,0.0979,0.5968,0,0,0
P7,635139105189363398,Normal,Normal,Quarter,0,0,17928.0254,0.0981,1.014,0,0,0
P7,635139105268167905,Normal,Normal,Quarter,0,1,3847.22,0.1343,4.6859,0,0,0
P7,635139105300759769,Normal,Normal,Quarter,0,2,1839.1052,0.0617,6.4175,0,0,0
P7,635139105514762010,Normal,Normal,Quarter,1,0,17198.9838,0.1598,2.224,0,0,0
P7,635139105642519317,Normal,Normal,Quarter,1,1,2655.1519,0.0515,15.5809,0,0,0
P7,635139105671000946,Normal,Normal,Quarter,1,2,1147.0656,0.1611,18.6102,0,0,0
P7,635139105769516581,Normal,Normal,Quarter,2,0,8939.5113,0.2499,14.0618,0,0,0
P7,635139105829520013,Normal,Normal,Quarter,2,1,2711.1551,0.2735,1.325,0,0,0
P7,635139106003199947,Normal,Normal,Quarter,2,2,8475.4848,0.1841,19.406,0,0,0
P8,635139750508296817,tPad,Normal,Half,0,0,10602.6064,7.5245,34.992,0,0,1
P8,635139750571810450,tPad,Normal,Half,0,1,1559.0892,5.0855,37.515,0,0,1
P8,635139750676216421,tPad,Normal,Half,0,2,9195.5259,0.1102,1.2189,0,0,0
P8,635139750738870005,tPad,Normal,Half,1,0,5333.3051,7.137,31.8855,0,0,1
P8,635139750807973957,tPad,Normal,Half,1,1,6007.3436,7.1483,35.7314,0,0,1
P8,635139750869657486,tPad,Normal,Half,1,2,5435.3109,0.0744,0.779,0,0,0
P8,635139750947451935,tPad,Normal,Half,2,0,6319.3614,6.0576,33.7307,0,0,1
P8,635139751126452173,tPad,Normal,Half,2,1,17115.9789,0.1564,2.2775,0,0,0
P8,635139751382726831,tPad,Normal,Half,2,2,24107.3788,0.1024,1.3071,0,0,0
P8,635139751528285157,tPad,Normal,ThreeQuarters,0,0,13646.7806,10.5154,30.8885,0,0,1
P8,635139751593808905,tPad,Normal,ThreeQuarters,0,1,5252.3005,0.3027,0.9185,0,0,0
P8,635139751615330136,tPad,Normal,ThreeQuarters,0,2,1244.0712,0.433,0.5917,0,0,0
P8,635139751677853712,tPad,Normal,ThreeQuarters,1,0,5420.3101,0.185,0.9623,0,0,0
P8,635139751697844855,tPad,Normal,ThreeQuarters,1,1,1282.0733,0.2891,0.6734,0,0,0
P8,635139751750047841,tPad,Normal,ThreeQuarters,1,2,3340.1911,0.1312,0.3587,0,0,0
