Participant,Device,Method,Size,TimeMillis,aligned(TimeMillis) for Device,aligned(TimeMillis) for Method,aligned(TimeMillis) for Device*Method,aligned(TimeMillis) for Size,aligned(TimeMillis) for Device*Size,aligned(TimeMillis) for Method*Size,aligned(TimeMillis) for Device*Method*Size,ART(TimeMillis) for Device,ART(TimeMillis) for Method,ART(TimeMillis) for Device*Method,ART(TimeMillis) for Size,ART(TimeMillis) for Device*Size,ART(TimeMillis) for Method*Size,ART(TimeMillis) for Device*Method*Size
P2,tPad,Normal,ThreeQuarters,5279.302,-2794.643118699238578680203045,-4696.5243492816590969810312581,-524.228232130280872120712287,-1409.187086267305029995385325,-1814.179664177937436793684769,-819.266579913948666042462103,116.302569543973741527184371,517,423,754,660,615,736,823
P2,tPad,Normal,ThreeQuarters,4491.2568,-3582.688318699238578680203045,-5484.5695492816590969810312581,-1312.273432130280872120712287,-2197.232286267305029995385325,-2602.224864177937436793684769,-1607.311779913948666042462103,-671.742630456026258472815629,443,340,667,575,537,644,748
P2,tPad,Normal,ThreeQuarters,4200.2402,-3873.704918699238578680203045,-5775.5861492816590969810312581,-1603.290032130280872120712287,-2488.248886267305029995385325,-2893.241464177937436793684769,-1898.328379913948666042462103,-962.759230456026258472815629,408,314,628,541,498,619,722
P2,tPad,Normal,ThreeQuarters,3355.1919,-4718.753218699238578680203045,-6620.6344492816590969810312581,-2448.338332130280872120712287,-3333.297186267305029995385325,-3738.289764177937436793684769,-2743.376679913948666042462103,-1807.807530456026258472815629,318,235,527,439,407,508,622
P2,tPad,Normal,ThreeQuarters,3168.1812,-4905.763918699238578680203045,-6807.6451492816590969810312581,-2635.349032130280872120712287,-3520.307886267305029995385325,-3925.300464177937436793684769,-2930.387379913948666042462103,-1994.818230456026258472815629,299,220,509,419,389,479,597
P2,tPad,Normal,ThreeQuarters,3008.1721,-5065.773018699238578680203045,-6967.6542492816590969810312581,-2795.358132130280872120712287,-3680.316986267305029995385325,-4085.309564177937436793684769,-3090.396479913948666042462103,-2154.827330456026258472815629,272,200,485,394,366,459,573
P2,tPad,Normal,Half,3935.2251,-3754.2333895237066637865860237,-5656.1146201061271820874142368,-1483.8185029547489572270952657,-887.0781524509919014305290567,-330.2469734652570696028360437,-3053.2468563543391419755829607,-3878.6064910180335336145487007,418.5,324.5,642.5,723.5,763.5,466.5,387.5
P2,tPad,Normal,Half,3384.1936,-4305.2648895237066637865860237,-6207.1461201061271820874142368,-2034.8500029547489572270952657,-1438.1096524509919014305290567,-881.2784734652570696028360437,-3604.2783563543391419755829607,-4429.6379910180335336145487007,361,270,580,658,710,399,337
P2,tPad,Normal,Half,5467.3127,-2222.1457895237066637865860237,-4124.0270201061271820874142368,48.2690970452510427729047343,645.0094475490080985694709433,1201.8406265347429303971639563,-1521.1592563543391419755829607,-2346.5188910180335336145487007,577,478,798,855,882,658,551
P2,tPad,Normal,Half,3496.2,-4193.2584895237066637865860237,-6095.1397201061271820874142368,-1922.8436029547489572270952657,-1326.1032524509919014305290567,-769.2720734652570696028360437,-3492.2719563543391419755829607,-4317.6315910180335336145487007,367,277,588,668,720,409,349
P2,tPad,Normal,Half,3723.2129,-3966.2455895237066637865860237,-5868.1268201061271820874142368,-1695.8307029547489572270952657,-1099.0903524509919014305290567,-542.2591734652570696028360437,-3265.2590563543391419755829607,-4090.6186910180335336145487007,390,299,612,696,747,439,367
P2,tPad,Normal,Half,4902.2804,-2787.1780895237066637865860237,-4689.0593201061271820874142368,-516.7632029547489572270952657,79.9771475490080985694709433,636.8083265347429303971639563,-2086.1915563543391419755829607,-2911.5511910180335336145487007,519,424,755,811,850,590,485
P2,tPad,Normal,Half,4264.2439,-3425.2145895237066637865860237,-5327.0958201061271820874142368,-1154.7997029547489572270952657,-558.0593524509919014305290567,-1.2281734652570696028360437,-2724.2280563543391419755829607,-3549.5876910180335336145487007,461,361,688,758,800,511,424
P2,tPad,Normal,Half,4712.2695,-2977.1889895237066637865860237,-4879.0702201061271820874142368,-706.7741029547489572270952657,-110.0337524509919014305290567,446.7974265347429303971639563,-2276.2024563543391419755829607,-3101.5620910180335336145487007,502,403,733,797,841,567,469
P2,tPad,Normal,Half,3715.2125,-3974.2459895237066637865860237,-5876.1272201061271820874142368,-1703.8311029547489572270952657,-1107.0907524509919014305290567,-550.2595734652570696028360437,-3273.2594563543391419755829607,-4098.6190910180335336145487007,389,298,611,695,746,438,366
P3,Normal,Normal,ThreeQuarters,7690.4399,1057.944623826789599088366311,-4547.5900666541080765728679931,-1300.219563150097869765058041,-1260.252803639754009587222060,-46.928526371641411525385420,-670.332297286397645634298838,-1869.604231885880402640848785,862,439,668,681,795,751,613
P3,Normal,Normal,ThreeQuarters,6835.391,202.895723826789599088366311,-5402.6389666541080765728679931,-2155.268463150097869765058041,-2115.301703639754009587222060,-901.977426371641411525385420,-1525.381197286397645634298838,-2724.653131885880402640848785,799,355,571,589,705,657,506
P3,Normal,Normal,ThreeQuarters,5288.3025,-1344.192776173210400911633689,-6949.7274666541080765728679931,-3702.356963150097869765058041,-3662.390203639754009587222060,-2449.065926371641411525385420,-3072.469697286397645634298838,-4271.741631885880402640848785,675,202,387,399,558,463,354
P3,Normal,Normal,ThreeQuarters,5921.3387,-711.156576173210400911633689,-6316.6912666541080765728679931,-3069.320763150097869765058041,-3029.354003639754009587222060,-1816.029726371641411525385420,-2439.433497286397645634298838,-3638.705431885880402640848785,735,259,458,479,614,549,417
P3,Normal,Normal,ThreeQuarters,4912.281,-1720.214276173210400911633689,-7325.7489666541080765728679931,-4078.378463150097869765058041,-4038.411703639754009587222060,-2825.087426371641411525385420,-3448.491197286397645634298838,-4647.763131885880402640848785,640,171,346,358,502,418,319
P3,Normal,Normal,ThreeQuarters,7355.4207,722.925423826789599088366311,-4882.6092666541080765728679931,-1635.238763150097869765058041,-1595.272003639754009587222060,-381.947726371641411525385420,-1005.351497286397645634298838,-2204.623431885880402640848785,840,402,623,643,759,707,565
P3,Normal,Normal,ThreeQuarters,5035.288,-1597.207276173210400911633689,-7202.7419666541080765728679931,-3955.371463150097869765058041,-3915.404703639754009587222060,-2702.080426371641411525385420,-3325.484197286397645634298838,-4524.756131885880402640848785,654,179,359,369,521,436,330
P3,Normal,Normal,ThreeQuarters,4744.2713,-1888.223976173210400911633689,-7493.7586666541080765728679931,-4246.388163150097869765058041,-4206.421403639754009587222060,-2993.097126371641411525385420,-3616.500897286397645634298838,-4815.772831885880402640848785,628,165,336,345,486,397,302
P3,Normal,Normal,ThreeQuarters,5407.3093,-1225.185976173210400911633689,-6830.7206666541080765728679931,-3583.350163150097869765058041,-3543.383403639754009587222060,-2330.059126371641411525385420,-2953.462897286397645634298838,-4152.734831885880402640848785,687,218,399,417,572,475,363
P3,Normal,Clipped,Quarter,21559.2332,5652.983616817925447367071733,7297.257438344251713914299761,4522.070991158901647107081565,3265.588591939827875413382153,4624.358247401503180928551637,2977.683964214425657356774659,4462.101542908889750947756198,1029,1056,1019,977,1024,979,1015
P3,Normal,Clipped,Quarter,27895.5956,11989.346016817925447367071733,13633.619838344251713914299761,10858.433391158901647107081565,9601.950991939827875413382153,10960.720647401503180928551637,9314.046364214425657356774659,10798.463942908889750947756198,1113,1117,1109,1103,1111,1095,1111
P3,Normal,Clipped,Quarter,32322.8488,16416.599216817925447367071733,18060.873038344251713914299761,15285.686591158901647107081565,14029.204191939827875413382153,15387.973847401503180928551637,13741.299564214425657356774659,15225.717142908889750947756198,1139,1142,1138,1134,1139,1133,1136
P3,Normal,Clipped,Quarter,23704.3558,7798.106216817925447367071733,9442.380038344251713914299761,6667.193591158901647107081565,5410.711191939827875413382153,6769.480847401503180928551637,5122.806564214425657356774659,6607.224142908889750947756198,1068,1078,1062,1039,1065,1029,1064
P3,Normal,Clipped,Quarter,17684.0114,1777.761816817925447367071733,3422.035638344251713914299761,646.849191158901647107081565,-609.633208060172124586617847,749.136447401503180928551637,-897.537835785574342643225341,586.879742908889750947756198,902,952,857,752,858,723,858
P3,Normal,Clipped,Quarter,15363.8787,-542.370883182074552632928267,1101.902938344251713914299761,-1673.283508841098352892918435,-2929.765908060172124586617847,-1570.996252598496819071448363,-3217.670535785574342643225341,-1733.252957091110249052243802,743,834,616,490,639,445,638
P3,Normal,Clipped,Quarter,12603.7208,-3302.528783182074552632928267,-1658.254961655748286085700239,-4433.441408841098352892918435,-5689.923808060172124586617847,-4331.154152598496819071448363,-5977.828435785574342643225341,-4493.410857091110249052243802,477,671,322,231,346,211,332
P3,Normal,Clipped,Quarter,16099.9208,193.671216817925447367071733,1837.945038344251713914299761,-937.241408841098352892918435,-2193.723808060172124586617847,-834.954152598496819071448363,-2481.628435785574342643225341,-997.210857091110249052243802,797,880,715,577,715,543,719
P3,Normal,Clipped,Quarter,16028.9168,122.667216817925447367071733,1766.941038344251713914299761,-1008.245408841098352892918435,-2264.727808060172124586617847,-905.958152598496819071448363,-2552.632435785574342643225341,-1068.214857091110249052243802,787,871,705,562,704,528,706
P3,Normal,Normal,Half,6879.3935,-688.177112475003845562221196,-6293.7118029559015212234555001,-3046.341299451891314415645548,-1524.675335300766240566570320,-4119.225827620322822654472596,-3690.844039204113481111624224,-561.784265963851259006850484,737,264,463,651,364,394,758
P3,Normal,Normal,Half,7435.4253,-132.145312475003845562221196,-5737.6800029559015212234555001,-2490.309499451891314415645548,-968.643535300766240566570320,-3563.194027620322822654472596,-3134.812239204113481111624224,-5.752465963851259006850484,773.5,315.5,520.5,711.5,423.5,453.5,811.5
P3,Normal,Normal,Half,4900.2802,-2667.290412475003845562221196,-8272.825102955901521223455500,-5025.454599451891314415645548,-3503.788635300766240566570320,-6098.339127620322822654472596,-5669.957339204113481111624224,-2540.897565963851259006850484,534,105,270,422,210,232,529
P3,Normal,Normal,Half,8068.4614,500.890787524996154437778804,-5104.6439029559015212234555001,-1857.273399451891314415645548,-335.607435300766240566570320,-2930.157927620322822654472596,-2501.776139204113481111624224,627.283634036148740993149516,821,384,595,781,494,541,859
P3,Normal,Normal,Half,4690.2683,-2877.302312475003845562221196,-8482.837002955901521223455500,-5235.466499451891314415645548,-3713.800535300766240566570320,-6308.351027620322822654472596,-5879.969239204113481111624224,-2750.909465963851259006850484,512,95,255,387,195,222,500
P3,Normal,Normal,Half,5336.3052,-2231.265412475003845562221196,-7836.8001029559015212234555001,-4589.429599451891314415645548,-3067.763635300766240566570320,-5662.314127620322822654472596,-5233.932339204113481111624224,-2104.872565963851259006850484,575,138,302,470,246,266,582
P3,Normal,Normal,Half,7239.4141,-328.156512475003845562221196,-5933.6912029559015212234555001,-2686.320699451891314415645548,-1164.654735300766240566570320,-3759.205227620322822654472596,-3330.823439204113481111624224,-201.763665963851259006850484,760,291,497,689,403,434,797
P3,Normal,Normal,Half,6955.3978,-612.172812475003845562221196,-6217.7075029559015212234555001,-2970.336999451891314415645548,-1448.671035300766240566570320,-4043.221527620322822654472596,-3614.839739204113481111624224,-485.779965963851259006850484,739,269,469,657,372,398,764
P3,Normal,Normal,Half,8244.4716,676.900987524996154437778804,-4928.6337029559015212234555001,-1681.263199451891314415645548,-159.597235300766240566570320,-2754.147727620322822654472596,-2325.765939204113481111624224,803.293834036148740993149516,835,395,614,792,508,563,870
P3,Normal,Clipped,Half,12287.7029,-2145.199788232579603137978772,-500.925966706253336590750744,-3276.112413891603403397968940,-2981.698011058341998142327896,-5576.248503377898580230230172,-2712.431138540588483141094563,-6065.970515710039625355034237,588,740,431,486,257,513,217
P3,Normal,Clipped,Half,17841.0204,3408.117711767420396862021228,5052.391533293746663409249256,2277.205086108396596602031060,2571.619488941658001857672104,-22.931003377898580230230172,2840.886361459411516858905437,-512.653015710039625355034237,966,1011,951,959,798,974,762
P3,Normal,Clipped,Half,12957.7412,-1475.161488232579603137978772,169.112333293746663409249256,-2606.074113891603403397968940,-2311.659711058341998142327896,-4906.210203377898580230230172,-2042.392838540588483141094563,-5395.932215710039625355034237,663,782,514,558,302,597,261
P3,Normal,Clipped,Half,19211.0989,4778.196211767420396862021228,6422.470033293746663409249256,3647.283586108396596602031060,3941.697988941658001857672104,1347.147496622101419769769828,4210.964861459411516858905437,857.425484289960374644965763,1006,1041,997,1002,890,1011,881
P3,Normal,Clipped,Half,11527.6593,-2905.243388232579603137978772,-1260.969566706253336590750744,-4036.156013891603403397968940,-3741.741611058341998142327896,-6336.292103377898580230230172,-3472.474738540588483141094563,-6826.014115710039625355034237,509,697,351,384,194,414,174
P3,Normal,Clipped,Half,17050.9753,2618.072611767420396862021228,4262.346433293746663409249256,1487.159986108396596602031060,1781.574388941658001857672104,-812.976103377898580230230172,2050.841261459411516858905437,-1302.698115710039625355034237,934,989,908,926,716,944,686
P3,Normal,Clipped,Half,17510.0015,3077.098811767420396862021228,4721.372633293746663409249256,1946.186186108396596602031060,2240.600588941658001857672104,-353.949903377898580230230172,2509.867461459411516858905437,-843.671915710039625355034237,959,1003,939,951,761,963,733
P3,Normal,Clipped,Half,20267.1592,5834.256511767420396862021228,7478.530333293746663409249256,4703.343886108396596602031060,4997.758288941658001857672104,2403.207796622101419769769828,5267.025161459411516858905437,1913.485784289960374644965763,1031,1058,1025,1031,948,1032,938
P3,Normal,Clipped,Half,10663.6099,-3769.292788232579603137978772,-2125.018966706253336590750744,-4900.205413891603403397968940,-4605.791011058341998142327896,-7200.341503377898580230230172,-4336.524138540588483141094563,-7690.063515710039625355034237,416,633,281,311,154,344,124
P3,Normal,Normal,Quarter,6667.3813,-1046.297847370349050185776335,-6651.8325378512467258470106391,-3404.462034347236519039200687,-3433.692872248446622139465915,-2074.923216786771316624296431,-1924.486562345766985235444447,-3749.801221394104493210976248,707,231,417,433,598,617,401
P3,Normal,Normal,Quarter,9146.5231,1432.843952629650949814223665,-4172.6907378512467258470106391,-925.320234347236519039200687,-954.551072248446622139465915,404.218583213228683375703569,554.655237654233014764555553,-1270.659421394104493210976248,885,470,716,713,838,847,690
P3,Normal,Normal,Quarter,6640.3798,-1073.299347370349050185776335,-6678.8340378512467258470106391,-3431.463534347236519039200687,-3460.694372248446622139465915,-2101.924716786771316624296431,-1951.488062345766985235444447,-3776.802721394104493210976248,704,226,411,428,594,610,397
P3,Normal,Normal,Quarter,5782.3307,-1931.348447370349050185776335,-7536.8831378512467258470106391,-4289.512634347236519039200687,-4318.743472248446622139465915,-2959.973816786771316624296431,-2809.537162345766985235444447,-4634.851821394104493210976248,621,162,331,334,489,498,320
P3,Normal,Normal,Quarter,5571.3187,-2142.360447370349050185776335,-7747.8951378512467258470106391,-4500.524634347236519039200687,-4529.755472248446622139465915,-3170.985816786771316624296431,-3020.549162345766985235444447,-4845.863821394104493210976248,590,143,316,319,466,469,298
P3,Normal,Normal,Quarter,7015.4012,-698.277947370349050185776335,-6303.8126378512467258470106391,-3056.442134347236519039200687,-3085.672972248446622139465915,-1726.903316786771316624296431,-1576.466662345766985235444447,-3401.781321394104493210976248,736,263,462,466,626,652,440
P3,Normal,Normal,Quarter,6823.3903,-890.288847370349050185776335,-6495.8235378512467258470106391,-3248.453034347236519039200687,-3277.683872248446622139465915,-1918.914216786771316624296431,-1768.477562345766985235444447,-3593.792221394104493210976248,720,239,432,445,603,626,420
P3,Normal,Normal,Quarter,7411.4239,-302.255247370349050185776335,-5907.7899378512467258470106391,-2660.419434347236519039200687,-2689.650272248446622139465915,-1330.880616786771316624296431,-1180.443962345766985235444447,-3005.758621394104493210976248,764,295,504,517,663,693,478
P3,Normal,Normal,Quarter,8298.4746,584.795452629650949814223665,-5020.7392378512467258470106391,-1773.368734347236519039200687,-1802.599572248446622139465915,-443.829916786771316624296431,-293.393262345766985235444447,-2118.707921394104493210976248,828,393,606,617,754,777,581
P3,Normal,Clipped,ThreeQuarters,15654.8954,-1349.386681161872532430908065,294.887140364453734116319963,-2480.299306820896332690898233,-3667.584108628416141106496436,-2454.259831360303543044659796,-3575.728692046491503110610696,-1884.143715439536287485707819,674,788,522,398,557,401,612
P3,Normal,Clipped,ThreeQuarters,12247.7005,-4756.581581161872532430908065,-3112.307759635546265883680037,-5887.494206820896332690898233,-7074.779008628416141106496436,-5861.454731360303543044659796,-6982.923592046491503110610696,-5291.338615439536287485707819,314,566,216,154,223,156,268
P3,Normal,Clipped,ThreeQuarters,20886.1946,3881.912518838127467569091935,5526.186340364453734116319963,2750.999893179103667309101767,1563.715091371583858893503564,2777.039368639696456955340204,1655.570507953508496889389304,3347.155484560463712514292181,983,1019,967,913,970,922,988
P3,Normal,Clipped,ThreeQuarters,15814.9046,-1189.377481161872532430908065,454.896340364453734116319963,-2320.290106820896332690898233,-3507.574908628416141106496436,-2294.250631360303543044659796,-3415.719492046491503110610696,-1724.134515439536287485707819,694,804,540,421,576,424,642
P3,Normal,Clipped,ThreeQuarters,9571.5474,-7432.734681161872532430908065,-5788.460859635546265883680037,-8563.647306820896332690898233,-9750.932108628416141106496436,-8537.607831360303543044659796,-9659.076692046491503110610696,-7967.491715439536287485707819,145,311,95,61,84,61,106
P3,Normal,Clipped,ThreeQuarters,19468.1135,2463.831418838127467569091935,4108.105240364453734116319963,1332.918793179103667309101767,145.633991371583858893503564,1358.958268639696456955340204,237.489407953508496889389304,1929.074384560463712514292181,930,983,897,816,891,827,939
P3,Normal,Clipped,ThreeQuarters,11156.6381,-5847.643981161872532430908065,-4203.370159635546265883680037,-6978.556606820896332690898233,-8165.841408628416141106496436,-6952.517131360303543044659796,-8073.985992046491503110610696,-6382.401015439536287485707819,222,465,168,98,165,101,189
P3,Normal,Clipped,ThreeQuarters,9327.5335,-7676.748581161872532430908065,-6032.474759635546265883680037,-8807.661206820896332690898233,-9994.946008628416141106496436,-8781.621731360303543044659796,-9903.090592046491503110610696,-8211.505615439536287485707819,134,282,85,56,81,57,97
P3,Normal,Clipped,ThreeQuarters,11015.6301,-5988.651981161872532430908065,-4344.378159635546265883680037,-7119.564606820896332690898233,-8306.849408628416141106496436,-7093.525131360303543044659796,-8214.993992046491503110610696,-6523.409015439536287485707819,213,457,158,93,157,96,186
P3,tPad,Clipped,ThreeQuarters,23527.3457,11706.541369124835495393871029,17054.468650549638919301505148,12984.467756740399487488170677,13091.997401556769044078688749,12687.004823646136637280389305,13183.852818138693682074574489,12605.091346261575239740950631,1109,1139,1126,1128,1126,1131,1123
P3,tPad,Clipped,ThreeQuarters,12691.7259,870.921569124835495393871029,6218.848850549638919301505148,2148.847956740399487488170677,2256.377601556769044078688749,1851.385023646136637280389305,2348.233018138693682074574489,1769.471546261575239740950631,853,1039,947,952,932,955,933
P3,tPad,Clipped,ThreeQuarters,8739.4998,-3081.304530875164504606128971,2266.622750549638919301505148,-1803.378143259600512511829323,-1695.848498443230955921311251,-2100.841076353863362719610695,-1603.993081861306317925425511,-2182.754553738424760259049369,493,897,603,628,595,646,568
P3,tPad,Clipped,ThreeQuarters,13979.7996,2158.995269124835495393871029,7506.922550549638919301505148,3436.921656740399487488170677,3544.451301556769044078688749,3139.458723646136637280389305,3636.306718138693682074574489,3057.545246261575239740950631,915,1059,990,987,984,996,978
P3,tPad,Clipped,ThreeQuarters,10391.5944,-1429.209930875164504606128971,3918.717350549638919301505148,-151.283543259600512511829323,-43.753898443230955921311251,-448.746476353863362719610695,48.101518138693682074574489,-530.659953738424760259049369,669,977,783,803,753,811,761
P3,tPad,Clipped,ThreeQuarters,13550.775,1729.970669124835495393871029,7077.897950549638919301505148,3007.897056740399487488170677,3115.426701556769044078688749,2710.434123646136637280389305,3207.282118138693682074574489,2628.520646261575239740950631,896,1049,976,972,966,985,962
P3,tPad,Clipped,ThreeQuarters,8203.4692,-3617.335130875164504606128971,1730.592150549638919301505148,-2339.408743259600512511829323,-2231.879098443230955921311251,-2636.871676353863362719610695,-2140.023681861306317925425511,-2718.785153738424760259049369,437,867,535,568,530,583,509
P3,tPad,Clipped,ThreeQuarters,12271.7019,450.897569124835495393871029,5798.824850549638919301505148,1728.823956740399487488170677,1836.353601556769044078688749,1431.361023646136637280389305,1928.209018138693682074574489,1349.447546261575239740950631,814,1028,923,930,897,933,915
P3,tPad,Clipped,ThreeQuarters,9787.5598,-2033.244530875164504606128971,3314.682750549638919301505148,-755.318143259600512511829323,-647.788498443230955921311251,-1052.781076353863362719610695,-555.933081861306317925425511,-1134.694553738424760259049369,606,945,729,750,687,759,704
P3,tPad,Normal,Quarter,11762.6728,2914.8086622076241664178361707,1012.9274316252036481170079576,5185.2235487765818729773269287,4231.0670972280037518245526817,4121.7692376561834255844819977,5740.2734071306833887285741497,5592.2856398905002778521609917,951,831,1035,1008,1012,1038,1040
P3,tPad,Normal,Quarter,5903.3377,-2944.5264377923758335821638293,-4846.4076683747963518829920424,-674.1115512234181270226730713,-1628.2680027719962481754473183,-1737.5658623438165744155180023,-119.0616928693166112714258503,-267.0494601094997221478390083,504,406,738,637,624,794,786
P3,tPad,Normal,Quarter,8923.5104,75.6462622076241664178361707,-1826.2349683747963518829920424,2346.0611487765818729773269287,1391.9046972280037518245526817,1282.6068376561834255844819977,2901.1110071306833887285741497,2753.1232398905002778521609917,786,659,952,904,885,976,969
P3,tPad,Normal,Quarter,4864.2782,-3983.5859377923758335821638293,-5885.4671683747963518829920424,-1713.1710512234181270226730713,-2667.3275027719962481754473183,-2776.6253623438165744155180023,-1158.1211928693166112714258503,-1306.1089601094997221478390083,385,297,609,520,506,696,685
P3,tPad,Normal,Quarter,6603.3777,-2244.4864377923758335821638293,-4146.3676683747963518829920424,25.9284487765818729773269287,-928.2280027719962481754473183,-1037.5258623438165744155180023,580.9783071306833887285741497,432.9905398905002778521609917,573,473,796,719,690,848,844
P3,tPad,Normal,Quarter,5203.2976,-3644.5665377923758335821638293,-5546.4477683747963518829920424,-1374.1516512234181270226730713,-2328.3081027719962481754473183,-2437.6059623438165744155180023,-819.1017928693166112714258503,-967.0895601094997221478390083,429,335,658,555,559,737,720
P3,tPad,Normal,Quarter,7244.4143,-1603.4498377923758335821638293,-3505.3310683747963518829920424,666.9650487765818729773269287,-287.1914027719962481754473183,-396.4892623438165744155180023,1222.0149071306833887285741497,1074.0271398905002778521609917,652,534,858,783,758,892,895
P3,tPad,Normal,Quarter,4399.2516,-4448.6125377923758335821638293,-6350.4937683747963518829920424,-2178.1976512234181270226730713,-3132.3541027719962481754473183,-3241.6519623438165744155180023,-1623.1477928693166112714258503,-1771.1355601094997221478390083,344,255,565,460,459,640,633
P3,tPad,Normal,Quarter,6703.3834,-2144.4807377923758335821638293,-4046.3619683747963518829920424,125.9341487765818729773269287,-828.2223027719962481754473183,-937.5201623438165744155180023,680.9840071306833887285741497,532.9962398905002778521609917,589,490,809,729,698,857,853
P3,tPad,Clipped,Half,11180.6395,-9106.766945100753730195354560,-3758.839663675950306287720441,-7828.840557485189738101054912,-6239.611708028038967839297593,-5682.780529042304136011604580,-5970.344835510285452838064260,-5325.947680492964516904107160,98,517,121,204,244,213,267
P3,tPad,Clipped,Half,10729.6137,-9557.792745100753730195354560,-4209.865463675950306287720441,-8279.866357485189738101054912,-6690.637508028038967839297593,-6133.806329042304136011604580,-6421.370635510285452838064260,-5776.973480492964516904107160,81,464,101,172,209,182,238
P3,tPad,Clipped,Half,11118.6359,-9168.770545100753730195354560,-3820.843263675950306287720441,-7890.844157485189738101054912,-6301.615308028038967839297593,-5744.784129042304136011604580,-6032.348435510285452838064260,-5387.951280492964516904107160,96,512,117,200,238,209,263
P3,tPad,Clipped,Half,8843.5058,-11443.900645100753730195354560,-6095.973363675950306287720441,-10165.974257485189738101054912,-8576.745408028038967839297593,-8019.914229042304136011604580,-8307.478535510285452838064260,-7663.081380492964516904107160,48,276,59,84,109,93,126
P3,tPad,Clipped,Half,8799.5033,-11487.903145100753730195354560,-6139.975863675950306287720441,-10209.976757485189738101054912,-8620.747908028038967839297593,-8063.916729042304136011604580,-8351.481035510285452838064260,-7707.083880492964516904107160,47,272,58,83,106,92,121
P3,tPad,Clipped,Half,7395.423,-12891.983445100753730195354560,-7544.056163675950306287720441,-11614.057057485189738101054912,-10024.828208028038967839297593,-9467.997029042304136011604580,-9755.561335510285452838064260,-9111.164180492964516904107160,37,161,39,55,61,60,67
P3,tPad,Clipped,Half,6079.3477,-14208.058745100753730195354560,-8860.131463675950306287720441,-12930.132357485189738101054912,-11340.903508028038967839297593,-10784.072329042304136011604580,-11071.636635510285452838064260,-10427.239480492964516904107160,24,79,24,34,34,35,38
P3,tPad,Clipped,Half,9099.5205,-11187.885945100753730195354560,-5839.958663675950306287720441,-9909.959557485189738101054912,-8320.730708028038967839297593,-7763.899529042304136011604580,-8051.463835510285452838064260,-7407.066680492964516904107160,51,304,63,92,120,102,140
P3,tPad,Clipped,Half,10827.6193,-9459.787145100753730195354560,-4111.859863675950306287720441,-8181.860757485189738101054912,-6592.631908028038967839297593,-6035.800729042304136011604580,-6323.365035510285452838064260,-5678.967880492964516904107160,86,481,108,178,215,190,245
P3,tPad,Normal,Half,4997.2858,-2692.1726895237066637865860237,-4594.0539201061271820874142368,-421.7578029547489572270952657,174.9825475490080985694709433,731.8137265347429303971639563,-1991.1861563543391419755829607,-2816.5457910180335336145487007,531,435,763,822,856,604,493
P3,tPad,Normal,Half,4471.2558,-3218.2026895237066637865860237,-5120.0839201061271820874142368,-947.7878029547489572270952657,-351.0474524509919014305290567,205.7837265347429303971639563,-2517.2161563543391419755829607,-3342.5757910180335336145487007,482,381,711,779,820,534,448
P3,tPad,Normal,Half,6480.3707,-1209.0877895237066637865860237,-3110.9690201061271820874142368,1061.3270970452510427729047343,1658.0674475490080985694709433,2214.8986265347429303971639563,-508.1012563543391419755829607,-1333.4608910180335336145487007,691,567,883,917,944,762,684
P3,tPad,Normal,Half,5520.3157,-2169.1427895237066637865860237,-4071.0240201061271820874142368,101.2720970452510427729047343,698.0124475490080985694709433,1254.8436265347429303971639563,-1468.1562563543391419755829607,-2293.5158910180335336145487007,585,488,808,856,883,660,556
P3,tPad,Normal,Half,4991.2855,-2698.1729895237066637865860237,-4600.0542201061271820874142368,-427.7581029547489572270952657,168.9822475490080985694709433,725.8134265347429303971639563,-1997.1864563543391419755829607,-2822.5460910180335336145487007,529,433,762,818,855,602,491
P3,tPad,Normal,Half,4123.2358,-3566.2226895237066637865860237,-5468.1039201061271820874142368,-1295.8078029547489572270952657,-699.0674524509919014305290567,-142.2362734652570696028360437,-2865.2361563543391419755829607,-3690.5957910180335336145487007,445,343,669,740,784,489,408
P3,tPad,Normal,Half,4763.2724,-2926.1860895237066637865860237,-4828.0673201061271820874142368,-655.7712029547489572270952657,-59.0308524509919014305290567,497.8003265347429303971639563,-2225.1995563543391419755829607,-3050.5591910180335336145487007,507,409,739,802,843,572,473
P3,tPad,Normal,Half,4344.2484,-3345.2100895237066637865860237,-5247.0913201061271820874142368,-1074.7952029547489572270952657,-478.0548524509919014305290567,78.7763265347429303971639563,-2644.2235563543391419755829607,-3469.5831910180335336145487007,471,368,699,767,808,520,435
P3,tPad,Normal,Half,4391.2511,-3298.2073895237066637865860237,-5200.0886201061271820874142368,-1027.7925029547489572270952657,-431.0521524509919014305290567,125.7790265347429303971639563,-2597.2208563543391419755829607,-3422.5804910180335336145487007,478,371,704,772,813,523,439
P3,tPad,Clipped,Quarter,9738.557,-2095.646245689979319420943786,3252.281035734824104486690333,-817.719858074415327326644138,-779.387810669599734014227275,-888.685670241420060254297959,-1067.292438395001952070834769,-892.039235535248094930481268,594,940,721,737,707,703,728
P3,tPad,Clipped,Quarter,8835.5054,-2998.697845689979319420943786,2349.229435734824104486690333,-1720.771458074415327326644138,-1682.439410669599734014227275,-1791.737270241420060254297959,-1970.344038395001952070834769,-1795.090835535248094930481268,496,901,608,629,618,605,625
