Participant,Device,Method,Size,TimeMillis,aligned(TimeMillis) for Device,aligned(TimeMillis) for Method,aligned(TimeMillis) for Device*Method,aligned(TimeMillis) for Size,aligned(TimeMillis) for Device*Size,aligned(TimeMillis) for Method*Size,aligned(TimeMillis) for Device*Method*Size,ART(TimeMillis) for Device,ART(TimeMillis) for Method,ART(TimeMillis) for Device*Method,ART(TimeMillis) for Size,ART(TimeMillis) for Device*Size,ART(TimeMillis) for Method*Size,ART(TimeMillis) for Device*Method*Size
P1,Normal,Normal,Quarter,9918.5673,2204.888152629650949814223665,-3400.6465378512467258470106391,-153.276034347236519039200687,-182.506872248446622139465915,1176.262783213228683375703569,1326.699437654233014764555553,-498.615221394104493210976248,921,544,782,790,879,898,763
P1,Normal,Normal,Quarter,12659.7241,4946.044952629650949814223665,-659.4897378512467258470106391,2587.880765652763480960799313,2558.649927751553377860534085,3917.419583213228683375703569,4067.856237654233014764555553,2242.541578605895506789023752,1009,726,961,958,1003,1004,951
P1,Normal,Normal,Quarter,10692.6116,2978.932452629650949814223665,-2626.6022378512467258470106391,620.768265652763480960799313,591.537427751553377860534085,1950.307083213228683375703569,2100.743737654233014764555553,275.429078605895506789023752,953,603,851,846,933,947,832
P1,Normal,Normal,Quarter,13679.7824,5966.103252629650949814223665,360.5685621487532741529893609,3607.939065652763480960799313,3578.708227751553377860534085,4937.477883213228683375703569,5087.914537654233014764555553,3262.599878605895506789023752,1038,792,996,995,1032,1027,986
P1,Normal,Normal,Quarter,12499.715,4786.035852629650949814223665,-819.4988378512467258470106391,2427.871665652763480960799313,2398.640827751553377860534085,3757.410483213228683375703569,3907.847137654233014764555553,2082.532478605895506789023752,1007,720,956,953,999,1001,944
P2,Normal,Normal,Half,12766.7303,5199.159687524996154437778804,-406.3750029559015212234555001,2840.995500548108685584354452,4362.661464699233759433429680,1768.110972379677177345527404,2196.492760795886518888375776,5325.552534036148740993149516,1013,748,969,1010,920,949,1033
P2,Normal,Normal,Half,17074.9766,9507.405987524996154437778804,3901.8712970440984787765444999,7149.241800548108685584354452,8670.907764699233759433429680,6076.357272379677177345527404,6504.739060795886518888375776,9633.798834036148740993149516,1086,976,1068,1087,1047,1051,1100
P2,Normal,Normal,Half,23223.3283,15655.757687524996154437778804,10050.222997044098478776544500,13297.593500548108685584354452,14819.259464699233759433429680,12224.708972379677177345527404,12653.090760795886518888375776,15782.150534036148740993149516,1135,1083,1128,1136,1122,1126,1139
P2,Normal,Normal,Half,10891.623,3324.052387524996154437778804,-2281.4823029559015212234555001,965.888200548108685584354452,2487.554164699233759433429680,-106.996327620322822654472596,321.385460795886518888375776,3450.445234036148740993149516,964,625,875,956,786,832,990
P2,Normal,Normal,Half,10347.5919,2780.021287524996154437778804,-2825.5134029559015212234555001,421.857100548108685584354452,1943.523064699233759433429680,-651.027427620322822654472596,-222.645639204113481111624224,2906.414134036148740993149516,943,588,838,938,730,784,975
P2,Normal,Normal,Half,13742.786,6175.215387524996154437778804,569.6806970440984787765444999,3817.051200548108685584354452,5338.717164699233759433429680,2744.166672379677177345527404,3172.548460795886518888375776,6301.608234036148740993149516,1044,811,1003,1037,968,984,1057
P2,Normal,Normal,Half,6804.3892,-763.181412475003845562221196,-6368.7161029559015212234555001,-3121.345599451891314415645548,-1599.679635300766240566570320,-4194.230127620322822654472596,-3765.848339204113481111624224,-636.788565963851259006850484,728,250,450,642,356,389,751
P2,Normal,Normal,Half,7052.4034,-515.167212475003845562221196,-6120.7019029559015212234555001,-2873.331399451891314415645548,-1351.665435300766240566570320,-3946.215927620322822654472596,-3517.834139204113481111624224,-388.774365963851259006850484,745,273,480,667,387,407,774
P2,Normal,Normal,Half,7895.4516,327.880987524996154437778804,-5277.6537029559015212234555001,-2030.283199451891314415645548,-508.617235300766240566570320,-3103.167727620322822654472596,-2674.785939204113481111624224,454.273834036148740993149516,804,366,581,765,474,517,845
P2,Normal,Normal,ThreeQuarters,15462.8844,8830.389123826789599088366311,3224.8544333458919234271320069,6472.224936849902130234941959,6512.191696360245990412777940,7725.515973628358588474614580,7102.112202713602354365701162,5902.840268114119597359151215,1077,939,1053,1052,1081,1063,1047
P2,Normal,Normal,ThreeQuarters,7642.4371,1009.941823826789599088366311,-4595.5928666541080765728679931,-1348.222363150097869765058041,-1308.255603639754009587222060,-94.931326371641411525385420,-718.335097286397645634298838,-1917.607031885880402640848785,857,434,662,672,788,745,606
P2,Normal,Normal,ThreeQuarters,10899.6234,4267.128123826789599088366311,-1338.4065666541080765728679931,1908.963936849902130234941959,1948.930696360245990412777940,3162.254973628358588474614580,2538.851202713602354365701162,1339.579268114119597359151215,997,693,938,939,985,964,914
P2,Normal,Normal,ThreeQuarters,15621.8935,8989.398223826789599088366311,3383.8635333458919234271320069,6631.234036849902130234941959,6671.200796360245990412777940,7884.525073628358588474614580,7261.121302713602354365701162,6061.849368114119597359151215,1079,950,1060,1057,1082,1067,1051
P2,Normal,Normal,ThreeQuarters,10637.6084,4005.113123826789599088366311,-1600.4215666541080765728679931,1646.948936849902130234941959,1686.915696360245990412777940,2900.239973628358588474614580,2276.836202713602354365701162,1077.564268114119597359151215,986,675,919,918,972,953,896
P2,Normal,Normal,ThreeQuarters,8124.4647,1491.969423826789599088366311,-4113.5652666541080765728679931,-866.194763150097869765058041,-826.228003639754009587222060,387.096273628358588474614580,-236.307497286397645634298838,-1435.579431885880402640848785,887,480,719,730,837,780,676
P2,Normal,Normal,ThreeQuarters,7063.404,430.908723826789599088366311,-5174.6259666541080765728679931,-1927.255463150097869765058041,-1887.288703639754009587222060,-673.964426371641411525385420,-1297.368197286397645634298838,-2496.640131885880402640848785,810.5,373.5,586.5,606.5,724.5,679.5,533.5
P2,Normal,Normal,ThreeQuarters,6830.3907,197.895423826789599088366311,-5407.6392666541080765728679931,-2160.268763150097869765058041,-2120.302003639754009587222060,-906.977726371641411525385420,-1530.381497286397645634298838,-2729.653431885880402640848785,798,354,568,588,703,655,505
P2,Normal,Normal,ThreeQuarters,6159.3523,-473.142976173210400911633689,-6078.6776666541080765728679931,-2831.307163150097869765058041,-2791.340403639754009587222060,-1578.016126371641411525385420,-2201.419897286397645634298838,-3400.691831885880402640848785,746,279,482,506,637,574,441
P2,Normal,Normal,Quarter,15922.9108,8209.231652629650949814223665,2603.6969621487532741529893609,5851.067465652763480960799313,5821.836627751553377860534085,7180.606283213228683375703569,7331.042937654233014764555553,5505.728278605895506789023752,1070,914,1047,1045,1072,1069,1037
P2,Normal,Normal,Quarter,8616.4928,902.813652629650949814223665,-4702.7210378512467258470106391,-1455.350534347236519039200687,-1484.581372248446622139465915,-125.811716786771316624296431,24.624937654233014764555553,-1800.689721394104493210976248,855,422,645,653,785,809,624
P2,Normal,Normal,Quarter,9479.5422,1765.863052629650949814223665,-3839.6716378512467258470106391,-592.301134347236519039200687,-621.531972248446622139465915,737.237683213228683375703569,887.674337654233014764555553,-937.640321394104493210976248,901,509,746,751,857,870,723
P2,Normal,Normal,Quarter,15590.8917,7877.212552629650949814223665,2271.6778621487532741529893609,5519.048365652763480960799313,5489.817527751553377860534085,6848.587183213228683375703569,6999.023837654233014764555553,5173.709178605895506789023752,1069,899,1041,1042,1067,1060,1032
P2,Normal,Normal,Quarter,11390.6515,3676.972352629650949814223665,-1928.5623378512467258470106391,1318.808165652763480960799313,1289.577327751553377860534085,2648.346983213228683375703569,2798.783637654233014764555553,973.468978605895506789023752,973,648,895,893,961,970,886
P2,Normal,Normal,Quarter,8396.4803,682.801152629650949814223665,-4922.7335378512467258470106391,-1675.363034347236519039200687,-1704.593872248446622139465915,-345.824216786771316624296431,-195.387562345766985235444447,-2020.702221394104493210976248,836,396,615,626,762,786,594
P2,Normal,Normal,Quarter,14642.8375,6929.158352629650949814223665,1323.6236621487532741529893609,4570.994165652763480960799313,4541.763327751553377860534085,5900.532983213228683375703569,6050.969637654233014764555553,4225.654978605895506789023752,1052,843,1023,1018,1044,1042,1005
P2,Normal,Normal,Quarter,13671.7819,5958.102752629650949814223665,352.5680621487532741529893609,3599.938565652763480960799313,3570.707727751553377860534085,4929.477383213228683375703569,5079.914037654233014764555553,3254.599378605895506789023752,1037,791,995,993,1030,1025,984
P2,Normal,Normal,Quarter,8860.5068,1146.827652629650949814223665,-4458.7070378512467258470106391,-1211.336534347236519039200687,-1240.567372248446622139465915,118.202283213228683375703569,268.638937654233014764555553,-1556.675721394104493210976248,869,451,680,683,812,829,657
P2,Normal,Clipped,Quarter,16655.9527,749.703116817925447367071733,2393.976938344251713914299761,-381.209508841098352892918435,-1637.691908060172124586617847,-278.922252598496819071448363,-1925.596535785574342643225341,-441.178957091110249052243802,844,906,769,636,771,616,770
P2,Normal,Clipped,Quarter,13978.7995,-1927.450083182074552632928267,-283.176261655748286085700239,-3058.362708841098352892918435,-4314.845108060172124586617847,-2956.075452598496819071448363,-4602.749735785574342643225341,-3118.332157091110249052243802,623,760,461,336,490,322,468
P2,Normal,Clipped,Quarter,19768.1307,3861.881116817925447367071733,5506.154938344251713914299761,2730.968491158901647107081565,1474.486091939827875413382153,2833.255747401503180928551637,1186.581464214425657356774659,2670.999042908889750947756198,981,1018,965,910,971,890,965
P2,Normal,Clipped,Quarter,16078.9196,172.670016817925447367071733,1816.943838344251713914299761,-958.242608841098352892918435,-2214.725008060172124586617847,-855.955352598496819071448363,-2502.629635785574342643225341,-1018.212057091110249052243802,794,876,708,570,713,540,714
P2,Normal,Clipped,Quarter,20000.144,4093.894416817925447367071733,5738.168238344251713914299761,2962.981791158901647107081565,1706.499391939827875413382153,3065.269047401503180928551637,1418.594764214425657356774659,2903.012342908889750947756198,988,1024,972,921,980,906,974
P2,Normal,Clipped,Quarter,17250.9867,1344.737116817925447367071733,2989.010938344251713914299761,213.824491158901647107081565,-1042.657908060172124586617847,316.111747401503180928551637,-1330.562535785574342643225341,153.855042908889750947756198,880,930,817,705,831,672,826
P2,Normal,Clipped,Quarter,14799.8465,-1106.403083182074552632928267,537.870738344251713914299761,-2237.315708841098352892918435,-3493.798108060172124586617847,-2135.028452598496819071448363,-3781.702735785574342643225341,-2297.285157091110249052243802,701,809,550,424,592,386,554
P2,Normal,Clipped,Quarter,21863.2505,5957.000916817925447367071733,7601.274738344251713914299761,4826.088291158901647107081565,3569.605891939827875413382153,4928.375547401503180928551637,3281.701264214425657356774659,4766.118842908889750947756198,1036,1062,1028,992,1029,988,1021
P2,Normal,Clipped,Quarter,16530.9456,624.696016817925447367071733,2268.969838344251713914299761,-506.216608841098352892918435,-1762.699008060172124586617847,-403.929352598496819071448363,-2050.603635785574342643225341,-566.186057091110249052243802,834,898,756,621,757,595,757
P2,tPad,Clipped,ThreeQuarters,32195.8415,20375.037169124835495393871029,25722.964450549638919301505148,21652.963556740399487488170677,21760.493201556769044078688749,21355.500623646136637280389305,21852.348618138693682074574489,21273.587146261575239740950631,1150,1158,1151,1153,1151,1153,1151
P2,tPad,Clipped,ThreeQuarters,8250.4719,-3570.332430875164504606128971,1777.594850549638919301505148,-2292.406043259600512511829323,-2184.876398443230955921311251,-2589.868976353863362719610695,-2093.020981861306317925425511,-2671.782453738424760259049369,444,872,543,578,538,589,515
P2,tPad,Clipped,ThreeQuarters,7931.4537,-3889.350630875164504606128971,1458.576650549638919301505148,-2611.424243259600512511829323,-2503.894598443230955921311251,-2908.887176353863362719610695,-2412.039181861306317925425511,-2990.800653738424760259049369,405,853,511,540,496,551,481
P2,tPad,Clipped,ThreeQuarters,10819.6188,-1001.185530875164504606128971,4346.741750549638919301505148,276.740856740399487488170677,384.270501556769044078688749,-20.722076353863362719610695,476.125918138693682074574489,-102.635553738424760259049369,714,992,823,834,799,843,803
P2,tPad,Clipped,ThreeQuarters,7415.4241,-4405.380230875164504606128971,942.547050549638919301505148,-3127.453843259600512511829323,-3019.924198443230955921311251,-3424.916776353863362719610695,-2928.068781861306317925425511,-3506.830253738424760259049369,352,827,449,480,445,480,429
P2,tPad,Clipped,ThreeQuarters,6489.3712,-5331.433130875164504606128971,16.494150549638919301505148,-4053.506743259600512511829323,-3945.977098443230955921311251,-4350.969676353863362719610695,-3854.121681861306317925425511,-4432.883153738424760259049369,254,778,350,365,345,381,336
P2,tPad,Clipped,ThreeQuarters,6879.3935,-4941.410830875164504606128971,406.516450549638919301505148,-3663.484443259600512511829323,-3555.954798443230955921311251,-3960.947376353863362719610695,-3464.099381861306317925425511,-4042.860853738424760259049369,291,796,391,414,384,416,372
P2,tPad,Clipped,ThreeQuarters,13582.7768,1761.972469124835495393871029,7109.899750549638919301505148,3039.898856740399487488170677,3147.428501556769044078688749,2742.435923646136637280389305,3239.283918138693682074574489,2660.522446261575239740950631,900,1050,977,974,967,987,964
P2,tPad,Clipped,ThreeQuarters,10463.5985,-1357.205830875164504606128971,3990.721450549638919301505148,-79.279443259600512511829323,28.250201556769044078688749,-376.742376353863362719610695,120.105618138693682074574489,-458.655853738424760259049369,673,978,787,806,760,816,766
P2,Normal,Clipped,Half,44246.5308,29813.628111767420396862021228,31457.901933293746663409249256,28682.715486108396596602031060,28977.129888941658001857672104,26382.579396622101419769769828,29246.396761459411516858905437,25892.857384289960374644965763,1162,1165,1162,1162,1159,1162,1158
P2,Normal,Clipped,Half,20012.1447,5579.242011767420396862021228,7223.515833293746663409249256,4448.329386108396596602031060,4742.743788941658001857672104,2148.193296622101419769769828,5012.010661459411516858905437,1658.471284289960374644965763,1027,1053,1016,1026,942,1023,926
P2,Normal,Clipped,Half,19650.124,5217.221311767420396862021228,6861.495133293746663409249256,4086.308686108396596602031060,4380.723088941658001857672104,1786.172596622101419769769828,4649.989961459411516858905437,1296.450584289960374644965763,1014,1046,1007,1013,922,1019,909
P2,Normal,Clipped,Half,17194.9835,2762.080811767420396862021228,4406.354633293746663409249256,1631.168186108396596602031060,1925.582588941658001857672104,-668.967903377898580230230172,2194.849461459411516858905437,-1158.689915710039625355034237,942,994,917,936,727,948,702
P2,Normal,Clipped,Half,16259.93,1827.027311767420396862021228,3471.301133293746663409249256,696.114686108396596602031060,990.529088941658001857672104,-1604.021403377898580230230172,1259.795961459411516858905437,-2093.743415710039625355034237,903,953,862,878,634,895,586
