Participant,Method,AppsNumber,Distance,SeenTimeMillis
P12,RuntimeBar,2,0,7920.011
P12,RuntimeBar,2,0,6955.0097
P12,RuntimeBar,2,3,10190.0143
P12,RuntimeBar,2,0,7200.01
P12,Flipping,1,2,35280.0494
P12,Flipping,1,2,5060.0071
P12,Flipping,1,2,6965.0097
P12,Flipping,1,0,7515.0105
P12,Flipping,1,0,5355.0075
P12,Flipping,1,0,5465.0077
P12,Flipping,1,3,7450.0104
P12,Flipping,1,3,4640.0065
P12,Flipping,1,3,4645.0065
P12,Flipping,1,0,6915.0097
P12,Flipping,1,0,5110.0071
P12,Flipping,1,0,5315.0075
P12,Flipping,1,0,6815.0095
P12,Flipping,1,0,4370.0061
P12,Flipping,1,0,4685.0066
P12,Flipping,1,1,7495.0105
P12,Flipping,1,1,4930.0069
P12,Flipping,1,1,5280.0074
P12,RuntimeBar,3,2,8895.0124
P12,RuntimeBar,3,0,6065.0085
P12,RuntimeBar,3,2,8360.0117
P12,RuntimeBar,3,3,8910.0125
P12,RuntimeBar,3,2,7845.011
P12,RuntimeBar,3,3,6295.0088
P12,RuntimeBar,3,0,25155.0352
P12,RuntimeBar,3,0,7430.0104
P12,RuntimeBar,3,0,7180.0101
P12,RuntimeBar,3,1,8270.0115
P12,RuntimeBar,3,1,5585.0079
P12,RuntimeBar,3,1,8665.0121
P12,RuntimeBar,3,1,6840.0096
P12,RuntimeBar,3,1,5870.0082
P12,RuntimeBar,3,1,6550.0091
P12,RuntimeBar,3,3,7755.0109
P12,RuntimeBar,3,3,7060.0099
P12,RuntimeBar,3,3,5740.008
