Participant,Ticks,Device,Method,Size,Trial,Capture,TimeMillis,Offset,Angle,CaptureRatio,MissRatio
P11,635145996929371948,Normal,Normal,ThreeQuarters,0,1,5168.2956,.1048,1.0407,0,0
P11,635145997155804899,Normal,Normal,ThreeQuarters,0,2,11667.6674,.5296,.3897,0,0
P11,635145997203447624,Normal,Normal,ThreeQuarters,1,0,3972.2272,5.26,.1842,0,0
P11,635145997290162584,Normal,Normal,ThreeQuarters,1,1,7899.4518,.2479,1.0769,0,0
P11,635145997350086011,Normal,Normal,ThreeQuarters,1,2,5220.2986,.2164,.2025,0,0
P11,635145997429040527,Normal,Normal,ThreeQuarters,2,0,6947.3974,.3645,.9754,0,0
P11,635145997454721996,Normal,Normal,ThreeQuarters,2,1,1688.0965,.2656,1.5812,0,0
P11,635145997537286718,Normal,Normal,ThreeQuarters,2,2,7476.4276,.4829,.5786,0,0
P1,635134649956042734,tPad,Clipped,ThreeQuarters,0,1,19505.1156,.1673,.1488,1.1376,0
P1,635134650244439229,tPad,Clipped,ThreeQuarters,0,2,15979.914,.2259,.045,1.1596,0
P1,635134650534065795,tPad,Clipped,ThreeQuarters,1,0,19102.0926,.0661,.3351,1.1786,0
P1,635134650795470746,tPad,Clipped,ThreeQuarters,1,1,20131.1514,.0578,.2864,1.207,0
P1,635134650936308802,tPad,Clipped,ThreeQuarters,1,2,12407.7097,.1177,.2237,1.2434,0
P1,635134651163271783,tPad,Clipped,ThreeQuarters,2,0,17187.9831,.0819,.5419,1.1674,0
P1,635134651398305227,tPad,Clipped,ThreeQuarters,2,1,17919.025,.1155,.9393,1.1569,0
P1,635134651612317467,tPad,Clipped,ThreeQuarters,2,2,13764.7873,.0822,.8768,1.1818,0
P1,635134656553870108,tPad,Clipped,Half,0,1,13410.7671,.1593,.6348,1.096,.0153
P1,635134656794873893,tPad,Clipped,Half,0,2,17836.0202,.1198,1.6548,1.3339,0
P1,635134656931951733,tPad,Clipped,Half,1,0,8627.4935,.0828,.3996,.9774,.0604
P1,635134657163864998,tPad,Clipped,Half,1,1,17342.992,.0757,.505,1.2063,0
P1,635134657358466128,tPad,Clipped,Half,1,2,15222.8707,.0909,1.7265,1.1891,0
P1,635134657581308874,tPad,Clipped,Half,2,0,11979.6852,.0661,3.0043,1.1509,.0013
P1,635134657752918690,tPad,Clipped,Half,2,1,11816.6759,.1048,.1219,1.2857,0
P1,635134658159501945,tPad,Clipped,Half,2,2,22115.2649,.0775,.2024,1.1192,0
P1,635134663388861047,tPad,Clipped,Quarter,0,1,17102.9782,.0769,.2453,1.2714,.0002
P1,635134663895300014,tPad,Clipped,Quarter,0,2,20782.1887,.0916,.7848,1.2969,0
P1,635134664152254711,tPad,Clipped,Quarter,1,0,19095.0922,.1282,1.1778,1.2336,.0098
P1,635134664480013457,tPad,Clipped,Quarter,1,1,26202.4987,.1295,.3772,1.3291,0
P1,635134664796131538,tPad,Clipped,Quarter,1,2,17178.9825,.1258,1.3157,1.2375,0
P1,635134664993732841,tPad,Clipped,Quarter,2,0,18019.0307,.2192,.3633,1.2605,.0535
P1,635134665238206824,tPad,Clipped,Quarter,2,1,17923.0252,.1762,2.34,1.3808,0
P1,635134665626529034,tPad,Clipped,Quarter,2,2,27395.5669,.1953,1.7308,1.0453,.112
P2,635135614167492974,tPad,Clipped,ThreeQuarters,0,0,32195.8415,.1346,2.084,1.189,0
P2,635135614294210222,tPad,Clipped,ThreeQuarters,0,1,8250.4719,.0904,1.1008,1.1893,0
P2,635135614402886438,tPad,Clipped,ThreeQuarters,0,2,7931.4537,.057,.2022,1.2814,0
P2,635135614543524482,tPad,Clipped,ThreeQuarters,1,0,10819.6188,.0402,1.6319,1.1047,.0008
P2,635135614662851307,tPad,Clipped,ThreeQuarters,1,1,7415.4241,.0538,.821,1.1291,0
P2,635135614745506035,tPad,Clipped,ThreeQuarters,1,2,6489.3712,.0899,.321,1.1271,0
P2,635135614836361231,tPad,Clipped,ThreeQuarters,2,0,6879.3935,.018,.2238,1.1223,0
P2,635135614991880126,tPad,Clipped,ThreeQuarters,2,1,13582.7768,.0806,1.2996,1.1866,0
P2,635135615118767384,tPad,Clipped,ThreeQuarters,2,2,10463.5985,.0576,1.0575,1.1728,0
P2,635135618037864347,tPad,Clipped,Half,0,0,18224.0424,.0528,1.3888,1.1767,0
P2,635135618180022478,tPad,Clipped,Half,0,1,10435.5969,.099,2.556,1.1914,0
P2,635135618311900021,tPad,Clipped,Half,0,2,9463.5413,.1454,1.0708,1.2386,.0003
P2,635135618580825402,tPad,Clipped,Half,1,0,23320.3338,.1575,1.5386,1.2416,0
P2,635135618740404530,tPad,Clipped,Half,1,1,11077.6336,.0672,.4903,1.1919,0
P2,635135618824779356,tPad,Clipped,Half,1,2,6826.3905,.0761,1.1287,1.1863,0
P2,635135618933665584,tPad,Clipped,Half,2,0,7572.4332,.0676,2.5314,1.232,0
P2,635135619039701649,tPad,Clipped,Half,2,1,7260.4153,.107,.7657,1.2239,0
P2,635135619123536444,tPad,Clipped,Half,2,2,6319.3615,.1181,.224,1.252,0
P2,635135621561715900,tPad,Clipped,Quarter,0,0,9207.5267,.0206,2.7577,1.209,0
P2,635135621668462005,tPad,Clipped,Quarter,0,1,8281.4737,.0587,.3814,1.3087,0
P2,635135621786278744,tPad,Clipped,Quarter,0,2,6895.3944,.0297,.9292,1.438,0
P2,635135621903635456,tPad,Clipped,Quarter,1,0,9998.5719,.0491,.4792,1.4966,0
P2,635135621993840616,tPad,Clipped,Quarter,1,1,6924.3961,.0616,1.0322,1.346,0
P2,635135622095076406,tPad,Clipped,Quarter,1,2,8223.4704,.0586,1.1953,1.4383,0
P2,635135622211273052,tPad,Clipped,Quarter,2,0,9567.5472,.0758,1.278,1.362,.0001
P2,635135622374192371,tPad,Clipped,Quarter,2,1,10567.6045,.0593,.7147,1.3488,0
P2,635135622480398445,tPad,Clipped,Quarter,2,2,7232.4137,.0293,1.6908,1.3901,0
P3,635135716136975389,tPad,Clipped,ThreeQuarters,0,0,23527.3457,.0799,1.2209,1.2096,0
P3,635135716482815170,tPad,Clipped,ThreeQuarters,0,1,12691.7259,.0563,.6927,1.1978,0
P3,635135716616412811,tPad,Clipped,ThreeQuarters,0,2,8739.4998,.0953,.3479,1.1613,0
P3,635135716822734612,tPad,Clipped,ThreeQuarters,1,0,13979.7996,.0565,.5888,1.1428,0
P3,635135716995364486,tPad,Clipped,ThreeQuarters,1,1,10391.5944,.0644,.2732,1.1215,0
P3,635135717176604852,tPad,Clipped,ThreeQuarters,1,2,13550.775,.089,.1767,1.1805,0
P3,635135717332483768,tPad,Clipped,ThreeQuarters,2,0,8203.4692,.0736,.788,1.2162,0
P3,635135717525244793,tPad,Clipped,ThreeQuarters,2,1,12271.7019,.1136,.4189,1.1928,0
P3,635135717661762602,tPad,Clipped,ThreeQuarters,2,2,9787.5598,.0736,.5548,1.1656,0
P3,635135719310706916,tPad,Clipped,Half,0,0,11180.6395,.1196,.4728,1.1461,.0024
P3,635135719461655550,tPad,Clipped,Half,0,1,10729.6137,.0904,1.0798,1.0857,.0047
P3,635135719623504807,tPad,Clipped,Half,0,2,11118.6359,.0532,.486,1.1592,0
P3,635135719740711511,tPad,Clipped,Half,1,0,8843.5058,.0252,.9764,1.2623,0
P3,635135719856388127,tPad,Clipped,Half,1,1,8799.5033,.0399,.5555,1.2372,0
P3,635135719958063943,tPad,Clipped,Half,1,2,7395.423,.0978,.0169,1.0696,.0049
P3,635135720052829363,tPad,Clipped,Half,2,0,6079.3477,.1273,.7174,1.2875,0
P3,635135720173706277,tPad,Clipped,Half,2,1,9099.5205,.0927,.9902,1.143,.0018
P3,635135720317304490,tPad,Clipped,Half,2,2,10827.6193,.0895,.8733,1.2011,0
P3,635135721297740568,tPad,Clipped,Quarter,0,0,9738.557,.0173,1.693,1.5092,0
P3,635135721430858182,tPad,Clipped,Quarter,0,1,8835.5054,.1125,.0672,1.1348,.0216
P3,635135721562535713,tPad,Clipped,Quarter,0,2,8851.5062,.0623,.5485,1.355,0
P3,635135721704893856,tPad,Clipped,Quarter,1,0,10051.5749,.0795,.6038,1.1539,.0019
P3,635135721830291028,tPad,Clipped,Quarter,1,1,8471.4845,.0568,.3361,1.276,.0101
P3,635135721937657169,tPad,Clipped,Quarter,1,2,7907.4523,.0552,3.5579,1.1855,0
P3,635135722074174977,tPad,Clipped,Quarter,2,0,9404.5379,.0352,.6117,1.2912,0
P3,635135722196211958,tPad,Clipped,Quarter,2,1,8107.4638,.0648,.7788,1.2948,0
P3,635135722328569528,tPad,Clipped,Quarter,2,2,8479.485,.0568,1.1583,1.1515,0
P4,635138267364264679,tPad,Clipped,ThreeQuarters,0,0,18376.051,9.08,1.6312,1.3671,0
P4,635138268004221283,tPad,Clipped,ThreeQuarters,0,1,9747.5576,.1448,2.1507,1.3156,0
P4,635138268089746174,tPad,Clipped,ThreeQuarters,0,2,5976.3418,.1441,1.1678,1.2214,0
P4,635138268193262095,tPad,Clipped,ThreeQuarters,1,0,7771.4445,.1355,2.3978,1.8312,0
P4,635138268285497371,tPad,Clipped,ThreeQuarters,1,1,6755.3864,.1678,2.1779,1.4773,0
P4,635138268375942544,tPad,Clipped,ThreeQuarters,1,2,6104.3492,.1685,.2378,1.416,0
P4,635138268469437891,tPad,Clipped,ThreeQuarters,2,0,7261.4153,.1403,1.1237,1.4279,0
P4,635138268554982784,tPad,Clipped,ThreeQuarters,2,1,6396.3658, ,.5353,1.1948,0
P4,635138268629897069,tPad,Clipped,ThreeQuarters,2,2,5567.3184,.1438,3.9823,1.7808,0
P4,635138269445733732,tPad,Clipped,Half,0,0,20736.186,9.5899,6.7939,6.4991,0
P4,635138269570770884,tPad,Clipped,Half,0,1,6822.3902,.2088,3.3809,1.9061,0
P4,635138269652685569,tPad,Clipped,Half,0,2,6779.3877,7.38,2.6599,1.729,0
P4,635138269747651001,tPad,Clipped,Half,1,0,6916.3956,.1791,2.5103,1.8487,0
P4,635138269839486254,tPad,Clipped,Half,1,1,7015.4013,.1816,4.4736,1.8601,0
P4,635138269934461686,tPad,Clipped,Half,1,2,6511.3724,.1343,4.3704,1.6017,0
P4,635138270088850517,tPad,Clipped,Half,2,0,13114.7502, ,.4618,1.8275,0
P4,635138270212527590,tPad,Clipped,Half,2,1,10031.5737,.1058,2.4935,1.3627,0
P4,635138270308283067,tPad,Clipped,Half,2,2,8055.4607,7.09,.3548,1.7261,0
P4,635138270453481372,tPad,Clipped,Quarter,0,0,13055.7467,3.5499,2.8902,3.9297,0
P4,635138270595379488,tPad,Clipped,Quarter,0,1,9329.5336,.1419,10.944,3.7841,0
P4,635138270703765688,tPad,Clipped,Quarter,0,2,7880.4508,.1479,4.1052,2.7521,0
P4,635138270782520192,tPad,Clipped,Quarter,1,0,6339.3626,7.86,3.7732,4.0366,0
P4,635138270834203148,tPad,Clipped,Quarter,1,1,3022.1728,9.4899,.1375,3.9352,0
P4,635138270869805185,tPad,Clipped,Quarter,1,2,2184.125,.1293,2.8614,3.9247,0
P4,635138270919278014,tPad,Clipped,Quarter,2,0,2935.1679,9.4899,.8999,3.8816,0
P4,635138270989212014,tPad,Clipped,Quarter,2,1,5241.2998,8.8999,.5598,3.8845,0
P4,635138271034084581,tPad,Clipped,Quarter,2,2,2993.1712,6.3399,3.1076,3.9386,0
P5,635138953897269892,tPad,Clipped,Quarter,0,0,34579.9779,3.5799,.7694,2.044,0
P5,635138954034867762,tPad,Clipped,Quarter,0,1,11488.6571,.1375,.1401,1.298,.0015
P5,635138954163345110,tPad,Clipped,Quarter,0,2,10587.6055,7.1999,.7514,1.2943,0
P5,635138954220378373,tPad,Clipped,Quarter,1,0,4175.2388,8.8999,8.3099,4.093,0
P5,635138954414299464,tPad,Clipped,Quarter,1,1,17166.9819,7.92,4.229,1.4302,0
P5,635138954541336730,tPad,Clipped,Quarter,1,2,10811.6184,6.4699,2.8119,1.3956,0
P5,635138954686345024,tPad,Clipped,Quarter,2,0,12416.7102,6.45,5.75,1.273,0
P5,635138954800341545,tPad,Clipped,Quarter,2,1,9111.5212,3.83,.3871,1.3371,0
P5,635138954969341211,tPad,Clipped,Quarter,2,2,14947.855,8.89,.2308,1.2844,0
P5,635138955180093265,tPad,Clipped,ThreeQuarters,0,0,10639.6085,2.51,.844,1.2315,0
P5,635138955355173279,tPad,Clipped,ThreeQuarters,0,1,11387.6513,.129,.362,1.2296,0
P5,635138955588616631,tPad,Clipped,ThreeQuarters,0,2,17668.0105,7.95,.7558,1.2141,0
P5,635138955730774762,tPad,Clipped,ThreeQuarters,1,0,10975.6277,7.34,1.052,1.2598,0
P5,635138955903694653,tPad,Clipped,ThreeQuarters,1,1,14951.8552,1.7899,.115,1.1712,0
P5,635138956108286355,tPad,Clipped,ThreeQuarters,1,2,17042.9748, ,1.2746,1.2275,0
P5,635138956238323792,tPad,Clipped,ThreeQuarters,2,0,10170.5817,.1441,1.8977,1.2324,0
P5,635138956347370030,tPad,Clipped,ThreeQuarters,2,1,9032.5167, ,4.2799,1.2259,0
P5,635138956513849552,tPad,Clipped,ThreeQuarters,2,2,12443.7118,5.3699,.7476,1.225,0
P5,635138956691009685,tPad,Clipped,Half,0,0,15691.8976,9.2999,.3471,1.4729,0
P5,635138956834247877,tPad,Clipped,Half,0,1,12771.7305,.1131, ,1.3726,0
P5,635138956983886436,tPad,Clipped,Half,0,2,13711.7842,.1027,.1255,1.395,0
P5,635138957105433388,tPad,Clipped,Half,1,0,10234.5854, ,3.0308,1.2968,0
P5,635138957327766105,tPad,Clipped,Half,1,1,20900.1954,5.0599,.3672,1.2761,0
P5,635138957509186482,tPad,Clipped,Half,1,2,14582.8341,4.1,.3275,1.3048,0
P5,635138957655034824,tPad,Clipped,Half,2,0,12699.7264,7.7299,.5135,1.3626,0
P5,635138957829314792,tPad,Clipped,Half,2,1,15723.8994,7.62,.5909,1.2959,0
P5,635138958003794772,tPad,Clipped,Half,2,2,13743.7861,5.7599,.6435,1.2934,0
P6,"635,139,036,127,363,970.00",tPad,Clipped,Quarter,0,0,21935.2546, ,.3677,1.9467,0
P6,"635,139,036,237,369,980.00",tPad,Clipped,Quarter,0,1,9983.571,1.81,2.8626,1.4534,0
P6,"635,139,036,342,306,050.00",tPad,Clipped,Quarter,0,2,7077.4048,.1221,.4444,1.3502,0
P6,"635,139,036,437,330,940.00",tPad,Clipped,Quarter,1,0,7316.4185,7.3999,.636,1.2846,0
P6,"635,139,036,519,766,020.00",tPad,Clipped,Quarter,1,1,6115.3498,6.4699,.72,1.5938,0
P6,"635,139,036,653,283,970.00",tPad,Clipped,Quarter,1,2,11435.6541,7.2499,4.2542,1.5246,0
P6,"635,139,036,764,679,940.00",tPad,Clipped,Quarter,2,0,8779.5021,.1565,.2863,1.6309,0
P6,"635,139,036,945,440,000.00",tPad,Clipped,Quarter,2,1,15083.8627,5.43,.9348,1.3267,0
P6,"635,139,037,070,686,980.00",tPad,Clipped,Quarter,2,2,10924.6249,7.3999,1.1498,1.4952,0
P6,"635,139,038,450,025,980.00",tPad,Clipped,Half,0,0,27529.5747,6.46,2.7999,.9868,4.2799
P6,"635,139,038,553,031,940.00",tPad,Clipped,Half,0,1,8099.4633,.1516,.4801,.9546,7.6499
P6,"635,139,038,623,586,050.00",tPad,Clipped,Half,0,2,3919.2242,5.72,.1255,.9956,3.28
P6,"635,139,038,708,631,040.00",tPad,Clipped,Half,1,0,5667.3242,7.34,.255,.9677,6.9099
P6,"635,139,038,769,115,010.00",tPad,Clipped,Half,1,1,3732.2134,6.65,.1426,.984,5.53
P6,"635,139,038,837,908,990.00",tPad,Clipped,Half,1,2,4851.2775,9.9299,.6891,.9879, 
P6,"635,139,038,895,072,000.00",tPad,Clipped,Half,2,0,4096.2343,5.8,.4052,.9845,5.94
P6,"635,139,038,954,225,020.00",tPad,Clipped,Half,2,1,3991.2283,5.3999,.1097,.9745,4.6199
P6,"635,139,039,014,548,990.00",tPad,Clipped,Half,2,2,4480.2562,5.6599,.4907,.9739,3.9399
P6,"635,139,040,076,258,940.00",tPad,Clipped,ThreeQuarters,0,0,11701.6693,.1985,4.39,1.1484,0
P6,"635,139,040,118,502,020.00",tPad,Clipped,ThreeQuarters,0,1,2392.1368,.1711,1.5362,1.2567,0
P6,"635,139,040,165,745,020.00",tPad,Clipped,ThreeQuarters,0,2,4015.2297,.1482,.4551,1.3005,0
P6,"635,139,040,193,936,000.00",tPad,Clipped,ThreeQuarters,1,0,2347.1342,.1463,.7204,1.2704,0
P6,"635,139,040,221,618,050.00",tPad,Clipped,ThreeQuarters,1,1,1791.1025,.1839,.4153,.4183,.5816
P6,"635,139,040,259,660,030.00",tPad,Clipped,ThreeQuarters,1,2,7423.4246,.1638,1.0136,1.3088,0
P6,"635,139,040,346,465,020.00",tPad,Clipped,ThreeQuarters,2,0,8176.4677,4.0599,1.0823,1.2597,0
P6,"635,139,040,427,820,030.00",tPad,Clipped,ThreeQuarters,2,1,7423.4246,7.48,.2586,1.349,0
P6,"635,139,040,466,342,020.00",tPad,Clipped,ThreeQuarters,2,2,2352.1345,5.1999,1.3489,1.1724,0
P7,635139097581578257,tPad,Clipped,Quarter,0,1,11819.676,.2089,1.6094,3.999,0
P7,635139097636221383,tPad,Clipped,Quarter,0,2,3865.2211,.1589,1.1222,4.0895,0
P7,635139097745337624,tPad,Clipped,Quarter,1,0,10375.5935,.158,1.2172,3.9468,0
P7,635139097769098983,tPad,Clipped,Quarter,1,1,1832.1048,.1388,.8425,4.0242,0
P7,635139097821932005,tPad,Clipped,Quarter,1,2,4391.2512,.1635,.6663,4.0934,0
P7,635139097941178825,tPad,Clipped,Quarter,2,0,11459.6554,.1015,.255,1.4308,1.2999
P7,635139098038894414,tPad,Clipped,Quarter,2,1,9047.5174,.1623,.4239,1.6959,0
P7,635139098127969509,tPad,Clipped,Quarter,2,2,7911.4525,9.5299,1.6665,1.7639,0
P7,635139102704741286,tPad,Clipped,ThreeQuarters,0,1,7395.423,.2016,.3088,1.1727,0
P7,635139102767664885,tPad,Clipped,ThreeQuarters,0,2,4988.2854,.1391,.5182,1.5671,0
P7,635139102873940963,tPad,Clipped,ThreeQuarters,1,0,9455.5408,.1975,1.1801,1.8089,0
P7,635139103002258303,tPad,Clipped,ThreeQuarters,1,1,8207.4695,.1792,.78,1.5387,0
P7,635139103141416262,tPad,Clipped,ThreeQuarters,1,2,3295.1885,9.8599,.5091,1.3298,0
P7,635139103346818010,tPad,Clipped,ThreeQuarters,2,0,10607.6067,.1516,2.6044,1.2789,0
P7,635139103491126264,tPad,Clipped,ThreeQuarters,2,1,10242.5858,.1499,.1807,1.6901,0
P7,635139103570850824,tPad,Clipped,ThreeQuarters,2,2,5079.2905,.2136,9.37,1.2403,0
P8,635139752543883246,tPad,Clipped,Quarter,0,0,5699.326,9.7799,1.8709,3.9075,0
P8,635139752607476883,tPad,Clipped,Quarter,0,1,5583.3193,.1138,.9341,3.4866,0
P8,635139752622107720,tPad,Clipped,Quarter,0,2,694.0397,.1069,1.4795,3.9609,0
P8,635139752685401340,tPad,Clipped,Quarter,1,0,5615.3212,.1217,.5472,3.863,0
P8,635139752698322079,tPad,Clipped,Quarter,1,1,556.0318,8.59,1.9068,3.9613,0
P8,635139752768876115,tPad,Clipped,Quarter,1,2,6379.3649,.1067,1.7677,3.9331,0
P8,635139752785717078,tPad,Clipped,Quarter,2,0,887.0507,.1212,.8107,4.0761,0
P8,635139752841720281,tPad,Clipped,Quarter,2,1,4831.2763,8.5,.1646,3.8311,0
P8,635139752900443640,tPad,Clipped,Quarter,2,2,5076.2904,8.58,.4183,3.9483,0
P8,635139755532424181,tPad,Clipped,Half,0,0,37240.1301,.1602,2.0642,1.2758,2
P8,635139755640580367,tPad,Clipped,Half,0,1,9431.5395,.162,.4238,1.214,4.54
P8,635139755751696722,tPad,Clipped,Half,0,2,9603.5493,.1257, ,1.2457, 
P8,635139755815140351,tPad,Clipped,Half,1,0,5212.2981,9.18,0,1.2856,4.66
P8,635139755867263332,tPad,Clipped,Half,1,1,4260.2436,9.5,.6448,1.2431, 
P8,635139755974739480,tPad,Clipped,Half,1,2,9843.5631,.2273,.4101,1.2859,5.1299
P8,635139756063134535,tPad,Clipped,Half,2,0,7995.4573,.1696,.2187,1.3178,5.1999
P8,635139756137898812,tPad,Clipped,Half,2,1,5944.34,.1628,.1923,1.2635,4.8099
P8,635139756247175062,tPad,Clipped,Half,2,2,10131.5795,.1754,.1928,1.2848,4.9099
P8,635139758178395521,tPad,Clipped,ThreeQuarters,0,0,7838.4483, ,.2677,1.3164,0
P8,635139758287641770,tPad,Clipped,ThreeQuarters,0,1,10075.5763,5.2999,1.2231,1.4755,0
P8,635139758365556226,tPad,Clipped,ThreeQuarters,0,2,6883.3937,6.9,3.7528,1.4965,0
P8,635139758441960596,tPad,Clipped,ThreeQuarters,1,0,6875.3932, ,.2323,1.5505,0
P8,635139758482802933,tPad,Clipped,ThreeQuarters,1,1,3244.1856,.1159,.1259,1.4986,0
P8,635139758564957632,tPad,Clipped,ThreeQuarters,1,2,7387.4226,6.6699,.2702,1.5061,0
P8,635139758667673507,tPad,Clipped,ThreeQuarters,2,0,9411.5384, ,.1839,1.7345,0
P8,635139758742717799,tPad,Clipped,ThreeQuarters,2,1,6536.3739,5.7799,.5227,1.5898,0
P8,635139758820752262,tPad,Clipped,ThreeQuarters,2,2,6823.3903,.1016,.1356,1.5033,0
P9,635139903674475772,tPad,Clipped,Quarter,0,0,7469.4273,6.6,3.8584,1.8698,0
P9,635139903721218445,tPad,Clipped,Quarter,0,1,3403.1946,.1295,3.2753,1.6748,0
P9,635139903760380685,tPad,Clipped,Quarter,0,2,2572.1471,.1668,.754,2.1579,0
P9,635139903814503781,tPad,Clipped,Quarter,1,0,4000.2288,.2318,4.2126,1.9197,0
P9,635139903914659509,tPad,Clipped,Quarter,1,1,5979.342,9.76,.6702,1.5941,0
P9,635139903954861809,tPad,Clipped,Quarter,1,2,2724.1558,.1216,1.241,1.5208,0
P9,635139904052817411,tPad,Clipped,Quarter,2,0,4751.2717,.1037,2.0499,1.7051,0
P9,635139904114420935,tPad,Clipped,Quarter,2,1,4796.2743,8.11,3.0831,1.6466,0
P9,635139904204816105,tPad,Clipped,Quarter,2,2,6390.3655,6.85,6.6227,1.9226,0
P9,635139904775128725,tPad,Clipped,Half,0,0,5383.3079,6.4,1.3636,1.5831,0
P9,635139904849332970,tPad,Clipped,Half,0,1,3620.2071,5.48,5.7392,1.5022,0
P9,635139904998971528,tPad,Clipped,Half,0,2,12035.6884,.1018,2.551,1.2947,0
P9,635139905063975246,tPad,Clipped,Half,1,0,5324.3045,6.31,4.0849,1.3683,0
P9,635139905149650147,tPad,Clipped,Half,1,1,7315.4184,.2808,3.79,1.6769,0
P9,635139905222454311,tPad,Clipped,Half,1,2,5492.3142,.1034,.1602,1.6415,0
P9,635139905360492206,tPad,Clipped,Half,2,0,9615.55,.2436,1.4979,1.6312,0
P9,635139905451247397,tPad,Clipped,Half,2,1,5899.3374,7.0599,1.3025,1.6473,0
P9,635139905496569989,tPad,Clipped,Half,2,2,2936.1679,7.32,.9243,1.9532,0
P9,635139906161128000,tPad,Clipped,ThreeQuarters,0,0,8284.4738, ,1.4693,1.3589,0
P9,635139906202080342,tPad,Clipped,ThreeQuarters,0,1,2747.1571,9.47,.3826,1.4301,0
P9,635139906240802557,tPad,Clipped,ThreeQuarters,0,2,2411.1379,.1028,.3245,1.3058,0
P9,635139906333757874,tPad,Clipped,ThreeQuarters,1,0,6131.3507,.1126,1.7896,1.3864,0
P9,635139906370239960,tPad,Clipped,ThreeQuarters,1,1,2803.1603,7.4099,1.9464,1.3794,0
P9,635139906458885031,tPad,Clipped,ThreeQuarters,1,2,8300.4748,.1076,.7709,1.4033,0
P9,635139906561040874,tPad,Clipped,ThreeQuarters,2,0,7003.4006,3.5099,2.1783,1.2726,0
P9,635139906606773489,tPad,Clipped,ThreeQuarters,2,1,2889.1652,4.97, ,1.3065,0
P9,635139906677997563,tPad,Clipped,ThreeQuarters,2,2,6317.3613, ,4.25,1.2058,0
P10,635140003701679225,tPad,Clipped,Quarter,0,0,12230.6995,6.8099,3.5384,2.3329,0
P10,635140003878199322,tPad,Clipped,Quarter,0,1,14239.8145,.1368,.1617,1.8247,0
P10,635140003996876110,tPad,Clipped,Quarter,0,2,10003.5722,9.7199,1.7704,2.2745,0
P10,635140004072710447,tPad,Clipped,Quarter,1,0,4435.2537,5.2699,.9179,1.7963,0
P10,635140004208638222,tPad,Clipped,Quarter,1,1,10943.626,7.3899,2.8,1.8051,0
P10,635140004326104941,tPad,Clipped,Quarter,1,2,9741.5572,.1053,2.714,1.8192,0
P10,635140004429950880,tPad,Clipped,Quarter,2,0,8743.5001,7.4499,1.4961,2.3054,0
P10,635140004541617267,tPad,Clipped,Quarter,2,1,9702.5549,.1181,.38,1.8234,0
P10,635140004617431603,tPad,Clipped,Quarter,2,2,5975.3417,8.6499,.3398,2.3624,0
P10,635140004789551448,tPad,Clipped,Half,0,0,16257.9299,9.6199,.9377,1.5049,0
P10,635140004907748209,tPad,Clipped,Half,0,1,10443.5974,5.09,.8224,1.5986,0
P10,635140004998043373,tPad,Clipped,Half,0,2,7677.4391,.1193,.5232,1.5607,0
P10,635140005066627296,tPad,Clipped,Half,1,0,5687.3253,.1206,.4355,1.4706,0
P10,635140005133791138,tPad,Clipped,Half,1,1,5528.3163,.1102,.3867,1.5831,0
P10,635140005231066701,tPad,Clipped,Half,1,2,8491.4856,8.5099,.5996,1.5495,0
P10,635140005354383755,tPad,Clipped,Half,2,0,10803.618,8.4,.219,1.499,0
P10,635140005459629774,tPad,Clipped,Half,2,1,9240.5285,7.58,.2826,1.4548,0
P10,635140005576626466,tPad,Clipped,Half,2,2,10407.5953,6.66,2.6947,1.6413,0
P10,635140006410014133,tPad,Clipped,ThreeQuarters,0,0,3989.2281,7.4899,7.4999,1.5608,0
P10,635140006456256778,tPad,Clipped,ThreeQuarters,0,1,2603.1489,7.4899,.0019,1.5907,0
P10,635140006508469765,tPad,Clipped,ThreeQuarters,0,2,4305.2463,9.02,.5352,1.4208,0
P10,635140006613895795,tPad,Clipped,ThreeQuarters,1,0,9483.5425,8.3299,.2997,1.362,0
P10,635140006714291537,tPad,Clipped,ThreeQuarters,1,1,8307.4752,9.4799,.2919,1.4233,0
P10,635140006802056557,tPad,Clipped,ThreeQuarters,1,2,7566.4328, ,1.3188,1.4013,0
P10,635140006903252345,tPad,Clipped,ThreeQuarters,2,0,8290.4742,8.45,.2757,1.3525,0
P10,635140007013938676,tPad,Clipped,ThreeQuarters,2,1,9852.5636,6.9099,2.5399,1.399,0
P10,635140007060931364,tPad,Clipped,ThreeQuarters,2,2,3299.1887,8.4,3.3799,1.3322,0
P11,635145988741703640,tPad,Clipped,Half,0,0,24158.3818,.1249,.5731,1.6328,0
P11,635145988867780851,tPad,Clipped,Half,0,1,7755.4436,7.1999,2.0874,1.6653,0
P11,635145988957906006,tPad,Clipped,Half,0,2,7755.4436,9.0899,3.7376,1.7493,0
P11,635145989096343924,tPad,Clipped,Half,1,0,12879.7367,.126,2.0735,1.8643,0
P11,635145989280464455,tPad,Clipped,Half,1,1,17508.0014,6.3399,2.478,1.6941,0
P11,635145989351298507,tPad,Clipped,Half,1,2,6007.3436,5.46,.2214,1.8576,0
P11,635145989460304742,tPad,Clipped,Half,2,0,9844.5631,7.6799,1.1753,1.7928,0
P11,635145989562460585,tPad,Clipped,Half,2,1,9343.5345,7.4899,.3234,2.1387,0
P11,635145989665976505,tPad,Clipped,Half,2,2,9531.5451,7.34,1.2209,1.6251,0
P11,635145989805294474,tPad,Clipped,ThreeQuarters,0,0,13062.7472,.13,.5702,1.5951,0
