Participant,Method,AppsNumber,Distance,Rechecks,aligned(Rechecks) for Method,aligned(Rechecks) for AppsNumber,aligned(Rechecks) for Method*AppsNumber,aligned(Rechecks) for Distance,aligned(Rechecks) for Method*Distance,aligned(Rechecks) for AppsNumber*Distance,aligned(Rechecks) for Method*AppsNumber*Distance,ART(Rechecks) for Method,ART(Rechecks) for AppsNumber,ART(Rechecks) for Method*AppsNumber,ART(Rechecks) for Distance,ART(Rechecks) for Method*Distance,ART(Rechecks) for AppsNumber*Distance,ART(Rechecks) for Method*AppsNumber*Distance
P1,RuntimeBar,2,2,0,-0.3539230019493177387914230019,-0.0564692982456140350877192982,-0.1097100389863547758284600389,-0.0957909568607509110941605220,-0.0664201264029639315680505612,-0.1196939359267734553775743707,-0.0831047273982056590752242926,1042,1476,1425,1312,1663,1108,1551
P1,RuntimeBar,2,2,0,-0.3539230019493177387914230019,-0.0564692982456140350877192982,-0.1097100389863547758284600389,-0.0957909568607509110941605220,-0.0664201264029639315680505612,-0.1196939359267734553775743707,-0.0831047273982056590752242926,1042,1476,1425,1312,1663,1108,1551
P1,RuntimeBar,2,2,0,-0.3539230019493177387914230019,-0.0564692982456140350877192982,-0.1097100389863547758284600389,-0.0957909568607509110941605220,-0.0664201264029639315680505612,-0.1196939359267734553775743707,-0.0831047273982056590752242926,1042,1476,1425,1312,1663,1108,1551
P1,RuntimeBar,2,2,0,-0.3539230019493177387914230019,-0.0564692982456140350877192982,-0.1097100389863547758284600389,-0.0957909568607509110941605220,-0.0664201264029639315680505612,-0.1196939359267734553775743707,-0.0831047273982056590752242926,1042,1476,1425,1312,1663,1108,1551
P1,RuntimeBar,2,3,0,-0.2662037037037037037037037037,0.0312500000000000000000000000,-0.0219907407407407407407407407,0.0114568682606657290201593999,-0.0585949153987128670672974470,0.0067537161769829288119846708,-0.0614675208907876426166984756,1591,1784.5,1598.5,2055,1797,2097.5,1803.5
P1,RuntimeBar,2,3,0,-0.2662037037037037037037037037,0.0312500000000000000000000000,-0.0219907407407407407407407407,0.0114568682606657290201593999,-0.0585949153987128670672974470,0.0067537161769829288119846708,-0.0614675208907876426166984756,1591,1784.5,1598.5,2055,1797,2097.5,1803.5
P1,RuntimeBar,2,0,2,1.5828529000698812019566736548,1.8803066037735849056603773585,1.8270658630328441649196366178,1.8658780998990349026095505844,1.8576980706110978716741670956,1.8740069931700204305967260181,1.8477347957887496602488365255,2451.5,2494.5,2501.5,2495.5,2491.5,2492.5,2490.5
P1,RuntimeBar,2,0,0,-0.4171470999301187980433263452,-0.1196933962264150943396226415,-0.1729341369671558350803633822,-0.1341219001009650973904494156,-0.1423019293889021283258329044,-0.1259930068299795694032739819,-0.1522652042112503397511634745,379,1327,1254,1077,979,963,993
P1,RuntimeBar,2,0,0,-0.4171470999301187980433263452,-0.1196933962264150943396226415,-0.1729341369671558350803633822,-0.1341219001009650973904494156,-0.1423019293889021283258329044,-0.1259930068299795694032739819,-0.1522652042112503397511634745,379,1327,1254,1077,979,963,993
P1,TapNFlip,2,3,2,1.6337912365917830398704715645,1.4574795081967213114754098361,1.4489918538757336571544221818,1.4376863764573870404955692360,1.4102123680536863218088362317,1.4329832243737042402873945069,1.3774361853350159614640591633,2468.5,2468.5,2463.5,2460.5,2460.5,2460.5,2458.5
P1,TapNFlip,2,3,1,0.6337912365917830398704715645,0.4574795081967213114754098361,0.4489918538757336571544221818,0.4376863764573870404955692360,0.4102123680536863218088362317,0.4329832243737042402873945069,0.3774361853350159614640591633,2305,2307,2305,2302,2302,2302,2311
P1,TapNFlip,2,3,1,0.6337912365917830398704715645,0.4574795081967213114754098361,0.4489918538757336571544221818,0.4376863764573870404955692360,0.4102123680536863218088362317,0.4329832243737042402873945069,0.3774361853350159614640591633,2305,2307,2305,2302,2302,2302,2311
P1,TapNFlip,2,1,0,-0.3693613485280151946818613485,-0.5456730769230769230769230769,-0.5541607312440645773979107312,-0.5948445617563264622088151500,-0.6491691405907092181601985523,-0.5801158495511722239306476884,-0.5270100492413932353014782104,733,440,390,345,313,345,415
P1,TapNFlip,2,3,3,2.6337912365917830398704715645,2.4574795081967213114754098361,2.4489918538757336571544221818,2.4376863764573870404955692360,2.4102123680536863218088362317,2.4329832243737042402873945069,2.3774361853350159614640591633,2532.5,2541.5,2539.5,2538.5,2538.5,2538.5,2538.5
P1,TapNFlip,2,3,0,-0.3662087634082169601295284355,-0.5425204918032786885245901639,-0.5510081461242663428455778182,-0.5623136235426129595044307640,-0.5897876319463136781911637683,-0.5670167756262957597126054931,-0.6225638146649840385359408367,768,475,425,380,380,380,380
P1,TapNFlip,2,0,0,-0.6368827160493827160493827160,-0.8131944444444444444444444444,-0.8216820987654320987654320987,-0.8276229483189944474952712185,-0.8233074184986625380274217382,-0.8194940550480089195080957848,-0.6832792818380377986729149621,116.5,116.5,116.5,116.5,116.5,134.5,290.5
P1,TapNFlip,2,3,2,1.6337912365917830398704715645,1.4574795081967213114754098361,1.4489918538757336571544221818,1.4376863764573870404955692360,1.4102123680536863218088362317,1.4329832243737042402873945069,1.3774361853350159614640591633,2468.5,2468.5,2463.5,2460.5,2460.5,2460.5,2458.5
P1,TapNFlip,2,3,0,-0.3662087634082169601295284355,-0.5425204918032786885245901639,-0.5510081461242663428455778182,-0.5623136235426129595044307640,-0.5897876319463136781911637683,-0.5670167756262957597126054931,-0.6225638146649840385359408367,768,475,425,380,380,380,380
P1,TapNFlip,2,3,1,0.6337912365917830398704715645,0.4574795081967213114754098361,0.4489918538757336571544221818,0.4376863764573870404955692360,0.4102123680536863218088362317,0.4329832243737042402873945069,0.3774361853350159614640591633,2305,2307,2305,2302,2302,2302,2311
P1,TapNFlip,2,3,1,0.6337912365917830398704715645,0.4574795081967213114754098361,0.4489918538757336571544221818,0.4376863764573870404955692360,0.4102123680536863218088362317,0.4329832243737042402873945069,0.3774361853350159614640591633,2305,2307,2305,2302,2302,2302,2311
P1,TapNFlip,2,3,2,1.6337912365917830398704715645,1.4574795081967213114754098361,1.4489918538757336571544221818,1.4376863764573870404955692360,1.4102123680536863218088362317,1.4329832243737042402873945069,1.3774361853350159614640591633,2468.5,2468.5,2463.5,2460.5,2460.5,2460.5,2458.5
P1,TapNFlip,2,2,1,0.6730789697743720732226479353,0.4967672413793103448275862069,0.4882795870583226905065985526,0.4574455827641734688211449831,0.5391327157938867421549393447,0.4335426036981509245377311344,0.3460604515113495285985727881,2353,2326,2326,2321,2321,2321,2276
P1,TapNFlip,2,1,1,0.6306386514719848053181386515,0.4543269230769230769230769231,0.4458392687559354226020892688,0.4051554382436735377911848500,0.3508308594092907818398014477,0.4198841504488277760693523116,0.4729899507586067646985217896,2290.5,2292.5,2290.5,2287.5,2276.5,2287.5,2325.5
P1,TapNFlip,2,1,0,-0.3693613485280151946818613485,-0.5456730769230769230769230769,-0.5541607312440645773979107312,-0.5948445617563264622088151500,-0.6491691405907092181601985523,-0.5801158495511722239306476884,-0.5270100492413932353014782104,733,440,390,345,313,345,415
P1,TapNFlip,2,3,2,1.6337912365917830398704715645,1.4574795081967213114754098361,1.4489918538757336571544221818,1.4376863764573870404955692360,1.4102123680536863218088362317,1.4329832243737042402873945069,1.3774361853350159614640591633,2468.5,2468.5,2463.5,2460.5,2460.5,2460.5,2458.5
P1,TapNFlip,2,1,1,0.6306386514719848053181386515,0.4543269230769230769230769231,0.4458392687559354226020892688,0.4051554382436735377911848500,0.3508308594092907818398014477,0.4198841504488277760693523116,0.4729899507586067646985217896,2290.5,2292.5,2290.5,2287.5,2276.5,2287.5,2325.5
P1,TapNFlip,2,1,0,-0.3693613485280151946818613485,-0.5456730769230769230769230769,-0.5541607312440645773979107312,-0.5948445617563264622088151500,-0.6491691405907092181601985523,-0.5801158495511722239306476884,-0.5270100492413932353014782104,733,440,390,345,313,345,415
P1,RuntimeBar,3,1,0,-0.2951892109500805152979066023,0.1087459742351046698872785829,-0.1481984702093397745571658616,-0.0469069920796263507260949717,-0.0042777330181422253033506231,-0.0511602649211955066716238730,-0.0957226428312774631926503391,1507,2049,1311,1881,2013,1681,1315
P1,RuntimeBar,3,3,0,-0.3982791754018169112508735150,0.0056560097833682739343116702,-0.2512884346610761705101327743,-0.1206186034374474785270104114,-0.1906703870968260746144672583,-0.1465536242300632078516004955,-0.0494949114411139727595423798,564.5,1666,929.5,1167.5,759.5,915.5,1858.5
P1,RuntimeBar,3,3,0,-0.3982791754018169112508735150,0.0056560097833682739343116702,-0.2512884346610761705101327743,-0.1206186034374474785270104114,-0.1906703870968260746144672583,-0.1465536242300632078516004955,-0.0494949114411139727595423798,564.5,1666,929.5,1167.5,759.5,915.5,1858.5
P1,RuntimeBar,3,3,0,-0.3982791754018169112508735150,0.0056560097833682739343116702,-0.2512884346610761705101327743,-0.1206186034374474785270104114,-0.1906703870968260746144672583,-0.1465536242300632078516004955,-0.0494949114411139727595423798,564.5,1666,929.5,1167.5,759.5,915.5,1858.5
P1,RuntimeBar,3,3,0,-0.3982791754018169112508735150,0.0056560097833682739343116702,-0.2512884346610761705101327743,-0.1206186034374474785270104114,-0.1906703870968260746144672583,-0.1465536242300632078516004955,-0.0494949114411139727595423798,564.5,1666,929.5,1167.5,759.5,915.5,1858.5
P1,RuntimeBar,3,3,0,-0.3982791754018169112508735150,0.0056560097833682739343116702,-0.2512884346610761705101327743,-0.1206186034374474785270104114,-0.1906703870968260746144672583,-0.1465536242300632078516004955,-0.0494949114411139727595423798,564.5,1666,929.5,1167.5,759.5,915.5,1858.5
P1,RuntimeBar,3,3,0,-0.3982791754018169112508735150,0.0056560097833682739343116702,-0.2512884346610761705101327743,-0.1206186034374474785270104114,-0.1906703870968260746144672583,-0.1465536242300632078516004955,-0.0494949114411139727595423798,564.5,1666,929.5,1167.5,759.5,915.5,1858.5
P1,RuntimeBar,3,3,0,-0.3982791754018169112508735150,0.0056560097833682739343116702,-0.2512884346610761705101327743,-0.1206186034374474785270104114,-0.1906703870968260746144672583,-0.1465536242300632078516004955,-0.0494949114411139727595423798,564.5,1666,929.5,1167.5,759.5,915.5,1858.5
P1,RuntimeBar,3,3,0,-0.3982791754018169112508735150,0.0056560097833682739343116702,-0.2512884346610761705101327743,-0.1206186034374474785270104114,-0.1906703870968260746144672583,-0.1465536242300632078516004955,-0.0494949114411139727595423798,564.5,1666,929.5,1167.5,759.5,915.5,1858.5
P1,RuntimeBar,3,3,0,-0.3982791754018169112508735150,0.0056560097833682739343116702,-0.2512884346610761705101327743,-0.1206186034374474785270104114,-0.1906703870968260746144672583,-0.1465536242300632078516004955,-0.0494949114411139727595423798,564.5,1666,929.5,1167.5,759.5,915.5,1858.5
P1,RuntimeBar,3,3,0,-0.3982791754018169112508735150,0.0056560097833682739343116702,-0.2512884346610761705101327743,-0.1206186034374474785270104114,-0.1906703870968260746144672583,-0.1465536242300632078516004955,-0.0494949114411139727595423798,564.5,1666,929.5,1167.5,759.5,915.5,1858.5
P1,RuntimeBar,3,2,2,1.5377178649237472766884531590,1.9416530501089324618736383442,1.6847086056644880174291938997,1.7958499100123141043857156389,1.8252207404701010839118255997,1.8445916630570430883295581728,1.8349912812317835534382600656,2441.5,2497.5,2482.5,2481.5,2485.5,2484.5,2485.5
P1,RuntimeBar,3,3,0,-0.3982791754018169112508735150,0.0056560097833682739343116702,-0.2512884346610761705101327743,-0.1206186034374474785270104114,-0.1906703870968260746144672583,-0.1465536242300632078516004955,-0.0494949114411139727595423798,564.5,1666,929.5,1167.5,759.5,915.5,1858.5
P1,RuntimeBar,3,2,0,-0.4622821350762527233115468410,-0.0583469498910675381263616558,-0.3152913943355119825708061003,-0.2041500899876858956142843611,-0.1747792595298989160881744003,-0.1554083369429569116704418272,-0.1650087187682164465617399344,266,1373,785,744,843,822,883
P1,RuntimeBar,3,2,0,-0.4622821350762527233115468410,-0.0583469498910675381263616558,-0.3152913943355119825708061003,-0.2041500899876858956142843611,-0.1747792595298989160881744003,-0.1554083369429569116704418272,-0.1650087187682164465617399344,266,1373,785,744,843,822,883
P1,RuntimeBar,3,2,0,-0.4622821350762527233115468410,-0.0583469498910675381263616558,-0.3152913943355119825708061003,-0.2041500899876858956142843611,-0.1747792595298989160881744003,-0.1554083369429569116704418272,-0.1650087187682164465617399344,266,1373,785,744,843,822,883
P1,RuntimeBar,3,2,0,-0.4622821350762527233115468410,-0.0583469498910675381263616558,-0.3152913943355119825708061003,-0.2041500899876858956142843611,-0.1747792595298989160881744003,-0.1554083369429569116704418272,-0.1650087187682164465617399344,266,1373,785,744,843,822,883
P1,RuntimeBar,3,3,0,-0.3982791754018169112508735150,0.0056560097833682739343116702,-0.2512884346610761705101327743,-0.1206186034374474785270104114,-0.1906703870968260746144672583,-0.1465536242300632078516004955,-0.0494949114411139727595423798,564.5,1666,929.5,1167.5,759.5,915.5,1858.5
P1,TapNFlip,1,3,9,8.874228395061728395061728395,8.497685185185185185185185186,8.514660493827160493827160494,8.678123534927332395686826067,8.650649526523631677000093063,8.634793890695011259443714310,8.791062677483654297498996191,2592,2592,2592,2592,2592,2592,2592
P1,TapNFlip,1,3,0,-0.1257716049382716049382716049,-0.5023148148148148148148148148,-0.4853395061728395061728395061,-0.3218764650726676043131739334,-0.3493504734763683229999069377,-0.3652061093049887405562856901,-0.2089373225163457025010038091,1737,605.5,634,601,610,503,736
P1,TapNFlip,1,3,0,-0.1257716049382716049382716049,-0.5023148148148148148148148148,-0.4853395061728395061728395061,-0.3218764650726676043131739334,-0.3493504734763683229999069377,-0.3652061093049887405562856901,-0.2089373225163457025010038091,1737,605.5,634,601,610,503,736
P1,TapNFlip,1,3,0,-0.1257716049382716049382716049,-0.5023148148148148148148148148,-0.4853395061728395061728395061,-0.3218764650726676043131739334,-0.3493504734763683229999069377,-0.3652061093049887405562856901,-0.2089373225163457025010038091,1737,605.5,634,601,610,503,736
P1,TapNFlip,1,3,0,-0.1257716049382716049382716049,-0.5023148148148148148148148148,-0.4853395061728395061728395061,-0.3218764650726676043131739334,-0.3493504734763683229999069377,-0.3652061093049887405562856901,-0.2089373225163457025010038091,1737,605.5,634,601,610,503,736
P1,TapNFlip,1,3,0,-0.1257716049382716049382716049,-0.5023148148148148148148148148,-0.4853395061728395061728395061,-0.3218764650726676043131739334,-0.3493504734763683229999069377,-0.3652061093049887405562856901,-0.2089373225163457025010038091,1737,605.5,634,601,610,503,736
P1,TapNFlip,1,0,0,0.0408950617283950617283950617,-0.3356481481481481481481481482,-0.3186728395061728395061728395,-0.1498451705412166697174934408,-0.1455296407208847602496439605,-0.1892233756168817271868736129,-0.2607721834913872132163593563,1916,741,741,887,934,778,688
P1,TapNFlip,1,0,0,0.0408950617283950617283950617,-0.3356481481481481481481481482,-0.3186728395061728395061728395,-0.1498451705412166697174934408,-0.1455296407208847602496439605,-0.1892233756168817271868736129,-0.2607721834913872132163593563,1916,741,741,887,934,778,688
P1,TapNFlip,1,0,0,0.0408950617283950617283950617,-0.3356481481481481481481481482,-0.3186728395061728395061728395,-0.1498451705412166697174934408,-0.1455296407208847602496439605,-0.1892233756168817271868736129,-0.2607721834913872132163593563,1916,741,741,887,934,778,688
P1,TapNFlip,1,3,0,-0.1257716049382716049382716049,-0.5023148148148148148148148148,-0.4853395061728395061728395061,-0.3218764650726676043131739334,-0.3493504734763683229999069377,-0.3652061093049887405562856901,-0.2089373225163457025010038091,1737,605.5,634,601,610,503,736
P1,TapNFlip,1,3,0,-0.1257716049382716049382716049,-0.5023148148148148148148148148,-0.4853395061728395061728395061,-0.3218764650726676043131739334,-0.3493504734763683229999069377,-0.3652061093049887405562856901,-0.2089373225163457025010038091,1737,605.5,634,601,610,503,736
P1,TapNFlip,1,3,0,-0.1257716049382716049382716049,-0.5023148148148148148148148148,-0.4853395061728395061728395061,-0.3218764650726676043131739334,-0.3493504734763683229999069377,-0.3652061093049887405562856901,-0.2089373225163457025010038091,1737,605.5,634,601,610,503,736
P1,TapNFlip,1,1,0,0.0779320987654320987654320988,-0.2986111111111111111111111111,-0.2816358024691358024691358024,-0.1475511144628791687615217027,-0.2018756932972619247129051050,-0.1163377744260097201273671861,-0.1684946770731084456574652654,1963,852,833,934,710,1199,835
P1,TapNFlip,1,1,0,0.0779320987654320987654320988,-0.2986111111111111111111111111,-0.2816358024691358024691358024,-0.1475511144628791687615217027,-0.2018756932972619247129051050,-0.1163377744260097201273671861,-0.1684946770731084456574652654,1963,852,833,934,710,1199,835
P1,TapNFlip,1,1,0,0.0779320987654320987654320988,-0.2986111111111111111111111111,-0.2816358024691358024691358024,-0.1475511144628791687615217027,-0.2018756932972619247129051050,-0.1163377744260097201273671861,-0.1684946770731084456574652654,1963,852,833,934,710,1199,835
P1,TapNFlip,1,3,0,-0.1257716049382716049382716049,-0.5023148148148148148148148148,-0.4853395061728395061728395061,-0.3218764650726676043131739334,-0.3493504734763683229999069377,-0.3652061093049887405562856901,-0.2089373225163457025010038091,1737,605.5,634,601,610,503,736
