Participant,Method,AppsNumber,Distance,NrErrors,aligned(NrErrors) for Method,aligned(NrErrors) for AppsNumber,aligned(NrErrors) for Method*AppsNumber,aligned(NrErrors) for Distance,aligned(NrErrors) for Method*Distance,aligned(NrErrors) for AppsNumber*Distance,aligned(NrErrors) for Method*AppsNumber*Distance,ART(NrErrors) for Method,ART(NrErrors) for AppsNumber,ART(NrErrors) for Method*AppsNumber,ART(NrErrors) for Distance,ART(NrErrors) for Method*Distance,ART(NrErrors) for AppsNumber*Distance,ART(NrErrors) for Method*AppsNumber*Distance
P8,Flipping,2,0,0,-0.0048251733468628445797395569,-0.0183282597666159309994926433,-0.0121554202604430914933198039,-0.0132505399545468602813280207,-0.0085777455475524198604377276,-0.0131576630803685034011589495,-0.0246284603470096390851828618,1738.5,912.5,977.5,979.5,1301.5,1090.5,566.5
P8,Flipping,2,1,0,-0.0107343863471314451706608569,-0.0242374727668845315904139433,-0.0180646332607116920842411039,-0.0142397771074241662476956595,-0.0227713236291667664216683824,-0.0185146542228209846713558878,-0.0218162929708713070601515299,1565.5,694.5,916.5,918.5,745.5,760.5,730.5
P8,Flipping,2,3,0,-0.0143823571633649153028997990,-0.0278854435831180017226528854,-0.0217126040769451622164800460,-0.0296581815109192206631123322,-0.0311054434911918735592450001,-0.0203681422846066230812080496,-0.0071541930922659174940229040,757.5,557.5,712.5,495.5,322.5,648.5,1414.5
P8,Flipping,2,3,0,-0.0143823571633649153028997990,-0.0278854435831180017226528854,-0.0217126040769451622164800460,-0.0296581815109192206631123322,-0.0311054434911918735592450001,-0.0203681422846066230812080496,-0.0071541930922659174940229040,757.5,557.5,712.5,495.5,322.5,648.5,1414.5
P8,Flipping,2,3,0,-0.0143823571633649153028997990,-0.0278854435831180017226528854,-0.0217126040769451622164800460,-0.0296581815109192206631123322,-0.0311054434911918735592450001,-0.0203681422846066230812080496,-0.0071541930922659174940229040,757.5,557.5,712.5,495.5,322.5,648.5,1414.5
P8,Flipping,3,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,0.0038580246913580246913580247,-0.0064023675574308485700890764,-0.0078496295377035014662217443,-0.0043149244098611187218782156,-0.0092108562727823090195887415,2519,2092,2221.5,1368,1453,1346.5,1236.5
P8,Flipping,3,0,0,-0.0327932098765432098765432099,-0.0393518518518518518518518519,-0.0378086419753086419753086420,-0.0412185764842272255781316737,-0.0365457820772327851572413806,-0.0356556768013163825461216119,-0.0393577424150013844962831117,341,165,169,119,109,304,70
P8,Flipping,3,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,0.0038580246913580246913580247,-0.0064023675574308485700890764,-0.0078496295377035014662217443,-0.0043149244098611187218782156,-0.0092108562727823090195887415,2519,2092,2221.5,1368,1453,1346.5,1236.5
P8,Flipping,3,0,0,-0.0327932098765432098765432099,-0.0393518518518518518518518519,-0.0378086419753086419753086420,-0.0412185764842272255781316737,-0.0365457820772327851572413806,-0.0356556768013163825461216119,-0.0393577424150013844962831117,341,165,169,119,109,304,70
P8,Flipping,3,2,0,-0.0303422294843863471314451707,-0.0369008714596949891067538127,-0.0353576615831517792302106028,-0.0389036894951217201856588047,-0.0361326213255028259290833886,-0.0351565036220388441479495039,-0.0352320221586437992797919631,389,286,324,240,157,439,254
P8,Flipping,3,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,0.0038580246913580246913580247,-0.0064023675574308485700890764,-0.0078496295377035014662217443,-0.0043149244098611187218782156,-0.0092108562727823090195887415,2519,2092,2221.5,1368,1453,1346.5,1236.5
P8,Flipping,3,1,0,-0.0228725749559082892416225749,-0.0294312169312169312169312169,-0.0278880070546737213403880070,-0.0263779657162010103186573775,-0.0349095122379436104926301004,-0.0355628836987147946386413556,-0.0261655113630136004230870394,475,475,427.5,547.5,212.5,358.5,499.5
P8,Flipping,3,1,0,-0.0228725749559082892416225749,-0.0294312169312169312169312169,-0.0278880070546737213403880070,-0.0263779657162010103186573775,-0.0349095122379436104926301004,-0.0355628836987147946386413556,-0.0261655113630136004230870394,475,475,427.5,547.5,212.5,358.5,499.5
P8,Flipping,3,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,0.0038580246913580246913580247,-0.0064023675574308485700890764,-0.0078496295377035014662217443,-0.0043149244098611187218782156,-0.0092108562727823090195887415,2519,2092,2221.5,1368,1453,1346.5,1236.5
P8,Flipping,3,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,0.0038580246913580246913580247,-0.0064023675574308485700890764,-0.0078496295377035014662217443,-0.0043149244098611187218782156,-0.0092108562727823090195887415,2519,2092,2221.5,1368,1453,1346.5,1236.5
P8,Flipping,3,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,0.0038580246913580246913580247,-0.0064023675574308485700890764,-0.0078496295377035014662217443,-0.0043149244098611187218782156,-0.0092108562727823090195887415,2519,2092,2221.5,1368,1453,1346.5,1236.5
P8,Flipping,3,2,0,-0.0303422294843863471314451707,-0.0369008714596949891067538127,-0.0353576615831517792302106028,-0.0389036894951217201856588047,-0.0361326213255028259290833886,-0.0351565036220388441479495039,-0.0352320221586437992797919631,389,286,324,240,157,439,254
P8,Flipping,3,0,0,-0.0327932098765432098765432099,-0.0393518518518518518518518519,-0.0378086419753086419753086420,-0.0412185764842272255781316737,-0.0365457820772327851572413806,-0.0356556768013163825461216119,-0.0393577424150013844962831117,341,165,169,119,109,304,70
P8,Flipping,3,2,0,-0.0303422294843863471314451707,-0.0369008714596949891067538127,-0.0353576615831517792302106028,-0.0389036894951217201856588047,-0.0361326213255028259290833886,-0.0351565036220388441479495039,-0.0352320221586437992797919631,389,286,324,240,157,439,254
P8,Flipping,3,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,0.0038580246913580246913580247,-0.0064023675574308485700890764,-0.0078496295377035014662217443,-0.0043149244098611187218782156,-0.0092108562727823090195887415,2519,2092,2221.5,1368,1453,1346.5,1236.5
P8,Flipping,3,0,0,-0.0327932098765432098765432099,-0.0393518518518518518518518519,-0.0378086419753086419753086420,-0.0412185764842272255781316737,-0.0365457820772327851572413806,-0.0356556768013163825461216119,-0.0393577424150013844962831117,341,165,169,119,109,304,70
P8,Flipping,3,0,0,-0.0327932098765432098765432099,-0.0393518518518518518518518519,-0.0378086419753086419753086420,-0.0412185764842272255781316737,-0.0365457820772327851572413806,-0.0356556768013163825461216119,-0.0393577424150013844962831117,341,165,169,119,109,304,70
P8,Flipping,3,0,0,-0.0327932098765432098765432099,-0.0393518518518518518518518519,-0.0378086419753086419753086420,-0.0412185764842272255781316737,-0.0365457820772327851572413806,-0.0356556768013163825461216119,-0.0393577424150013844962831117,341,165,169,119,109,304,70
P8,Flipping,1,1,0,-0.0096450617283950617283950617,-0.0162037037037037037037037037,-0.0239197530864197530864197531,-0.0131504524886877828054298643,-0.0216819990104303829794025872,-0.0157847326964974023797553209,-0.0234568898784585059094863016,1617,975,606,1042,797,1028,679
P8,Flipping,1,1,0,-0.0096450617283950617283950617,-0.0162037037037037037037037037,-0.0239197530864197530864197531,-0.0131504524886877828054298643,-0.0216819990104303829794025872,-0.0157847326964974023797553209,-0.0234568898784585059094863016,1617,975,606,1042,797,1028,679
P8,Flipping,1,1,0,-0.0096450617283950617283950617,-0.0162037037037037037037037037,-0.0239197530864197530864197531,-0.0131504524886877828054298643,-0.0216819990104303829794025872,-0.0157847326964974023797553209,-0.0234568898784585059094863016,1617,975,606,1042,797,1028,679
P8,Flipping,1,1,0,-0.0096450617283950617283950617,-0.0162037037037037037037037037,-0.0239197530864197530864197531,-0.0131504524886877828054298643,-0.0216819990104303829794025872,-0.0157847326964974023797553209,-0.0234568898784585059094863016,1617,975,606,1042,797,1028,679
P8,Flipping,1,1,0,-0.0096450617283950617283950617,-0.0162037037037037037037037037,-0.0239197530864197530864197531,-0.0131504524886877828054298643,-0.0216819990104303829794025872,-0.0157847326964974023797553209,-0.0234568898784585059094863016,1617,975,606,1042,797,1028,679
P8,Flipping,1,1,0,-0.0096450617283950617283950617,-0.0162037037037037037037037037,-0.0239197530864197530864197531,-0.0131504524886877828054298643,-0.0216819990104303829794025872,-0.0157847326964974023797553209,-0.0234568898784585059094863016,1617,975,606,1042,797,1028,679
P8,Flipping,1,0,0,-0.0228725749559082892416225749,-0.0294312169312169312169312169,-0.0371472663139329805996472663,-0.0312979415635923049432110387,-0.0266251471565978645223207456,-0.0372901694685485779439405051,-0.0185433555678750092042843242,475,475,223,444,566,172,845
P8,Flipping,1,0,0,-0.0228725749559082892416225749,-0.0294312169312169312169312169,-0.0371472663139329805996472663,-0.0312979415635923049432110387,-0.0266251471565978645223207456,-0.0372901694685485779439405051,-0.0185433555678750092042843242,475,475,223,444,566,172,845
P8,Flipping,1,0,0,-0.0228725749559082892416225749,-0.0294312169312169312169312169,-0.0371472663139329805996472663,-0.0312979415635923049432110387,-0.0266251471565978645223207456,-0.0372901694685485779439405051,-0.0185433555678750092042843242,475,475,223,444,566,172,845
P8,Flipping,1,1,0,-0.0096450617283950617283950617,-0.0162037037037037037037037037,-0.0239197530864197530864197531,-0.0131504524886877828054298643,-0.0216819990104303829794025872,-0.0157847326964974023797553209,-0.0234568898784585059094863016,1617,975,606,1042,797,1028,679
P8,Flipping,1,1,0,-0.0096450617283950617283950617,-0.0162037037037037037037037037,-0.0239197530864197530864197531,-0.0131504524886877828054298643,-0.0216819990104303829794025872,-0.0157847326964974023797553209,-0.0234568898784585059094863016,1617,975,606,1042,797,1028,679
P8,Flipping,1,1,0,-0.0096450617283950617283950617,-0.0162037037037037037037037037,-0.0239197530864197530864197531,-0.0131504524886877828054298643,-0.0216819990104303829794025872,-0.0157847326964974023797553209,-0.0234568898784585059094863016,1617,975,606,1042,797,1028,679
P8,Flipping,1,1,0,-0.0096450617283950617283950617,-0.0162037037037037037037037037,-0.0239197530864197530864197531,-0.0131504524886877828054298643,-0.0216819990104303829794025872,-0.0157847326964974023797553209,-0.0234568898784585059094863016,1617,975,606,1042,797,1028,679
P8,Flipping,1,1,0,-0.0096450617283950617283950617,-0.0162037037037037037037037037,-0.0239197530864197530864197531,-0.0131504524886877828054298643,-0.0216819990104303829794025872,-0.0157847326964974023797553209,-0.0234568898784585059094863016,1617,975,606,1042,797,1028,679
P8,Flipping,1,1,0,-0.0096450617283950617283950617,-0.0162037037037037037037037037,-0.0239197530864197530864197531,-0.0131504524886877828054298643,-0.0216819990104303829794025872,-0.0157847326964974023797553209,-0.0234568898784585059094863016,1617,975,606,1042,797,1028,679
P8,Flipping,1,0,0,-0.0228725749559082892416225749,-0.0294312169312169312169312169,-0.0371472663139329805996472663,-0.0312979415635923049432110387,-0.0266251471565978645223207456,-0.0372901694685485779439405051,-0.0185433555678750092042843242,475,475,223,444,566,172,845
P8,Flipping,1,0,0,-0.0228725749559082892416225749,-0.0294312169312169312169312169,-0.0371472663139329805996472663,-0.0312979415635923049432110387,-0.0266251471565978645223207456,-0.0372901694685485779439405051,-0.0185433555678750092042843242,475,475,223,444,566,172,845
P8,Flipping,1,0,0,-0.0228725749559082892416225749,-0.0294312169312169312169312169,-0.0371472663139329805996472663,-0.0312979415635923049432110387,-0.0266251471565978645223207456,-0.0372901694685485779439405051,-0.0185433555678750092042843242,475,475,223,444,566,172,845
P8,TapNFlip,1,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0002067779241692285170546039,0.0002067779241692285170546039,1168.5,2092,1781.5,1808.5,1985,1792,2171
P8,TapNFlip,1,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0002067779241692285170546039,0.0002067779241692285170546039,1168.5,2092,1781.5,1808.5,1985,1792,2171
P8,TapNFlip,1,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0002067779241692285170546039,0.0002067779241692285170546039,1168.5,2092,1781.5,1808.5,1985,1792,2171
P8,TapNFlip,1,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,0.0022850330097684320552135451,-0.0022850330097684320552135451,1168.5,2092,1781.5,1368,2419.5,2071.5,1930.5
P8,TapNFlip,1,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,0.0022850330097684320552135451,-0.0022850330097684320552135451,1168.5,2092,1781.5,1368,2419.5,2071.5,1930.5
P8,TapNFlip,1,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,0.0022850330097684320552135451,-0.0022850330097684320552135451,1168.5,2092,1781.5,1368,2419.5,2071.5,1930.5
P8,TapNFlip,1,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0002067779241692285170546039,0.0002067779241692285170546039,1168.5,2092,1781.5,1808.5,1985,1792,2171
P8,TapNFlip,1,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0002067779241692285170546039,0.0002067779241692285170546039,1168.5,2092,1781.5,1808.5,1985,1792,2171
P8,TapNFlip,1,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0002067779241692285170546039,0.0002067779241692285170546039,1168.5,2092,1781.5,1808.5,1985,1792,2171
P8,TapNFlip,1,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,-0.0055441377225168319121944734,0.0055441377225168319121944734,1168.5,2092,1781.5,2168,1834,1195.5,2485.5
P8,TapNFlip,1,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,-0.0055441377225168319121944734,0.0055441377225168319121944734,1168.5,2092,1781.5,2168,1834,1195.5,2485.5
P8,TapNFlip,1,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,-0.0055441377225168319121944734,0.0055441377225168319121944734,1168.5,2092,1781.5,2168,1834,1195.5,2485.5
P8,TapNFlip,1,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,0.0022850330097684320552135451,-0.0022850330097684320552135451,1168.5,2092,1781.5,1368,2419.5,2071.5,1930.5
P8,TapNFlip,1,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,0.0022850330097684320552135451,-0.0022850330097684320552135451,1168.5,2092,1781.5,1368,2419.5,2071.5,1930.5
P8,TapNFlip,1,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,0.0022850330097684320552135451,-0.0022850330097684320552135451,1168.5,2092,1781.5,1368,2419.5,2071.5,1930.5
P8,TapNFlip,1,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,0.0022850330097684320552135451,-0.0022850330097684320552135451,1168.5,2092,1781.5,1368,2419.5,2071.5,1930.5
P8,TapNFlip,1,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,0.0022850330097684320552135451,-0.0022850330097684320552135451,1168.5,2092,1781.5,1368,2419.5,2071.5,1930.5
P8,TapNFlip,1,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,0.0022850330097684320552135451,-0.0022850330097684320552135451,1168.5,2092,1781.5,1368,2419.5,2071.5,1930.5
P8,RuntimeBar,3,1,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,0.0053680660298307357130886542,-0.0083778045468156295095766536,-0.0038168519526830486068953239,-0.0024326687895913168558759360,2306.5,2092,1143,2447,1372,1665,1866
P8,RuntimeBar,3,0,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,0.0004480901824394410885349930,-0.0089357445034270954095226474,0.0060109898653502841205450548,-0.0067825948036218890588166597,2306.5,2092,1143,2168,1220,2521,1457
P8,RuntimeBar,3,3,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,-0.0064023675574308485700890764,0.0039572817790117368176439906,-0.0043149244098611187218782156,-0.0024992490709790287849359579,2306.5,2092,1143,1368,2273,1346.5,1805
P8,RuntimeBar,3,2,0,-0.0365150689905591866376180102,-0.0369008714596949891067538127,-0.0477033405954974582425562818,-0.0389036894951217201856588047,-0.0285047553643035313964555226,-0.0351565036220388441479495039,-0.0243413696013245752939013106,214.5,286,83.5,240,458.5,439,627.5
P8,RuntimeBar,3,2,0,-0.0365150689905591866376180102,-0.0369008714596949891067538127,-0.0477033405954974582425562818,-0.0389036894951217201856588047,-0.0285047553643035313964555226,-0.0351565036220388441479495039,-0.0243413696013245752939013106,214.5,286,83.5,240,458.5,439,627.5
P8,RuntimeBar,3,2,0,-0.0365150689905591866376180102,-0.0369008714596949891067538127,-0.0477033405954974582425562818,-0.0389036894951217201856588047,-0.0285047553643035313964555226,-0.0351565036220388441479495039,-0.0243413696013245752939013106,214.5,286,83.5,240,458.5,439,627.5
P8,RuntimeBar,3,3,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,-0.0064023675574308485700890764,0.0039572817790117368176439906,-0.0043149244098611187218782156,-0.0024992490709790287849359579,2306.5,2092,1143,1368,2273,1346.5,1805
P8,RuntimeBar,3,3,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,-0.0064023675574308485700890764,0.0039572817790117368176439906,-0.0043149244098611187218782156,-0.0024992490709790287849359579,2306.5,2092,1143,1368,2273,1346.5,1805
P8,RuntimeBar,3,3,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,-0.0064023675574308485700890764,0.0039572817790117368176439906,-0.0043149244098611187218782156,-0.0024992490709790287849359579,2306.5,2092,1143,1368,2273,1346.5,1805
P8,RuntimeBar,3,0,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,0.0004480901824394410885349930,-0.0089357445034270954095226474,0.0060109898653502841205450548,-0.0067825948036218890588166597,2306.5,2092,1143,2168,1220,2521,1457
P8,RuntimeBar,3,0,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,0.0004480901824394410885349930,-0.0089357445034270954095226474,0.0060109898653502841205450548,-0.0067825948036218890588166597,2306.5,2092,1143,2168,1220,2521,1457
P8,RuntimeBar,3,1,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,0.0053680660298307357130886542,-0.0083778045468156295095766536,-0.0038168519526830486068953239,-0.0024326687895913168558759360,2306.5,2092,1143,2447,1372,1665,1866
P8,RuntimeBar,3,1,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,0.0053680660298307357130886542,-0.0083778045468156295095766536,-0.0038168519526830486068953239,-0.0024326687895913168558759360,2306.5,2092,1143,2447,1372,1665,1866
P8,RuntimeBar,3,1,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,0.0053680660298307357130886542,-0.0083778045468156295095766536,-0.0038168519526830486068953239,-0.0024326687895913168558759360,2306.5,2092,1143,2447,1372,1665,1866
P8,RuntimeBar,3,2,0,-0.0365150689905591866376180102,-0.0369008714596949891067538127,-0.0477033405954974582425562818,-0.0389036894951217201856588047,-0.0285047553643035313964555226,-0.0351565036220388441479495039,-0.0243413696013245752939013106,214.5,286,83.5,240,458.5,439,627.5
P8,RuntimeBar,3,1,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,0.0053680660298307357130886542,-0.0083778045468156295095766536,-0.0038168519526830486068953239,-0.0024326687895913168558759360,2306.5,2092,1143,2447,1372,1665,1866
P8,RuntimeBar,3,1,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,0.0053680660298307357130886542,-0.0083778045468156295095766536,-0.0038168519526830486068953239,-0.0024326687895913168558759360,2306.5,2092,1143,2447,1372,1665,1866
P8,RuntimeBar,3,1,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,0.0053680660298307357130886542,-0.0083778045468156295095766536,-0.0038168519526830486068953239,-0.0024326687895913168558759360,2306.5,2092,1143,2447,1372,1665,1866
P8,TapNFlip,2,2,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0038683940857853901332162202,0.0038683940857853901332162202,1168.5,1372.5,2356.5,1808.5,1985,1514,2375.5
P8,TapNFlip,2,1,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0053680660298307357130886542,-0.0053680660298307357130886542,0.0010931889144339172894284259,-0.0010931889144339172894284259,1168.5,1372.5,2356.5,2447,1583.5,1973.5,2038.5
P8,TapNFlip,2,2,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0038683940857853901332162202,0.0038683940857853901332162202,1168.5,1372.5,2356.5,1808.5,1985,1514,2375.5
P8,TapNFlip,2,0,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0004480901824394410885349930,-0.0004480901824394410885349930,0.0005409670566177979687040642,-0.0005409670566177979687040642,1168.5,1372.5,2356.5,2168,1834,1900.5,2087
P8,TapNFlip,2,0,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0004480901824394410885349930,-0.0004480901824394410885349930,0.0005409670566177979687040642,-0.0005409670566177979687040642,1168.5,1372.5,2356.5,2168,1834,1900.5,2087
P8,TapNFlip,2,0,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0004480901824394410885349930,-0.0004480901824394410885349930,0.0005409670566177979687040642,-0.0005409670566177979687040642,1168.5,1372.5,2356.5,2168,1834,1900.5,2087
P8,TapNFlip,2,0,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0004480901824394410885349930,-0.0004480901824394410885349930,0.0005409670566177979687040642,-0.0005409670566177979687040642,1168.5,1372.5,2356.5,2168,1834,1900.5,2087
P8,TapNFlip,2,2,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0038683940857853901332162202,0.0038683940857853901332162202,1168.5,1372.5,2356.5,1808.5,1985,1514,2375.5
P8,TapNFlip,2,0,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0004480901824394410885349930,-0.0004480901824394410885349930,0.0005409670566177979687040642,-0.0005409670566177979687040642,1168.5,1372.5,2356.5,2168,1834,1900.5,2087
P8,TapNFlip,2,1,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0053680660298307357130886542,-0.0053680660298307357130886542,0.0010931889144339172894284259,-0.0010931889144339172894284259,1168.5,1372.5,2356.5,2447,1583.5,1973.5,2038.5
P8,TapNFlip,2,1,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0053680660298307357130886542,-0.0053680660298307357130886542,0.0010931889144339172894284259,-0.0010931889144339172894284259,1168.5,1372.5,2356.5,2447,1583.5,1973.5,2038.5
P8,TapNFlip,2,2,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0038683940857853901332162202,0.0038683940857853901332162202,1168.5,1372.5,2356.5,1808.5,1985,1514,2375.5
P8,TapNFlip,2,2,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0038683940857853901332162202,0.0038683940857853901332162202,1168.5,1372.5,2356.5,1808.5,1985,1514,2375.5
P8,TapNFlip,2,0,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0004480901824394410885349930,-0.0004480901824394410885349930,0.0005409670566177979687040642,-0.0005409670566177979687040642,1168.5,1372.5,2356.5,2168,1834,1900.5,2087
P8,TapNFlip,2,0,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0004480901824394410885349930,-0.0004480901824394410885349930,0.0005409670566177979687040642,-0.0005409670566177979687040642,1168.5,1372.5,2356.5,2168,1834,1900.5,2087
P8,TapNFlip,2,2,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0038683940857853901332162202,0.0038683940857853901332162202,1168.5,1372.5,2356.5,1808.5,1985,1514,2375.5
P8,TapNFlip,2,2,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0038683940857853901332162202,0.0038683940857853901332162202,1168.5,1372.5,2356.5,1808.5,1985,1514,2375.5
P8,TapNFlip,2,2,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0038683940857853901332162202,0.0038683940857853901332162202,1168.5,1372.5,2356.5,1808.5,1985,1514,2375.5
P8,RuntimeBar,2,0,0,-0.0161673072443512695085022129,-0.0234975541579315164220824598,-0.0204111344048450966689960401,-0.0184198343458624457039178372,-0.0278036690317289822019754776,-0.0183269574716840888237487660,-0.0013125719948894029069756691,652.5,745.5,817.5,718.5,509.5,811.5,1986.5
P8,RuntimeBar,2,2,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,0.0003119967793880837359098228,0.0107109309102062725251131049,-0.0038683940857853901332162202,-0.0164137928630682253870659668,2306.5,1372.5,2135,1808.5,2537,1514,952
P8,RuntimeBar,2,2,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,0.0003119967793880837359098228,0.0107109309102062725251131049,-0.0038683940857853901332162202,-0.0164137928630682253870659668,2306.5,1372.5,2135,1808.5,2537,1514,952
P8,RuntimeBar,2,3,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,-0.0064023675574308485700890764,0.0039572817790117368176439906,0.0028876716688817490118152062,-0.0097018451497218965186293797,2306.5,1372.5,2135,1368,2273,2285,1178.5
P8,RuntimeBar,2,3,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,-0.0064023675574308485700890764,0.0039572817790117368176439906,0.0028876716688817490118152062,-0.0097018451497218965186293797,2306.5,1372.5,2135,1368,2273,2285,1178.5
P8,RuntimeBar,2,1,0,-0.0200266554433221099887766554,-0.0273569023569023569023569023,-0.0242704826038159371492704826,-0.0173592066974419915596386185,-0.0311050772740883567823039263,-0.0216340838128388099832988468,-0.0073427096567082827521996858,558,600,558,766,365,606,1372
