Participant,Method,AppsNumber,Distance,NrErrors,aligned(NrErrors) for Method,aligned(NrErrors) for AppsNumber,aligned(NrErrors) for Method*AppsNumber,aligned(NrErrors) for Distance,aligned(NrErrors) for Method*Distance,aligned(NrErrors) for AppsNumber*Distance,aligned(NrErrors) for Method*AppsNumber*Distance,ART(NrErrors) for Method,ART(NrErrors) for AppsNumber,ART(NrErrors) for Method*AppsNumber,ART(NrErrors) for Distance,ART(NrErrors) for Method*Distance,ART(NrErrors) for AppsNumber*Distance,ART(NrErrors) for Method*AppsNumber*Distance
P8,RuntimeBar,2,3,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,-0.0064023675574308485700890764,0.0039572817790117368176439906,0.0028876716688817490118152062,-0.0097018451497218965186293797,2306.5,1372.5,2135,1368,2273,2285,1178.5
P8,RuntimeBar,2,2,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,0.0003119967793880837359098228,0.0107109309102062725251131049,-0.0038683940857853901332162202,-0.0164137928630682253870659668,2306.5,1372.5,2135,1808.5,2537,1514,952
P8,RuntimeBar,2,3,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,-0.0064023675574308485700890764,0.0039572817790117368176439906,0.0028876716688817490118152062,-0.0097018451497218965186293797,2306.5,1372.5,2135,1368,2273,2285,1178.5
P8,RuntimeBar,2,3,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,-0.0064023675574308485700890764,0.0039572817790117368176439906,0.0028876716688817490118152062,-0.0097018451497218965186293797,2306.5,1372.5,2135,1368,2273,2285,1178.5
P8,RuntimeBar,2,3,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,-0.0064023675574308485700890764,0.0039572817790117368176439906,0.0028876716688817490118152062,-0.0097018451497218965186293797,2306.5,1372.5,2135,1368,2273,2285,1178.5
P8,RuntimeBar,2,3,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,-0.0064023675574308485700890764,0.0039572817790117368176439906,0.0028876716688817490118152062,-0.0097018451497218965186293797,2306.5,1372.5,2135,1368,2273,2285,1178.5
P8,RuntimeBar,2,2,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,0.0003119967793880837359098228,0.0107109309102062725251131049,-0.0038683940857853901332162202,-0.0164137928630682253870659668,2306.5,1372.5,2135,1808.5,2537,1514,952
P8,RuntimeBar,2,0,0,-0.0161673072443512695085022129,-0.0234975541579315164220824598,-0.0204111344048450966689960401,-0.0184198343458624457039178372,-0.0278036690317289822019754776,-0.0183269574716840888237487660,-0.0013125719948894029069756691,652.5,745.5,817.5,718.5,509.5,811.5,1986.5
P8,RuntimeBar,2,0,0,-0.0161673072443512695085022129,-0.0234975541579315164220824598,-0.0204111344048450966689960401,-0.0184198343458624457039178372,-0.0278036690317289822019754776,-0.0183269574716840888237487660,-0.0013125719948894029069756691,652.5,745.5,817.5,718.5,509.5,811.5,1986.5
P8,RuntimeBar,2,3,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,-0.0064023675574308485700890764,0.0039572817790117368176439906,0.0028876716688817490118152062,-0.0097018451497218965186293797,2306.5,1372.5,2135,1368,2273,2285,1178.5
P8,RuntimeBar,2,3,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,-0.0064023675574308485700890764,0.0039572817790117368176439906,0.0028876716688817490118152062,-0.0097018451497218965186293797,2306.5,1372.5,2135,1368,2273,2285,1178.5
P8,RuntimeBar,2,3,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,-0.0064023675574308485700890764,0.0039572817790117368176439906,0.0028876716688817490118152062,-0.0097018451497218965186293797,2306.5,1372.5,2135,1368,2273,2285,1178.5
P8,TapNFlip,3,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,0.0060109898653502841205450548,-0.0060109898653502841205450548,1168.5,2092,1781.5,2168,1834,2521,1540.5
P8,TapNFlip,3,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,-0.0043149244098611187218782156,0.0043149244098611187218782156,1168.5,2092,1781.5,1368,2419.5,1346.5,2433
P8,TapNFlip,3,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,0.0060109898653502841205450548,-0.0060109898653502841205450548,1168.5,2092,1781.5,2168,1834,2521,1540.5
P8,TapNFlip,3,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,-0.0043149244098611187218782156,0.0043149244098611187218782156,1168.5,2092,1781.5,1368,2419.5,1346.5,2433
P8,TapNFlip,3,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,-0.0043149244098611187218782156,0.0043149244098611187218782156,1168.5,2092,1781.5,1368,2419.5,1346.5,2433
P8,TapNFlip,3,1,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0053680660298307357130886542,-0.0053680660298307357130886542,-0.0038168519526830486068953239,0.0038168519526830486068953239,1168.5,2092,1781.5,2447,1583.5,1665,2315.5
P8,TapNFlip,3,1,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0053680660298307357130886542,-0.0053680660298307357130886542,-0.0038168519526830486068953239,0.0038168519526830486068953239,1168.5,2092,1781.5,2447,1583.5,1665,2315.5
P8,TapNFlip,3,1,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0053680660298307357130886542,-0.0053680660298307357130886542,-0.0038168519526830486068953239,0.0038168519526830486068953239,1168.5,2092,1781.5,2447,1583.5,1665,2315.5
P8,TapNFlip,3,1,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0053680660298307357130886542,-0.0053680660298307357130886542,-0.0038168519526830486068953239,0.0038168519526830486068953239,1168.5,2092,1781.5,2447,1583.5,1665,2315.5
P8,TapNFlip,3,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,0.0060109898653502841205450548,-0.0060109898653502841205450548,1168.5,2092,1781.5,2168,1834,2521,1540.5
P8,TapNFlip,3,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,-0.0043149244098611187218782156,0.0043149244098611187218782156,1168.5,2092,1781.5,1368,2419.5,1346.5,2433
P8,TapNFlip,3,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,0.0060109898653502841205450548,-0.0060109898653502841205450548,1168.5,2092,1781.5,2168,1834,2521,1540.5
P8,TapNFlip,3,1,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0053680660298307357130886542,-0.0053680660298307357130886542,-0.0038168519526830486068953239,0.0038168519526830486068953239,1168.5,2092,1781.5,2447,1583.5,1665,2315.5
P8,TapNFlip,3,1,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0053680660298307357130886542,-0.0053680660298307357130886542,-0.0038168519526830486068953239,0.0038168519526830486068953239,1168.5,2092,1781.5,2447,1583.5,1665,2315.5
P8,TapNFlip,3,1,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0053680660298307357130886542,-0.0053680660298307357130886542,-0.0038168519526830486068953239,0.0038168519526830486068953239,1168.5,2092,1781.5,2447,1583.5,1665,2315.5
P8,TapNFlip,3,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,0.0040591826524709597736191236,-0.0040591826524709597736191236,1168.5,2092,1781.5,1808.5,1985,2424.5,1638
P8,TapNFlip,3,1,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0053680660298307357130886542,-0.0053680660298307357130886542,-0.0038168519526830486068953239,0.0038168519526830486068953239,1168.5,2092,1781.5,2447,1583.5,1665,2315.5
P8,TapNFlip,3,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,0.0040591826524709597736191236,-0.0040591826524709597736191236,1168.5,2092,1781.5,1808.5,1985,2424.5,1638
P8,RuntimeBar,1,0,0,0.0027006172839506172839506173,0.0023148148148148148148148148,0.0100308641975308641975308642,0.0004480901824394410885349930,-0.0089357445034270954095226474,-0.0055441377225168319121944734,-0.0137459857342732915445956500,2306.5,2092,2541.5,2168,1220,1195.5,1004.5
P8,RuntimeBar,1,0,0,0.0027006172839506172839506173,0.0023148148148148148148148148,0.0100308641975308641975308642,0.0004480901824394410885349930,-0.0089357445034270954095226474,-0.0055441377225168319121944734,-0.0137459857342732915445956500,2306.5,2092,2541.5,2168,1220,1195.5,1004.5
P8,RuntimeBar,1,0,0,0.0027006172839506172839506173,0.0023148148148148148148148148,0.0100308641975308641975308642,0.0004480901824394410885349930,-0.0089357445034270954095226474,-0.0055441377225168319121944734,-0.0137459857342732915445956500,2306.5,2092,2541.5,2168,1220,1195.5,1004.5
P8,RuntimeBar,1,1,0,-0.0181327160493827160493827160,-0.0185185185185185185185185185,-0.0108024691358024691358024691,-0.0154652673035025976202446791,-0.0292111378801489628429099869,-0.0180995475113122171945701357,-0.0275018250828140001200529760,603,853,1037,870,410,861,445
P8,RuntimeBar,1,1,0,-0.0181327160493827160493827160,-0.0185185185185185185185185185,-0.0108024691358024691358024691,-0.0154652673035025976202446791,-0.0292111378801489628429099869,-0.0180995475113122171945701357,-0.0275018250828140001200529760,603,853,1037,870,410,861,445
P8,RuntimeBar,1,1,0,-0.0181327160493827160493827160,-0.0185185185185185185185185185,-0.0108024691358024691358024691,-0.0154652673035025976202446791,-0.0292111378801489628429099869,-0.0180995475113122171945701357,-0.0275018250828140001200529760,603,853,1037,870,410,861,445
P8,RuntimeBar,1,2,0,-0.0343364197530864197530864197,-0.0347222222222222222222222222,-0.0270061728395061728395061728,-0.0367250402576489533011272142,-0.0263261061268307645119239321,-0.0372438149612062655540916409,-0.0385939275432029055217461016,278.5,374.5,497.5,374.5,635.5,241.5,190.5
P8,RuntimeBar,1,2,0,-0.0343364197530864197530864197,-0.0347222222222222222222222222,-0.0270061728395061728395061728,-0.0367250402576489533011272142,-0.0263261061268307645119239321,-0.0372438149612062655540916409,-0.0385939275432029055217461016,278.5,374.5,497.5,374.5,635.5,241.5,190.5
P8,RuntimeBar,1,2,0,-0.0343364197530864197530864197,-0.0347222222222222222222222222,-0.0270061728395061728395061728,-0.0367250402576489533011272142,-0.0263261061268307645119239321,-0.0372438149612062655540916409,-0.0385939275432029055217461016,278.5,374.5,497.5,374.5,635.5,241.5,190.5
P8,RuntimeBar,1,0,0,0.0027006172839506172839506173,0.0023148148148148148148148148,0.0100308641975308641975308642,0.0004480901824394410885349930,-0.0089357445034270954095226474,-0.0055441377225168319121944734,-0.0137459857342732915445956500,2306.5,2092,2541.5,2168,1220,1195.5,1004.5
P8,RuntimeBar,1,0,0,0.0027006172839506172839506173,0.0023148148148148148148148148,0.0100308641975308641975308642,0.0004480901824394410885349930,-0.0089357445034270954095226474,-0.0055441377225168319121944734,-0.0137459857342732915445956500,2306.5,2092,2541.5,2168,1220,1195.5,1004.5
P8,RuntimeBar,1,0,0,0.0027006172839506172839506173,0.0023148148148148148148148148,0.0100308641975308641975308642,0.0004480901824394410885349930,-0.0089357445034270954095226474,-0.0055441377225168319121944734,-0.0137459857342732915445956500,2306.5,2092,2541.5,2168,1220,1195.5,1004.5
P8,RuntimeBar,1,2,0,-0.0343364197530864197530864197,-0.0347222222222222222222222222,-0.0270061728395061728395061728,-0.0367250402576489533011272142,-0.0263261061268307645119239321,-0.0372438149612062655540916409,-0.0385939275432029055217461016,278.5,374.5,497.5,374.5,635.5,241.5,190.5
P8,RuntimeBar,1,2,0,-0.0343364197530864197530864197,-0.0347222222222222222222222222,-0.0270061728395061728395061728,-0.0367250402576489533011272142,-0.0263261061268307645119239321,-0.0372438149612062655540916409,-0.0385939275432029055217461016,278.5,374.5,497.5,374.5,635.5,241.5,190.5
P8,RuntimeBar,1,2,0,-0.0343364197530864197530864197,-0.0347222222222222222222222222,-0.0270061728395061728395061728,-0.0367250402576489533011272142,-0.0263261061268307645119239321,-0.0372438149612062655540916409,-0.0385939275432029055217461016,278.5,374.5,497.5,374.5,635.5,241.5,190.5
P8,RuntimeBar,1,2,0,-0.0343364197530864197530864197,-0.0347222222222222222222222222,-0.0270061728395061728395061728,-0.0367250402576489533011272142,-0.0263261061268307645119239321,-0.0372438149612062655540916409,-0.0385939275432029055217461016,278.5,374.5,497.5,374.5,635.5,241.5,190.5
P8,RuntimeBar,1,2,0,-0.0343364197530864197530864197,-0.0347222222222222222222222222,-0.0270061728395061728395061728,-0.0367250402576489533011272142,-0.0263261061268307645119239321,-0.0372438149612062655540916409,-0.0385939275432029055217461016,278.5,374.5,497.5,374.5,635.5,241.5,190.5
P8,RuntimeBar,1,2,0,-0.0343364197530864197530864197,-0.0347222222222222222222222222,-0.0270061728395061728395061728,-0.0367250402576489533011272142,-0.0263261061268307645119239321,-0.0372438149612062655540916409,-0.0385939275432029055217461016,278.5,374.5,497.5,374.5,635.5,241.5,190.5
P8,Home,1,3,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,-0.0013889603558482842212388369,0.0022850330097684320552135451,-0.0083825939853781881527745207,1957.5,2092,1781.5,1368,1716,2071.5,1328
P8,Home,1,3,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,-0.0013889603558482842212388369,0.0022850330097684320552135451,-0.0083825939853781881527745207,1957.5,2092,1781.5,1368,1716,2071.5,1328
P8,Home,1,3,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,-0.0013889603558482842212388369,0.0022850330097684320552135451,-0.0083825939853781881527745207,1957.5,2092,1781.5,1368,1716,2071.5,1328
P8,Home,1,3,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,-0.0013889603558482842212388369,0.0022850330097684320552135451,-0.0083825939853781881527745207,1957.5,2092,1781.5,1368,1716,2071.5,1328
P8,Home,1,3,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,-0.0013889603558482842212388369,0.0022850330097684320552135451,-0.0083825939853781881527745207,1957.5,2092,1781.5,1368,1716,2071.5,1328
P8,Home,1,3,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,-0.0013889603558482842212388369,0.0022850330097684320552135451,-0.0083825939853781881527745207,1957.5,2092,1781.5,1368,1716,2071.5,1328
P8,Home,1,1,0,-0.0488425925925925925925925926,-0.0476851851851851851851851852,-0.0523148148148148148148148148,-0.0446319339701692642869113458,-0.0331123766054666125537847720,-0.0472662141779788838612368024,-0.0388783641352741281869559687,29.5,66.5,29.5,66.5,272.5,66.5,122.5
P8,Home,1,1,0,-0.0488425925925925925925925926,-0.0476851851851851851851851852,-0.0523148148148148148148148148,-0.0446319339701692642869113458,-0.0331123766054666125537847720,-0.0472662141779788838612368024,-0.0388783641352741281869559687,29.5,66.5,29.5,66.5,272.5,66.5,122.5
P8,Home,1,1,0,-0.0488425925925925925925925926,-0.0476851851851851851851851852,-0.0523148148148148148148148148,-0.0446319339701692642869113458,-0.0331123766054666125537847720,-0.0472662141779788838612368024,-0.0388783641352741281869559687,29.5,66.5,29.5,66.5,272.5,66.5,122.5
P8,Home,1,0,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0000512647856140442631381676,-0.0055441377225168319121944734,-0.0087415765631974538020912409,1957.5,2092,1781.5,2168,2170,1195.5,1284.5
P8,Home,1,0,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0000512647856140442631381676,-0.0055441377225168319121944734,-0.0087415765631974538020912409,1957.5,2092,1781.5,2168,2170,1195.5,1284.5
P8,Home,1,0,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0000512647856140442631381676,-0.0055441377225168319121944734,-0.0087415765631974538020912409,1957.5,2092,1781.5,2168,2170,1195.5,1284.5
