635139096320066103,Normal,Clipped,Half,2,0,4263.2438,0.0902,2.3373,1.2084,0.0005
635139096434982676,Normal,Clipped,Half,2,1,9615.55,0.2535,3.6124,1.7231,0
635139096649784962,Normal,Clipped,Half,2,2,16635.9515,0.1207,1.0341,1.3361,0
635139097453460930,tPad,Clipped,Quarter,0,0,75974.3455,0.1266,1.0035,4.072,0
635139097581578257,tPad,Clipped,Quarter,0,1,11819.676,0.2089,1.6095,3.999,0
635139097636221383,tPad,Clipped,Quarter,0,2,3865.2211,0.1589,1.1222,4.0895,0
635139097745337624,tPad,Clipped,Quarter,1,0,10375.5935,0.1581,1.2172,3.9468,0
635139097769098983,tPad,Clipped,Quarter,1,1,1832.1048,0.1388,0.8425,4.0242,0
635139097821932005,tPad,Clipped,Quarter,1,2,4391.2512,0.1635,0.6664,4.0935,0
635139097941178825,tPad,Clipped,Quarter,2,0,11459.6554,0.1015,0.2551,1.4308,0.0013
635139098038894414,tPad,Clipped,Quarter,2,1,9047.5174,0.1624,0.4239,1.6959,0
635139098127969509,tPad,Clipped,Quarter,2,2,7911.4525,0.0953,1.6665,1.7639,0
635139098588175832,Normal,Clipped,Quarter,0,0,18584.063,0.5092,0.5787,2.9859,0
635139098786407170,Normal,Clipped,Quarter,0,1,14355.8211,0,4.4683,1.9395,0
635139098957596961,Normal,Clipped,Quarter,0,2,13234.757,0.2006,4.5701,1.7591,0
635139099095804866,Normal,Clipped,Quarter,1,0,12315.7044,0.1654,1.2842,2.0537,0
635139099287245816,Normal,Clipped,Quarter,1,1,17876.0224,0.2454,1.5556,2.0672,0
635139099416523210,Normal,Clipped,Quarter,1,2,11758.6725,0.1933,9.5009,2.6711,0
635139099563781633,Normal,Clipped,Quarter,2,0,11101.635,0.0858,9.8029,2.484,0
635139099655126858,Normal,Clipped,Quarter,2,1,6708.3837,0.1585,1.1465,2.5662,0
635139099764123092,Normal,Clipped,Quarter,2,2,9615.55,0.2659,2.4689,2.8477,0
635139100101622396,tPad,Clipped,Half,0,0,32233.8437,4.9466,47.7766,7.3833,0
635139100216038940,tPad,Clipped,Half,0,1,3520.2013,4.0868,42.5769,8.5476,0
635139100298603662,tPad,Clipped,Half,0,2,3800.2173,5.3319,41.3277,9.2207,0
635139100378158213,tPad,Clipped,Half,1,0,6631.3793,5.6327,46.5291,8.5594,0
635139100475473779,tPad,Clipped,Half,1,1,4811.2752,5.4059,41.564,8.4195,0
635139100577399609,tPad,Clipped,Half,1,2,9663.5528,5.5209,46.1233,10.001,0
635139100674315152,tPad,Clipped,Half,2,0,3576.2046,6.4204,47.0497,8.1646,0
635139100777511054,tPad,Clipped,Half,2,1,3459.1978,6.3131,42.3736,9.6695,0
635139100887327335,tPad,Clipped,Half,2,2,6145.3514,6.0303,32.5588,10.4363,0
635139101287510225,Normal,Normal,ThreeQuarters,0,0,9703.555,0.3366,0.2099,0,0
635139101383545718,Normal,Normal,ThreeQuarters,0,1,3890.2226,0.0221,3.6522,0,0
635139101461670186,Normal,Normal,ThreeQuarters,0,2,2448.14,0.4792,3.8506,0,0
635139101537944549,Normal,Normal,ThreeQuarters,1,0,3284.1879,0.323,1.0053,0,0
635139101599188052,Normal,Normal,ThreeQuarters,1,1,2443.1398,0.2301,1.3575,0,0
635139101649710941,Normal,Normal,ThreeQuarters,1,2,1936.1107,0.1499,1.1812,0,0
635139101729465503,Normal,Normal,ThreeQuarters,2,0,4039.231,0.5313,0.507,0,0
635139101783348585,Normal,Normal,ThreeQuarters,2,1,1916.1096,0.2469,4.4716,0,0
635139101828231152,Normal,Normal,ThreeQuarters,2,2,2876.1645,0.1445,3.3945,0,0
635139102588944662,tPad,Clipped,ThreeQuarters,0,0,74127.2398,0.3624,0.2947,1.3767,0.0002
635139102704741286,tPad,Clipped,ThreeQuarters,0,1,7395.423,0.2016,0.3088,1.1727,0
635139102767664885,tPad,Clipped,ThreeQuarters,0,2,4988.2854,0.1391,0.5183,1.5672,0
635139102873940963,tPad,Clipped,ThreeQuarters,1,0,9455.5408,0.1975,1.1802,1.8089,0
635139103002258303,tPad,Clipped,ThreeQuarters,1,1,8207.4695,0.1793,0.78,1.5387,0
635139103141416262,tPad,Clipped,ThreeQuarters,1,2,3295.1885,0.0986,0.5091,1.3298,0
635139103346818010,tPad,Clipped,ThreeQuarters,2,0,10607.6067,0.1516,2.6045,1.279,0
635139103491126264,tPad,Clipped,ThreeQuarters,2,1,10242.5858,0.1499,0.1807,1.6902,0
635139103570850824,tPad,Clipped,ThreeQuarters,2,2,5079.2905,0.2136,0.0937,1.2404,0
635139104353805607,Normal,Normal,Half,0,0,6543.3743,0.2523,0.4621,0,0
635139104397928130,Normal,Normal,Half,0,1,2771.1585,0.1079,0.7673,0,0
635139104455411418,Normal,Normal,Half,0,2,4731.2706,0.7183,3.3513,0,0
635139104532525829,Normal,Normal,Half,1,0,3613.2067,0.1289,1.6135,0,0
635139104694685104,Normal,Normal,Half,1,1,7319.4187,0.0884,8.2463,0,0
635139104818602192,Normal,Normal,Half,1,2,3739.2139,0.1527,4.3276,0,0
635139104902286978,Normal,Normal,Half,2,0,5315.304,0.1319,2.3373,0,0
635139104931808667,Normal,Normal,Half,2,1,2056.1176,0.0604,1.1458,0,0
635139104984331671,Normal,Normal,Half,2,2,4524.2588,0.0979,0.5968,0,0
635139105189363398,Normal,Normal,Quarter,0,0,17928.0254,0.0981,1.014,0,0
635139105268167905,Normal,Normal,Quarter,0,1,3847.22,0.1343,4.6859,0,0
635139105300759769,Normal,Normal,Quarter,0,2,1839.1052,0.0617,6.4175,0,0
635139105514762010,Normal,Normal,Quarter,1,0,17198.9838,0.1598,2.224,0,0
635139105642519317,Normal,Normal,Quarter,1,1,2655.1519,0.0515,15.5809,0,0
635139105671000946,Normal,Normal,Quarter,1,2,1147.0656,0.1611,18.6102,0,0
635139105769516581,Normal,Normal,Quarter,2,0,8939.5113,0.2499,14.0618,0,0
635139105829520013,Normal,Normal,Quarter,2,1,2711.1551,0.2735,1.325,0,0
635139106003199947,Normal,Normal,Quarter,2,2,8475.4848,0.1841,19.406,0,0
